fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
2r5/pp3k1p/6p1/3n2B1/3b2P1/1P3P2/P1b1R1KP/2R5 b - - 3 28,56,E2025-10_128,d4f6,-3,16,d5b4,0.0236,0.0282,0.0316,0.0392,c2d3,c2d3,c2d3,c2d3,449.0,0.0392,0.0156,True,elite,03_elite_bands2,2529,2444,2444,False,True
2r3k1/pp1R3p/6p1/6B1/3b2P1/Pb1n1P2/6KP/5R2 b - - 1 32,64,E2025-10_128,c8c4,169,108,c8c2,0.0349,0.0217,0.0128,0.0106,c8c2,c8c2,c8c2,c8c2,117.0,0.0349,-0.0243,True,elite,03_elite_bands2,2529,2444,2444,False,True
r4rk1/pp4bp/2p1b3/3p2Pp/3PpB1Q/P3P3/1Pq1N2R/5RK1 b - - 1 22,44,E2025-10_130,c2d3,-22,14,c2d3,0.0056,0.0037,0.0024,0.0021,e6g4,e6g4,e6g4,e6g4,109.0,0.0056,-0.0035,True,elite,03_elite_bands2,3053,2796,2796,True,False
3rbrk1/pp5p/2p1pq2/2PpNpp1/3Pn3/4P1P1/PPQ2PBP/R1R3K1 b - - 0 18,36,E2025-10_132,f6g7,-75,6,f5f4,0.0117,0.0188,0.0245,0.037,e8h5,h7h5,h7h5,h7h5,265.0,0.037,0.0253,True,elite,03_elite_bands2,2568,2457,2457,False,True
6k1/1pp1b1pp/3nPp2/1r6/NPn2B1P/P5P1/4RPB1/6K1 b - - 0 34,68,E2025-10_133,g8f8,-255,62,g8f8,0.0047,0.0055,0.0063,0.0101,c4a3,c4a3,c4a3,c4a3,209.0,0.0101,0.0054,True,elite,03_elite_bands2,2473,2538,2538,True,False
4r3/3k2pp/1pnP1p2/p7/8/2N1P3/PP1RK1PP/8 b - - 3 28,56,E2025-10_134,c6a7,-34,8,e8e5,0.0127,0.0134,0.0119,0.0098,c6e5,e8e6,e8e6,e8e6,112.0,0.0134,-0.0029,True,elite,03_elite_bands2,2543,2542,2542,False,True
r2qk2r/pp6/1b2ppn1/1P1B2B1/6P1/P7/5P2/RN1Q1RK1 b kq - 0 20,40,E2025-10_135,d8b8,953,8,d8c7,0.0002,0.0002,0.0001,0.0002,e6d5,d8d5,d8d5,d8d5,902.0,0.0002,0.0,True,elite,03_elite_bands2,2532,2446,2446,False,True
2rqk2r/3n1p1p/p1p1b3/3p2p1/P2Pn3/1p1B4/1P2NPPB/R1Q2RK1 b k - 1 20,40,E2025-10_140,d8a5,-167,50,d8a5,0.014,0.0119,0.012,0.0144,a6a5,a6a5,a6a5,a6a5,102.0,0.0144,0.0004,True,elite,03_elite_bands2,2978,2763,2763,True,False
2rk2q1/3n1p1p/p2Bb3/2p2N2/P1pP2r1/1p6/1P3RP1/4QRK1 b - - 3 32,64,E2025-10_140,d7b6,-458,4,c5d4,0.0082,0.0079,0.0083,0.0083,c5d4,c5d4,c5d4,c5d4,190.0,0.0083,0.0001,True,elite,03_elite_bands2,2978,2763,2763,False,True
4r1k1/Rp1nbrpb/2p1p2p/1pPp1p1P/3P2P1/2N1PBB1/1P3P2/5RK1 b - - 1 22,44,E2025-10_142,e7g5,-2,30,e7g5,0.0312,0.0304,0.0261,0.022,f5g4,f5g4,f5g4,d7f6,121.0,0.0312,-0.0092,True,elite,03_elite_bands2,2992,2905,2905,True,False
8/Rp3rpk/2p1p2p/1pPp2bP/1N1Pb3/4P1B1/1P3P2/6K1 b - - 1 30,60,E2025-10_142,h7g8,0,148,h7g8,0.0249,0.0277,0.0303,0.0365,g7g6,g7g6,e4f3,e4f3,202.0,0.0365,0.0116,True,elite,03_elite_bands2,2992,2905,2905,True,False
8/Rp3rpk/2p1p2p/1pPp2bP/1N1Pb3/4P1B1/1P3P2/6K1 b - - 5 32,64,E2025-10_142,h7g8,0,129,h7g8,0.0249,0.0277,0.0303,0.0365,g7g6,g7g6,e4f3,e4f3,216.0,0.0365,0.0116,True,elite,03_elite_bands2,2992,2905,2905,True,False
7k/1p1npp2/1pbp2p1/r5P1/2P1PP2/2N1K3/PP2B3/2R5 b - - 1 22,44,E2025-10_145,f7f5,-181,10,d7f8,0.0315,0.0176,0.01,0.0071,d7c5,d7c5,d7c5,d7c5,217.0,0.0315,-0.0244,True,elite,03_elite_bands2,2500,2457,2457,False,True
r7/2p5/1p2k2p/p1brpppP/P1R3P1/1P1PPN2/4KP2/3R4 b - - 0 30,60,E2025-10_146,d5d7,-99,8,f5g4,0.0028,0.0042,0.0059,0.009,f5g4,f5g4,a8d8,a8d8,247.0,0.009,0.0062,True,elite,03_elite_bands2,2792,2770,2770,False,True
r4rk1/p5pp/1p2p3/n2pP1q1/4p3/PPR1P3/1B2QPPP/5RK1 b - - 1 20,40,E2025-10_147,f8f3,14,21,f8f7,0.0099,0.0129,0.0165,0.0207,g5e5,g5e5,g5e5,g5e5,153.0,0.0207,0.0108,True,elite,03_elite_bands2,2512,2435,2435,False,True
r1b3k1/pp2rpp1/1qp2n1p/3pNPn1/3P4/1BN1Q1RP/PPP3P1/5R1K b - - 6 20,40,E2025-10_150,g8f8,-44,19,b6c7,0.0115,0.012,0.0138,0.0181,g5e4,g5e4,g5e4,g5e4,653.0,0.0181,0.0066,True,elite,03_elite_bands2,2505,2584,2584,False,True
2rq2k1/4rpp1/1ppn1b1p/p2p4/P2Pb3/1QP4P/1P1NRPPB/R4BK1 b - - 7 28,56,E2025-10_152,e4f5,-40,2,e4f5,0.0279,0.0268,0.0238,0.0218,e4d3,e4d3,e4d3,e4d3,321.0,0.0279,-0.0061,True,elite,03_elite_bands2,2907,2981,2981,True,False
2rq2k1/5pp1/1ppn1b1p/p2p1b2/P2P4/1QP4P/1P1NBPPB/4R1K1 b - - 0 30,60,E2025-10_152,f5e6,-41,1,d8c7,0.0193,0.0232,0.0266,0.0284,d6e4,d6e4,d6e4,d6e4,134.0,0.0284,0.0091,True,elite,03_elite_bands2,2907,2981,2981,False,True
rn1qr1k1/ppp2ppp/1b6/5bN1/3PB3/5Q2/PPP2PPP/R1B1K2R b KQ - 4 12,24,E2025-10_153,d8d5,399,59,f5e4,0.0067,0.008,0.0108,0.0159,f5e4,f5e4,d8g5,d8g5,620.0,0.0159,0.0092,True,elite,03_elite_bands2,2461,2540,2540,False,True
r2qr1k1/1b3pbp/p2p1np1/3Pn2P/Np2P1P1/4BP2/1P1QBN2/R3K2R b KQ - 1 18,36,E2025-10_154,e5g4,-70,82,d8e7,0.0025,0.0023,0.0017,0.001,a6a5,a6a5,a6a5,a6a5,108.0,0.0025,-0.0015,True,elite,03_elite_bands2,2444,2540,2540,False,True
r3r1k1/1b2q1bp/p2p1np1/3Pn3/Np2P1P1/4BP2/1P1QBN2/R4K1R b - - 1 20,40,E2025-10_154,e5g4,99,51,a8c8,0.0053,0.004,0.0029,0.002,a6a5,a6a5,a6a5,a6a5,158.0,0.0053,-0.0033,True,elite,03_elite_bands2,2444,2540,2540,False,True
4r1k1/1br1q1bp/pN1p1np1/3Pn3/1p2P1P1/4BP2/1P1QBNK1/R6R b - - 5 22,44,E2025-10_154,e5g4,92,219,e5g4,0.0118,0.011,0.0099,0.0069,b4b3,b4b3,b4b3,f6d7,269.0,0.0118,-0.0049,True,elite,03_elite_bands2,2444,2540,2540,True,False
2r5/1p2bbpk/2q2n1p/n3RP2/8/P1NQ3P/1PP2BP1/R6K b - - 0 26,52,E2025-10_155,c6c7,-72,175,e7d8,0.0317,0.0279,0.0218,0.0173,e7d6,e7d6,e7d6,e7d6,270.0,0.0317,-0.0144,True,elite,03_elite_bands2,2584,2556,2556,False,True
3r4/1p3p2/2p1bQpk/2q1p2p/2P1P3/pP3P1P/P2RB1PK/8 b - - 0 32,64,E2025-10_158,d8e8,61,5,d8e8,0.0016,0.0021,0.0035,0.0052,d8d2,d8d2,d8d2,d8d2,2057.0,0.0052,0.0036,True,elite,03_elite_bands2,2403,2524,2524,True,False
r3r1k1/2qn1pbp/pn4p1/1p1PpP2/2p4B/2N2Q1P/PPB3P1/R3R1K1 b - - 0 20,40,E2025-10_159,b6c8,73,16,d7c5,0.0144,0.0159,0.0145,0.0086,c7c5,c7c5,d7c5,c7d6,303.0,0.0159,-0.0058,True,elite,03_elite_bands2,2457,2568,2568,False,True
5b2/3Q1pk1/3P2p1/3BP2p/p4P2/6PK/4q2P/8 b - - 1 34,68,E2025-10_161,g7h7,-473,38,g7h6,0.0014,0.0004,0.0002,0.0002,e2f1,e2f1,e2f1,e2f1,695.0,0.0014,-0.0012,True,elite,03_elite_bands2,2623,2640,2640,False,True
r3kr2/1bqnbp1R/p2pp3/1p4p1/3BP1P1/1BN2Q2/PPP2P2/2K4R b q - 12 22,44,E2025-10_162,b5b4,-70,69,b7c6,0.0428,0.0323,0.0332,0.0424,e8c8,e8c8,e8c8,e8c8,136.0,0.0428,-0.0004,True,elite,03_elite_bands2,2544,2438,2438,False,True
2k5/2qnQ3/p1bpB3/6p1/4P1P1/8/PpP2P2/1K5R b - - 1 30,60,E2025-10_162,c6a4,-556,21,c6e4,0.0099,0.0067,0.0049,0.0041,c6e4,c6e4,c6e4,c6e4,204.0,0.0099,-0.0058,True,elite,03_elite_bands2,2544,2438,2438,False,True
4rbk1/pp1n2r1/2p1qn1Q/3p2B1/3p4/5P2/PPPN4/2K3RR b - - 3 22,44,E2025-10_168,e6f5,422,2,f6h7,0.0145,0.0155,0.022,0.0403,g7h7,g7h7,g7h7,g7h7,2419.0,0.0403,0.0258,True,elite,03_elite_bands2,2434,2564,2564,False,True
1rbq1rk1/p3ppbp/2p2np1/3p4/4P3/1BN1BP2/PPPQ2PP/2KR3R b - - 3 12,24,E2025-10_169,d8c7,-56,32,d8c7,0.0149,0.023,0.0339,0.0442,d5e4,d5e4,d5e4,d5e4,498.0,0.0442,0.0293,True,elite,03_elite_bands2,2765,2675,2675,True,False
8/2R1ppkp/p5p1/r1p1r3/P1P1PR2/1P6/3K2PP/8 b - - 2 28,56,E2025-10_169,h7h6,-198,2,h7h6,0.0145,0.0209,0.0316,0.0398,g6g5,g6g5,g6g5,g6g5,171.0,0.0398,0.0253,True,elite,03_elite_bands2,2765,2675,2675,True,False
8/1R2ppk1/p3r1pp/r1p5/P1P1PR2/1P2K3/6PP/8 b - - 3 30,60,E2025-10_169,e6e5,-199,7,e6e5,0.0383,0.0258,0.016,0.0161,g6g5,g6g5,g6g5,g6g5,121.0,0.0383,-0.0222,True,elite,03_elite_bands2,2765,2675,2675,True,False
r6r/p2nkppp/bppRp3/4P3/2P2P2/P1P1B3/4B1PP/2K4R b - - 3 16,32,E2025-10_170,a8d8,-96,11,a8c8,0.0457,0.03,0.0165,0.0088,c6c5,c6c5,c6c5,c6c5,103.0,0.0457,-0.0369,True,elite,03_elite_bands2,2423,2548,2548,False,True
2rr4/p2nkppp/bppRp3/4P3/2P2P2/P1P5/4BBPP/2KR4 b - - 7 18,36,E2025-10_170,g7g5,-144,179,f7f6,0.0069,0.004,0.0027,0.0021,f7f6,f7f6,f7f6,c8c7,208.0,0.0069,-0.0048,True,elite,03_elite_bands2,2423,2548,2548,False,True
r1bqkbnr/pp3ppp/4p3/4N3/1np5/B3P3/3P1PPP/RN1QKB1R b KQkq - 1 8,16,E2025-10_173,c8d7,3,2,c8d7,0.0028,0.0025,0.0022,0.0021,b4d3,b4d3,b4d3,b7b5,254.0,0.0028,-0.0007,True,elite,03_elite_bands2,2720,2981,2981,True,False
1r4r1/p1q3pk/b1p1p2p/3pN3/3PP3/B1P1Q3/PP3RPP/4R1K1 b - - 5 28,56,E2025-10_175,b8b7,-631,12,b8b7,0.0248,0.0286,0.0356,0.0442,d5e4,d5e4,d5e4,d5e4,199.0,0.0442,0.0194,True,elite,03_elite_bands2,2568,2502,2502,True,False
5B2/prq3rk/b1p1Q2p/4N1p1/3Pp3/2P5/PP3RPP/4R1K1 b - - 2 32,64,E2025-10_175,h6h5,-801,44,e4e3,0.0044,0.0036,0.0035,0.004,g7g8,g7g8,g7g8,g7g8,1198.0,0.0044,-0.0004,True,elite,03_elite_bands2,2568,2502,2502,False,True
2r2rk1/pp3pPp/4pq2/8/8/2P2Q2/P4PP1/2B1K2R b K - 0 20,40,E2025-10_176,f6e5,361,137,f6e5,0.022,0.0222,0.0238,0.0277,f6g7,f6f3,f6f3,f6f3,635.0,0.0277,0.0057,True,elite,03_elite_bands2,2430,2574,2574,True,False
6k1/5p1p/2r3p1/8/Pb1n4/1P2N2P/5PP1/1R4K1 b - - 0 32,64,E2025-10_177,c6c5,258,6,c6c3,0.0027,0.0027,0.0027,0.0025,c6c3,c6c3,c6c3,c6c3,532.0,0.0027,-0.0002,True,elite,03_elite_bands2,2629,2629,2629,False,True
1rbr2k1/pp1npp1p/3n2p1/N1p1b3/8/2N1B1P1/PPP1PPBP/R2R2K1 b - - 11 14,28,E2025-10_178,d8e8,-73,2,d8e8,0.004,0.0056,0.008,0.0105,b7b6,b7b6,b7b6,b7b6,278.0,0.0105,0.0065,True,elite,03_elite_bands2,2671,2650,2650,True,False
8/5kpp/p3bp2/1pPNp3/3nP3/3BKP2/6PP/8 b - - 5 34,68,E2025-10_183,e6d7,426,86,e6d7,0.0222,0.0213,0.0224,0.0249,e6d5,e6d5,e6d5,e6d5,291.0,0.0249,0.0027,True,elite,03_elite_bands2,2769,2635,2635,True,False
rn1qkb1r/pp3p1p/3p1np1/2pP4/4PPb1/1QN5/PP4PP/R1B1KBNR b KQkq - 2 8,16,E2025-10_184,f6h5,-83,25,f6h5,0.0036,0.0027,0.0019,0.0016,b7b6,b7b6,b7b6,b7b6,174.0,0.0036,-0.002,True,elite,03_elite_bands2,2644,2676,2676,True,False
r2q1rk1/pp1n1p1p/3p2pb/2pP3n/4PPb1/1QN1B1P1/PP2N1BP/R3K2R b KQ - 4 12,24,E2025-10_184,b7b5,3,7,a8b8,0.0067,0.0041,0.0039,0.0095,b7b6,b7b6,b7b6,b7b6,104.0,0.0095,0.0028,True,elite,03_elite_bands2,2644,2676,2676,False,True
1q2r1k1/5p1p/2Rp1npb/3PP3/1rp2P2/2Nn2PP/1PQ3B1/2B2RK1 b - - 0 24,48,E2025-10_184,f6h5,43,43,f6h5,0.0475,0.0475,0.0461,0.0467,d6e5,d6e5,d6e5,d6e5,144.0,0.0475,-0.0008,True,elite,03_elite_bands2,2644,2676,2676,True,False
r1b4r/pp1qnpk1/2n1p1pp/8/2BNN3/1R4Q1/P1P2PPP/3R2K1 b - - 0 18,36,E2025-10_186,d7e8,-317,13,c6d4,0.0069,0.0116,0.023,0.0332,c6d4,c6d4,c6d4,c6d4,490.0,0.0332,0.0263,True,elite,03_elite_bands2,2653,2611,2611,False,True
rnbqkb1r/pp3ppp/5n2/3P4/8/2NB4/PP3PPP/R1BQK1NR b KQkq - 0 8,16,E2025-10_189,f8d6,-153,6,f8d6,0.0044,0.0058,0.01,0.0492,f6d5,f6d5,f6d5,f6d5,343.0,0.0492,0.0448,True,elite,03_elite_bands2,2513,2561,2561,True,False
1rbqr1k1/2p2pp1/1b5p/pP2N3/3P4/4P2P/1P1N2P1/2RQR1K1 b - - 0 20,40,E2025-10_191,b6d4,-5,50,d8g5,0.0386,0.0318,0.0268,0.028,f7f6,c8b7,c8b7,c8b7,108.0,0.0386,-0.0106,True,elite,03_elite_bands2,2658,2654,2654,False,True
r3r3/pb1nqpk1/1p4pp/3pP3/2pP1P2/P1P3N1/2BQ2PP/4RRK1 b - - 0 20,40,E2025-10_194,e8f8,-440,35,e7a3,0.0189,0.0181,0.0146,0.0096,e7a3,e7a3,e7a3,e7a3,181.0,0.0189,-0.0093,True,elite,03_elite_bands2,2592,2414,2414,False,True
r5k1/p1R2R1p/6p1/8/4r3/4B3/Pb3KPP/8 b - - 1 22,44,E2025-10_201,e4a4,-10,14,a8f8,0.0291,0.0232,0.0207,0.0215,a8f8,a8f8,a8f8,a8f8,221.0,0.0291,-0.0076,True,elite,03_elite_bands2,2760,2652,2652,False,True
r3k2r/p1p1nppp/1pnq4/4p3/3P4/PQP1PP2/5PBP/1RB1K2R b Kkq - 3 12,24,E2025-10_203,a8d8,70,0,e8g8,0.0032,0.0051,0.0075,0.013,e5d4,e5d4,e5d4,e5d4,125.0,0.013,0.0098,True,elite,03_elite_bands2,2636,2656,2656,False,True
1k1r2r1/1pp2p2/5n2/1q2pPp1/2NpP3/3P4/PP1Q1P2/1K1R2R1 b - - 2 26,52,E2025-10_204,f6e4,98,170,f6e4,0.0358,0.0356,0.0381,0.0457,g5g4,g5g4,g5g4,g5g4,185.0,0.0457,0.0099,True,elite,03_elite_bands2,2503,2570,2570,True,False
2r4k/1p2br1p/p1qp2pB/3Pp2n/7P/PN1R1P2/1PP2Q2/1K1R4 b - - 0 26,52,E2025-10_205,c6a4,0,18,c6a4,0.0361,0.0289,0.0234,0.0198,c6c4,c6c4,c6c4,c6c4,432.0,0.0361,-0.0163,True,elite,03_elite_bands2,2832,2759,2759,True,False
r2q2k1/1p2b1p1/n1p1p2P/p2pP1p1/P2P4/1P6/1BPN2Q1/2K4R b - - 0 28,56,E2025-10_206,d8e8,4,11,g7g6,0.0097,0.0087,0.0084,0.0114,g7h6,g7h6,g7h6,g7g6,176.0,0.0114,0.0017,True,elite,03_elite_bands2,2559,2564,2564,False,True
r1b1kb1r/2qpnppp/pp2p3/8/B2QP3/2N5/PPP2PPP/R1B1R1K1 b kq - 1 10,20,E2025-10_208,c7b8,-102,1,b6b5,0.0004,0.0001,0.0,0.0,c8b7,c8b7,e7c6,e7c6,162.0,0.0004,-0.0004,True,elite,03_elite_bands2,2714,2648,2648,False,True
2k5/pp2Rp2/5p2/7p/3r3P/1P4P1/1PK2P2/8 b - - 0 28,56,E2025-10_210,a7a5,-197,17,d4d7,0.0092,0.005,0.0027,0.0025,d4d7,d4d7,d4d7,d4d7,305.0,0.0092,-0.0067,True,elite,03_elite_bands2,2504,2469,2469,False,True
3rqrk1/pp1n1pb1/2p2np1/1PPpp3/3P3p/2N1PB1P/P4PPB/2RQR1K1 b - - 0 16,32,E2025-10_213,e8e6,-110,47,f6h7,0.014,0.0102,0.0073,0.0117,e5e4,e5e4,e5e4,e5e4,165.0,0.014,-0.0023,True,elite,03_elite_bands2,2558,2490,2490,False,True
3r1rk1/p2n2b1/2p1q3/2Ppppn1/Q2P3p/2N4P/P4PPB/2RBR1K1 b - - 1 22,44,E2025-10_213,e6h6,126,40,e5e4,0.0125,0.0128,0.0103,0.0085,e5e4,e5e4,e5e4,e5e4,225.0,0.0128,-0.004,True,elite,03_elite_bands2,2558,2490,2490,False,True
r1b1kb1r/p1qp1pp1/2p3n1/2p1p2p/2N1P2P/3P1N2/PPPBQPP1/R3K2R b KQkq - 3 10,20,E2025-10_220,f7f6,71,33,d7d6,0.039,0.0305,0.0195,0.0144,g6f4,d7d5,d7d5,d7d5,262.0,0.039,-0.0246,True,elite,03_elite_bands2,2812,2644,2644,False,True
rn1qr1k1/2b3pp/b2Ppp1n/ppp5/3P1P2/P1N3PP/3BN1B1/R2Q1RK1 b - - 0 18,36,E2025-10_221,c7b6,-52,155,c5d4,0.0224,0.0296,0.0315,0.0342,c7d6,c7d6,c7d6,c7d6,204.0,0.0342,0.0118,True,elite,03_elite_bands2,2470,2504,2504,False,True
r2q1r1k/1p1n1p1p/p1n1pP2/3pP1b1/1P1P4/P1NQB3/4N2P/R4RK1 b - - 0 18,36,E2025-10_222,d7e5,96,1,f8g8,0.0018,0.0015,0.0017,0.0024,f8g8,f8g8,f8g8,f8g8,227.0,0.0024,0.0006,True,elite,03_elite_bands2,2505,2566,2566,False,True
r4qrk/1p1n1p1p/p1n1pP2/3pP1b1/1P1P4/P1NQB3/4N2P/R5RK b - - 4 20,40,E2025-10_222,d7e5,215,28,f8h6,0.003,0.0021,0.0019,0.0021,g5e3,g5e3,g5e3,g5e3,593.0,0.003,-0.0009,True,elite,03_elite_bands2,2505,2566,2566,False,True
5k2/1N1n1p1p/2n1pP1q/3pP3/3P4/P5Q1/4NK1P/8 b - - 4 30,60,E2025-10_222,d7f6,-214,90,c6a5,0.0154,0.0147,0.015,0.0116,h6d2,h6d2,h6d2,h6d2,1777.0,0.0154,-0.0038,True,elite,03_elite_bands2,2505,2566,2566,False,True
3N4/5p2/5kp1/8/2P1KPPp/1r5P/8/3R4 b - - 5 32,64,E2025-10_224,f6e7,-624,3,b3h3,0.0216,0.0182,0.0122,0.0105,b3h3,b3h3,b3h3,b3h3,299.0,0.0216,-0.0111,True,elite,03_elite_bands2,2767,2633,2633,False,True
3r1rk1/p4pbp/1pB1p1p1/5n2/2PP1P1q/4P2P/P2BQP1K/1R4R1 b - - 0 20,40,E2025-10_225,g7d4,-29,189,g7d4,0.0227,0.0215,0.0242,0.0294,d8d6,d8d6,d8d6,d8d6,179.0,0.0294,0.0067,True,elite,03_elite_bands2,2483,2587,2587,True,False
r2qkb1r/pQ1npppp/3p2b1/1B6/4P3/2N3P1/PPP4P/R1B2RK1 b kq - 0 12,24,E2025-10_230,d8b6,-213,45,d8b6,0.0373,0.0316,0.0235,0.0182,a8b8,a8b8,e7e6,e7e6,331.0,0.0373,-0.0191,True,elite,03_elite_bands2,2572,2575,2575,True,False
r3kb1r/3npppp/1p1p2b1/1B1N4/4P3/6P1/PPP4P/R1B2RK1 b kq - 1 14,28,E2025-10_230,a8b8,-215,12,a8b8,0.0153,0.0156,0.0113,0.0067,g6e4,g6e4,a8c8,a8c8,223.0,0.0156,-0.0086,True,elite,03_elite_bands2,2572,2575,2575,True,False
4kb1r/3n1ppp/1B1pp3/1B6/P3b3/6P1/1PP4P/R4RK1 b k - 0 18,36,E2025-10_230,f7f5,-396,28,d6d5,0.013,0.0116,0.0134,0.0198,e4c2,e4c2,e4c2,e4c2,310.0,0.0198,0.0068,True,elite,03_elite_bands2,2572,2575,2575,False,True
r7/3nkppp/P1Bbp3/3p4/4b3/6P1/1PP2B1P/R4RK1 b - - 4 22,44,E2025-10_230,d7e5,227,626,a8c8,0.0264,0.0284,0.0329,0.0317,a8c8,a8c8,a8c8,a8c8,589.0,0.0329,0.0053,True,elite,03_elite_bands2,2572,2575,2575,False,True
r1b2rk1/pp3pp1/2n2b1p/q1Pp4/8/P1N1PN2/1PQ2PPP/2KR1B1R b - - 2 12,24,E2025-10_232,c6e7,25,18,c8e6,0.0035,0.004,0.0048,0.0059,a5c5,a5c5,a5c5,a5c5,144.0,0.0059,0.0024,True,elite,03_elite_bands2,2591,2528,2528,False,True
r4rk1/pp3p1p/2p3pB/3pP3/2P2Q2/P1N2P2/1q4PP/n4R1K b - - 1 20,40,E2025-10_242,f7f6,-34,38,f7f6,0.0102,0.0159,0.0278,0.0494,b2c3,b2c3,b2c3,b2c3,836.0,0.0494,0.0392,True,elite,03_elite_bands2,2759,2830,2830,True,False
2Q5/pp3pqk/2p2r1p/3p2n1/3PrN1R/4P1P1/PP3PK1/4R3 b - - 14 32,64,E2025-10_244,g7h8,-193,39,g5e6,0.0078,0.0054,0.0038,0.003,e4e7,e4e7,e4e7,e4e7,235.0,0.0078,-0.0048,True,elite,03_elite_bands2,2728,2627,2627,False,True
3rr1k1/pp3pp1/2p3p1/q3p1P1/3bNnQP/P2P4/1PP2PB1/1R2R1K1 b - - 0 24,48,E2025-10_245,d4b2,207,104,d4b6,0.0077,0.0058,0.0035,0.0021,f4g2,a5b6,a5b6,a5b6,206.0,0.0077,-0.0056,True,elite,03_elite_bands2,2472,2502,2502,False,True
1r5k/1q3rp1/p2p1p1p/2pP3N/2p4P/3b2R1/PP1Q1RP1/2K5 b - - 7 28,56,E2025-10_246,f7e7,297,8,b7d5,0.0151,0.0123,0.0101,0.0095,b7d5,b7d5,b7d5,b7d5,164.0,0.0151,-0.0056,True,elite,03_elite_bands2,2482,2504,2504,False,True
6rk/1p1r2p1/5p1p/5N1P/1p1P4/6R1/1qb1QPP1/4R1K1 b - - 1 32,64,E2025-10_250,b2a2,-80,27,b2a2,0.0399,0.044,0.0474,0.0491,b4b3,b4b3,b4b3,b4b3,364.0,0.0491,0.0092,True,elite,03_elite_bands2,2934,2829,2829,True,False
r1bqk2r/pp3ppp/2p2n2/2b1p3/4P3/3B3P/PPP2PP1/RNBQ1RK1 b kq - 0 8,16,E2025-10_251,g7g5,98,59,h7h6,0.0124,0.006,0.0026,0.0012,e8g8,e8g8,e8g8,e8g8,121.0,0.0124,-0.0112,True,elite,03_elite_bands2,2485,2551,2551,False,True
4r1k1/Q4pp1/5qp1/1pBpp3/p2P2P1/P3P2P/1Pr2PK1/5R2 b - - 2 34,68,E2025-10_256,f6c6,390,36,e5e4,0.0015,0.0013,0.0013,0.0018,e5d4,e5d4,e5d4,e5d4,187.0,0.0018,0.0003,True,elite,03_elite_bands2,2514,2466,2466,False,True
2r5/5p1p/4ppk1/1p6/1Pb5/P3BP2/1P3KPP/2R5 b - - 0 28,56,E2025-10_259,c8c6,-50,5,c8d8,0.0162,0.0234,0.0273,0.0252,g6f5,g6f5,c8d8,c8d8,102.0,0.0273,0.009,True,elite,03_elite_bands2,2411,2527,2527,False,True
r1b2k2/4b1q1/p1n1pr2/2pp2N1/6QP/2NP4/PP3PP1/2K1R2R b - - 12 22,44,E2025-10_261,f8g8,316,2,c6b4,0.0027,0.0028,0.0027,0.0033,f6f2,e6e5,e6e5,e6e5,166.0,0.0033,0.0006,True,elite,03_elite_bands2,2779,2621,2621,False,True
r3r1k1/2pn1pp1/1qppb2p/2b1p2N/p1P1P3/3P1N1P/PPQBRPPK/4R3 b - - 8 20,40,E2025-10_263,g7g6,69,40,f7f6,0.0455,0.0254,0.0142,0.013,c5f2,c5f2,c5f2,c5f2,356.0,0.0455,-0.0325,True,elite,03_elite_bands2,2952,3039,3039,False,True
q3r1k1/4bppp/4b3/1Q1p4/2nN1B2/p1P1P2P/5PP1/2RR2K1 b - - 3 24,48,E2025-10_264,e7f8,-149,4,e7f8,0.0013,0.0021,0.0042,0.0127,a3a2,a3a2,a3a2,a3a2,235.0,0.0127,0.0114,True,elite,03_elite_bands2,2999,2658,2658,True,False
rnr5/1b2qpbk/p1p1p1p1/1p2N2p/P1pPPBPP/2P1QB2/5P2/1R1R2K1 b - - 0 20,40,E2025-10_269,c8g8,-144,6,h5g4,0.0119,0.012,0.0086,0.0071,e7h4,e7h4,e7h4,e7h4,197.0,0.012,-0.0048,True,elite,03_elite_bands2,2644,2674,2674,False,True
1rbq1rk1/1p1n1ppp/p1n1p3/2bpP3/3N1P1P/P1N1B3/1PPQ2P1/2KR1B1R b - - 0 12,24,E2025-10_270,c5d4,-61,1,c5d4,0.0366,0.042,0.0404,0.0291,b7b5,b7b5,b7b5,b7b5,459.0,0.042,-0.0075,True,elite,03_elite_bands2,2831,2728,2728,True,False
2b2rk1/3n1ppp/p1n1p3/3pP3/1r3P1P/qPN4R/2PQ2P1/1K1R1BB1 b - - 0 18,36,E2025-10_270,c8b7,-76,9,c8b7,0.0356,0.0384,0.0402,0.0412,c6a5,c6a5,c6a5,c6a5,173.0,0.0412,0.0056,True,elite,03_elite_bands2,2831,2728,2728,True,False
r5k1/1b1n1ppp/p1n1p3/3pP3/1r3P1P/qP2B2R/N1PQ2P1/1K1R1B2 b - - 4 20,40,E2025-10_270,a8c8,-131,19,d5d4,0.0105,0.0068,0.0056,0.0048,b4a4,b4a4,b4a4,b4a4,311.0,0.0105,-0.0057,True,elite,03_elite_bands2,2831,2728,2728,False,True
