fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
r1b1r1k1/5ppp/pp1p4/3Pnq2/P3R3/4P2P/1PB1QPP1/R3B1K1 b - - 0 22,44,e364,f5d7,-324,113,c8d7,0.0233,0.0221,0.0205,0.0176,f5g5,f5g5,f5g5,f5g5,196.0,0.0233,-0.0057,True,elite,03_elite_b2,2555,2612,2612,False,True
1rb2rk1/4bppp/p1n1p3/Ppn5/4P3/3qNNP1/1PQB1PBP/2R2RK1 b - - 3 18,36,e368,c8b7,214,130,c8b7,0.0183,0.0212,0.0257,0.0323,d3c2,d3c2,d3c2,d3c2,239.0,0.0323,0.014,True,elite,03_elite_b2,2556,2612,2612,True,False
1qr2rk1/1b1nbppp/1p2pn2/8/1PNNP3/1Q4P1/1B3PBP/R2R2K1 b - - 2 22,44,e373,c8d8,-96,9,f8d8,0.0029,0.0014,0.0005,0.0002,b7e4,b7e4,b7e4,b7e4,199.0,0.0029,-0.0027,True,elite,03_elite_b2,3063,2782,2782,False,True
q1r4k/3Q2p1/7p/1p6/1P6/6P1/5P1P/3R2K1 b - - 3 34,68,e373,a8a6,-212,21,a8a6,0.0051,0.0051,0.0045,0.0043,c8b8,c8b8,c8f8,c8f8,128.0,0.0051,-0.0008,True,elite,03_elite_b2,3063,2782,2782,True,False
4r3/3n1qk1/pR1Q2p1/4p3/P1P5/1PN2PP1/6K1/8 b - - 1 34,68,e376,e8f8,159,176,d7b6,0.0287,0.0326,0.0363,0.0494,d7b6,d7b6,d7b6,d7b6,202.0,0.0494,0.0207,True,elite,03_elite_b2,2572,2539,2539,False,True
1R6/1p1bbpk1/1P1p2p1/3Pp1Pp/4P3/1r2B2P/5PK1/5B2 b - - 13 34,68,e377,d7h3,-237,33,e7g5,0.0236,0.025,0.0248,0.0229,d7b5,d7b5,d7b5,d7b5,226.0,0.025,-0.0007,True,elite,03_elite_b2,2433,2550,2550,False,True
r4r1k/4bppP/3pp3/7P/3Nq3/1p2B3/1PPQ4/1K3R1R b - - 1 26,52,e379,a8a1,489,294,a8a1,0.0072,0.006,0.0046,0.0048,b3c2,b3c2,b3c2,b3c2,526.0,0.0072,-0.0024,True,elite,03_elite_b2,2604,2562,2562,True,False
r1q1r1k1/1b1R1pbp/p1n3p1/1pQ5/2p2B2/2P1PN2/PP2BPPP/3R2K1 b - - 4 20,40,e380,c6d4,-86,186,g7f8,0.0013,0.0014,0.0014,0.0014,g7f8,g7f8,g7f8,g7f8,225.0,0.0014,0.0001,True,elite,03_elite_b2,2645,2641,2641,False,True
r3r3/1pqb1nkn/p2p1pp1/2pP4/P3PP1p/R1N4P/1P1QBNP1/2R3K1 b - - 4 24,48,e381,c7a5,-65,27,a8b8,0.0337,0.026,0.0249,0.0282,g6g5,g6g5,g6g5,g6g5,120.0,0.0337,-0.0055,True,elite,03_elite_b2,2547,2476,2476,False,True
1rbqkb1r/5ppp/p1n1p3/3n4/Np3P2/8/PPPB1QPP/1K1R1BNR b k - 1 12,24,e386,d5c3,410,265,f8e7,0.035,0.0213,0.0115,0.0079,c8d7,c8d7,d8a5,d8a5,276.0,0.035,-0.0271,True,elite,03_elite_b2,2418,2528,2528,False,True
1rb1k2r/5ppp/p3p3/q3N3/1n3P2/bPp1B3/P1P2QPP/1K1R1B1R b k - 5 18,36,e386,a3c1,-171,109,e8g8,0.0084,0.0061,0.0051,0.0057,a3b2,a3b2,a3b2,a3b2,163.0,0.0084,-0.0027,True,elite,03_elite_b2,2418,2528,2528,False,True
3r2k1/ppq2bp1/5p2/2b5/PnN1R3/1Q1P2PP/1B5K/5B2 b - - 4 28,56,e390,c5g1,349,204,f7d5,0.0041,0.0046,0.0051,0.0056,f7g6,f7g6,f7d5,f7d5,201.0,0.0056,0.0015,True,elite,03_elite_b2,2659,2627,2627,False,True
r3r1k1/1p3pbp/2p5/pP6/3PBP2/2R2KP1/P6P/4R3 b - - 0 30,60,e391,f7f5,46,155,f7f5,0.0223,0.0247,0.0281,0.0308,c6b5,g7d4,g7d4,g7d4,187.0,0.0308,0.0085,True,elite,03_elite_b2,2430,2553,2553,True,False
1nk3rr/3q1pp1/1p2p2p/p2pPn1P/b1pP1PRN/P1P1B3/2PQB1P1/R3K3 b Q - 4 20,40,e397,a4c2,114,55,f5e3,0.0023,0.0025,0.0031,0.0051,f5h4,f5h4,f5h4,f5h4,135.0,0.0051,0.0028,True,elite,03_elite_b2,2473,2552,2552,False,True
r2qr1k1/1b2ppbp/p1pp1np1/3P2P1/1n2P3/2N1BN1P/1PPQBP2/2KR3R b - - 0 14,28,e398,d8a5,450,6,f6d7,0.0245,0.0176,0.0139,0.0115,f6d7,f6d7,f6d7,f6d7,257.0,0.0245,-0.013,True,elite,03_elite_b2,2475,2546,2546,False,True
r1b2rk1/p1p1q1pp/n1P2n2/P3pp2/1p1p4/1N1Q1PP1/1PP1PBBP/R4RK1 b - - 2 18,36,e400,e7e6,-95,30,a6c5,0.0259,0.0202,0.0142,0.0104,a6c5,a6c5,a6c5,a6c5,126.0,0.0259,-0.0155,True,elite,03_elite_b2,2554,2429,2429,False,True
r4rk1/p3nbb1/3p2pp/q1PP1p2/3B1P2/2P4N/P2Q2BP/2KR3R b - - 2 20,40,e403,f8b8,599,10,a5a3,0.0035,0.0029,0.0026,0.0033,d6c5,d6c5,d6c5,d6c5,376.0,0.0035,-0.0002,True,elite,03_elite_b2,2543,2693,2693,False,True
r1r3k1/3Q1pbp/6p1/3N4/P2Nn3/3pP2P/1B3qP1/R2R3K b - - 1 28,56,e405,c8e8,0,0,e4g3,0.0086,0.0101,0.0107,0.0111,f2b2,f2b2,f2b2,f2b2,393.0,0.0111,0.0025,True,elite,03_elite_b2,2718,2742,2742,False,True
2kr3r/1p4p1/1P6/5b1p/3B1n1P/2P2Pp1/PP4B1/R3R1K1 b - - 0 24,48,e406,f4g6,-256,10,h8e8,0.0066,0.0067,0.0066,0.0065,f4g2,f4g2,f4g2,f4g2,183.0,0.0067,-0.0001,True,elite,03_elite_b2,2415,2577,2577,False,True
2krr3/1p4p1/1P6/5b1p/7P/2PnBPp1/PP2R1B1/R5K1 b - - 4 26,52,e406,e8e7,145,8,d3f4,0.0197,0.0159,0.0132,0.0127,d3f4,d3f4,d3f4,d3f4,145.0,0.0197,-0.007,True,elite,03_elite_b2,2415,2577,2577,False,True
2krr3/1p4p1/1P6/5b1p/7P/2PnBPp1/PP2R1B1/R5K1 b - - 8 28,56,e406,e8e6,133,2,d3b2,0.0286,0.0291,0.0301,0.0322,d3f4,d3f4,d3f4,d3f4,127.0,0.0322,0.0036,True,elite,03_elite_b2,2415,2577,2577,False,True
2r2bk1/1p1q1pp1/2b2n1p/r2p4/p6B/2N1PN1P/PPR2PP1/2RQ2K1 b - - 23 28,56,e409,d7d6,-54,2,f6e8,0.0246,0.0253,0.0189,0.0126,a4a3,f6e4,f6e4,f6e4,328.0,0.0253,-0.012,True,elite,03_elite_b2,2834,2706,2706,False,True
r3k3/pb3p2/4p2b/2P1P3/1pp1N1P1/5K2/PP6/R2R4 b q - 0 28,56,e410,a8c8,-38,4,c4c3,0.0347,0.0317,0.0311,0.0314,f7f5,e8e7,e8e7,e8e7,201.0,0.0347,-0.0033,True,elite,03_elite_b2,3008,2930,2930,False,True
1b2B1k1/p3rpp1/7p/3p4/6Q1/qPB3P1/P4P2/3R1bK1 b - - 1 26,52,e411,d5d4,-292,140,f7f5,0.0116,0.014,0.016,0.0184,f1e2,b8e5,b8e5,b8e5,150.0,0.0184,0.0068,True,elite,03_elite_b2,2545,2612,2612,False,True
r3r3/pp2q1pk/2p1bp2/5n2/P3NQR1/3R4/1PP2PPP/6K1 b - - 1 24,48,e414,e8d8,403,2,f5h6,0.015,0.006,0.004,0.0058,f5h6,f5h6,f5h6,f5h6,141.0,0.015,-0.0092,True,elite,03_elite_b2,2429,2500,2500,False,True
6r1/1p1bkr2/p3p3/P2pB3/3N1P2/3B1K2/2P3P1/7R b - - 6 34,68,e415,g8g5,-516,80,g8c8,0.0236,0.0223,0.0214,0.0205,d7a4,d7a4,d7a4,d7a4,111.0,0.0236,-0.0031,True,elite,03_elite_b2,2387,2533,2533,False,True
r4kr1/1p3q2/p2bRBp1/2pQ1n1p/5P2/1P4P1/P1PP3P/5RK1 b - - 2 22,44,e416,f7c7,-179,156,g8g7,0.0062,0.0073,0.0092,0.0106,a8e8,a8e8,a8e8,a8e8,204.0,0.0106,0.0044,True,elite,03_elite_b2,2516,2556,2556,False,True
3q1rk1/p2nbpp1/1p2pn1p/3p4/3P4/2NQ2P1/Pr1BPPBP/R2R2K1 b - - 1 18,36,e417,b6b5,-2,14,b6b5,0.0133,0.008,0.0041,0.0025,e7b4,e7b4,e7b4,e7b4,181.0,0.0133,-0.0108,True,elite,03_elite_b2,2950,2964,2964,True,False
r3rnk1/3q1pb1/6pp/p1R1pn2/2P5/PQB3PP/3N1PK1/2N1R3 b - - 0 30,60,e418,f5h4,116,27,f8e6,0.0019,0.0013,0.0007,0.0004,f8e6,f5d4,f5d4,f5d4,116.0,0.0019,-0.0015,True,elite,03_elite_b2,2534,2542,2542,False,True
4rbk1/p1p3p1/2Nq3p/3p4/1P1Nr1b1/P2Q4/5PPP/2R2RK1 b - - 1 22,44,e420,a7a6,11,22,a7a6,0.0119,0.0086,0.0088,0.0118,g4e2,g4e2,g4e2,g4e2,219.0,0.0119,-0.0001,True,elite,03_elite_b2,2692,2998,2998,True,False
5bk1/N3q1p1/4r3/Q2p4/1P5P/P4P1b/6RP/5RK1 b - - 2 34,68,e420,e7f7,251,117,e7f7,0.0019,0.0014,0.0013,0.0016,h3g2,h3g2,h3g2,h3g2,107.0,0.0019,-0.0003,True,elite,03_elite_b2,2692,2998,2998,True,False
r1bb1rk1/ppq2ppp/2p5/2N5/1PBP1Bn1/8/P2Q1PPP/R3R1K1 b - - 2 20,40,e423,d8g5,-185,320,d8g5,0.0079,0.0025,0.001,0.0003,c7b6,c7b6,c7b6,c7b6,354.0,0.0079,-0.0076,True,elite,03_elite_b2,2989,2696,2696,True,False
r4rk1/p5pp/1pp1p3/6B1/1P1P1Pn1/3N3q/P3Q3/R2KR3 b - - 2 28,56,e423,e6e5,-227,41,e6e5,0.0229,0.0189,0.0171,0.0174,a8e8,a8e8,a8e8,a8e8,100.0,0.0229,-0.0055,True,elite,03_elite_b2,2989,2696,2696,True,False
r2r2k1/3qbppp/2p1p3/1p2P2N/2nP4/P1Q5/1P3PPP/2BR1RK1 b - - 11 26,52,e426,c4e5,-102,2,g7g6,0.0048,0.0033,0.0021,0.0012,g7g6,d7d5,d7d5,d7d5,316.0,0.0048,-0.0036,True,elite,03_elite_b2,2548,2678,2678,False,True
3q1r1k/1p2bb1p/2p1Bnp1/p1P1Q3/P2B1N1P/1P2P3/8/5R1K b - - 4 32,64,e434,f7e8,-479,29,b7b6,0.0351,0.037,0.0341,0.0305,f7e6,f7e6,f7e6,h8g7,207.0,0.037,-0.0046,True,elite,03_elite_b2,2550,2457,2457,False,True
3q3k/4br1p/1pp1Nnp1/p1P1Q3/P2B3P/1P2P3/8/5R1K b - - 1 34,68,e434,d8c8,-413,130,d8c8,0.0161,0.0145,0.0133,0.0136,d8d5,d8d5,d8d5,d8d5,255.0,0.0161,-0.0025,True,elite,03_elite_b2,2550,2457,2457,True,False
4rr1k/1pb3p1/1nb3Pp/p5R1/P1PR1p2/1P5Q/1B3P1P/2K5 b - - 5 28,56,e436,c6g2,-540,42,h8g8,0.0006,0.0005,0.0003,0.0002,e8e1,e8e1,e8e1,e8e1,578.0,0.0006,-0.0004,True,elite,03_elite_b2,2525,2562,2562,False,True
3r2k1/1pp1Rpb1/7p/p4bp1/3p4/3P2P1/1PPQ1PBP/q3N1K1 b - - 3 22,44,e437,g7f6,213,2,d8d7,0.0457,0.0266,0.0171,0.0174,a1b2,a1b2,a1b2,a1b2,234.0,0.0457,-0.0283,True,elite,03_elite_b2,2525,2656,2656,False,True
4R3/1Bpr1pbk/7p/p4bp1/3p4/3P2P1/1PPQ1P1P/q3N1K1 b - - 0 24,48,e437,d7d6,-18,9,a1b2,0.0136,0.0107,0.0092,0.0104,a1b2,a1b2,a1b2,a1b2,140.0,0.0136,-0.0032,True,elite,03_elite_b2,2525,2656,2656,False,True
2krr3/1p2p3/2p1b2p/p3Pp2/P1P2npP/1P6/1RPN1PP1/3RNK2 b - - 1 20,40,e438,e6f7,57,1,f4g6,0.0268,0.0235,0.0209,0.0249,f4g6,f4g6,f4g6,f4g6,116.0,0.0268,-0.0019,True,elite,03_elite_b2,2451,2515,2515,False,True
r3rb1k/2q4n/3p1P2/3n2PQ/p2B3P/1Pp4R/P1P1NN2/2R1K3 b - - 2 28,56,e440,e8e5,-511,16,e8e2,0.0038,0.0044,0.0056,0.0074,d5f4,d5f4,d5f4,d5f4,388.0,0.0074,0.0036,True,elite,03_elite_b2,2522,2358,2358,False,True
r2r2k1/2b2npp/p1q2p2/8/P4P2/2B4P/1P1N1QP1/4RR1K b - - 3 26,52,e442,d8e8,-79,14,c6a4,0.0494,0.0376,0.0287,0.0254,c6a4,c6a4,c6a4,c6a4,210.0,0.0494,-0.024,True,elite,03_elite_b2,2626,2572,2572,False,True
r3r1k1/2b2npp/p4p2/8/q3NP2/2B2Q1P/1P4P1/4RR1K b - - 3 28,56,e442,a4d7,-245,46,a8d8,0.0201,0.0247,0.0236,0.019,f6f5,f7d6,f7d6,f7d6,293.0,0.0247,-0.0011,True,elite,03_elite_b2,2626,2572,2572,False,True
3rr1k1/2b2n1p/p4B2/8/q4P2/5Q1P/1P4P1/4RR1K b - - 0 30,60,e442,a4c2,-215,153,a4c2,0.0028,0.0021,0.0019,0.0022,e8e1,e8e1,e8e1,e8e1,526.0,0.0028,-0.0006,True,elite,03_elite_b2,2626,2572,2572,True,False
3r2k1/1pp2ppp/2p1r3/p1P1P3/N6q/P3B2b/1PQ1BP2/R2R2K1 b - - 4 24,48,e447,d8d5,85,127,d8d1,0.0162,0.0138,0.0132,0.0182,e6g6,e6g6,e6g6,e6g6,125.0,0.0182,0.002,True,elite,03_elite_b2,2650,2556,2556,False,True
3R2k1/1pp2qp1/2p1bP2/p1P5/4N2B/P4p2/1P3P2/6K1 b - - 1 34,68,e447,f7f8,-544,80,f7f8,0.0222,0.0103,0.0064,0.0053,g8h7,g8h7,g8h7,g8h7,103.0,0.0222,-0.0169,True,elite,03_elite_b2,2650,2556,2556,True,False
1k1r3r/3pq1p1/1pbNp3/pN5p/1bP1B1n1/1P5P/4QPP1/R2R2K1 b - - 0 24,48,e448,e7h4,34,16,d8f8,0.0113,0.0099,0.01,0.0139,c6e4,c6e4,c6e4,c6e4,1507.0,0.0139,0.0026,True,elite,03_elite_b2,2556,2532,2532,False,True
1k3r1r/3p2p1/1p1qp3/p1b4p/2PNQ1n1/1P3B1P/5PP1/R2R2K1 b - - 4 28,56,e448,f8f3,381,297,f8f3,0.0314,0.0293,0.0302,0.0299,d6h2,d6h2,d6h2,d6h2,381.0,0.0314,-0.0015,True,elite,03_elite_b2,2556,2532,2532,True,False
6k1/p3rpp1/4r2p/2pq4/3P2b1/2P1RNB1/P1P1QPK1/R7 b - - 0 22,44,e449,e6f6,47,60,e6f6,0.0204,0.0174,0.0152,0.0138,e6e3,e6e3,e6e3,e6e3,130.0,0.0204,-0.0066,True,elite,03_elite_b2,2540,2643,2643,True,False
6k1/p3rpp1/7p/2pqBr2/3P2b1/2P1RN2/P1P1QPK1/1R6 b - - 4 24,48,e449,c5c4,65,6,d5c6,0.0111,0.0072,0.006,0.0054,c5d4,c5d4,c5d4,c5d4,283.0,0.0111,-0.0057,True,elite,03_elite_b2,2540,2643,2643,False,True
6k1/p4pp1/2q1r3/4Br1p/2pP2b1/2P1RN2/P1P2PK1/1R1Q4 b - - 3 28,56,e449,g4f3,463,129,c6d5,0.0327,0.0193,0.0105,0.0068,e6g6,e6g6,e6g6,e6g6,150.0,0.0327,-0.0259,True,elite,03_elite_b2,2540,2643,2643,False,True
6k1/p2rbp2/b3p2B/2p1P3/2P3Pp/R2BK3/P6P/8 b - - 7 30,60,e454,a6b5,-98,1,a6c8,0.0005,0.0004,0.0003,0.0003,a6b7,a6b7,a6b7,a6b7,122.0,0.0005,-0.0002,True,elite,03_elite_b2,2990,2705,2705,False,True
r2qr1k1/1p1n1ppp/3Nb2b/p1pnP3/P2p4/1P1Q1N2/1BP2PPP/R3RBK1 b - - 3 20,40,e462,d7e5,90,181,d5b4,0.0068,0.004,0.0026,0.0019,e8e7,e8e7,e8e7,e8e7,199.0,0.0068,-0.0049,True,elite,03_elite_b2,2584,2649,2649,False,True
2kr2r1/bppq1p2/p2p1pb1/n2PpN2/4P1P1/1BN2Q2/PPP2P2/R4R1K b - - 2 20,40,e463,a7d4,184,23,a7d4,0.0041,0.0035,0.0037,0.0049,g8h8,g8h8,g8h8,g8h8,160.0,0.0049,0.0008,True,elite,03_elite_b2,2434,2602,2602,True,False
2kr4/1pp2p2/p2p1p2/n2P4/8/1BN1p1QR/PPP4K/5q2 b - - 2 30,60,e463,d8e8,236,40,d8e8,0.0361,0.0296,0.0286,0.0348,e3e2,e3e2,e3e2,e3e2,228.0,0.0361,-0.0013,True,elite,03_elite_b2,2434,2602,2602,True,False
r1b1k2r/2qn1ppp/p2ppb2/1B6/3NPPP1/2N2Q2/PPP4P/2KR3R b kq - 0 12,24,e465,a8b8,-80,86,a8b8,0.0014,0.0005,0.0003,0.0002,a6b5,a6b5,a6b5,a6b5,216.0,0.0014,-0.0012,True,elite,03_elite_b2,2971,2647,2647,True,False
r1b3q1/5k2/2p1pp1p/1p6/1Q1P1b2/8/2B2PPP/1R2R1K1 b - - 0 34,68,e466,g8f8,-311,16,g8f8,0.0067,0.0063,0.0049,0.0039,a8a2,c8d7,c8d7,c8d7,109.0,0.0067,-0.0028,True,elite,03_elite_b2,2965,2376,2376,True,False
2bq1rk1/1pp1b2p/3p1np1/2nP2N1/2P5/P4BP1/PBQ4P/4RRK1 b - - 1 18,36,e468,f6d7,-335,98,c8f5,0.0253,0.0192,0.0114,0.0068,c8f5,c8f5,c8f5,c8f5,138.0,0.0253,-0.0185,True,elite,03_elite_b2,2541,2663,2663,False,True
5bk1/qpp4p/3p1Bp1/3P4/2P5/P2n1BPK/P3Q2P/4RR2 b - - 0 24,48,e468,d3e5,-935,395,d3e1,0.027,0.0245,0.0222,0.0223,d3e1,d3e1,d3e1,d3e1,1064.0,0.027,-0.0047,True,elite,03_elite_b2,2541,2663,2663,False,True
r2q1rk1/1pp2ppn/p1n1b2p/3p2P1/3P1N1P/2NB1P2/PPPQ4/2KR3R b - - 2 14,28,e469,c6b4,-319,36,g8h8,0.0112,0.0085,0.0101,0.0135,h6g5,h6g5,h6g5,h6g5,489.0,0.0135,0.0023,True,elite,03_elite_b2,2585,2403,2403,False,True
1b3rk1/5p2/1p2p2p/p2p2q1/3P3p/1Q2RNP1/PP1r2P1/5RK1 b - - 6 28,56,e470,d2b2,33,33,d2g2,0.0035,0.0036,0.0033,0.0031,g5g3,g5g3,g5g3,g5g3,331.0,0.0036,-0.0004,True,elite,03_elite_b2,2702,2562,2562,False,True
3r4/P2Pk1pp/5p2/8/2p2P2/8/1KP3PP/3R4 b - - 2 28,56,e472,h7h6,-738,6,d8a8,0.0212,0.0212,0.0226,0.0263,d8a8,d8a8,d8a8,d8a8,126.0,0.0263,0.0051,True,elite,03_elite_b2,2587,2572,2572,False,True
8/pppk1p2/1b3B2/nP1b4/2p4P/2Pp3R/P3Nr2/RN4K1 b - - 1 22,44,e474,d3e2,1994,1320,f2e2,0.014,0.0095,0.0081,0.0088,f2f6,f2f6,f2f6,f2f6,1424.0,0.014,-0.0052,True,elite,03_elite_b2,2541,2545,2545,False,True
r2r4/pp2kpp1/2pRp1bp/4P3/2P1P3/P1B2P1P/6P1/3R2K1 b - - 4 24,48,e483,c6c5,-133,34,c6c5,0.0338,0.0284,0.0269,0.0303,d8d6,d8d6,d8d6,d8d6,144.0,0.0338,-0.0035,True,elite,03_elite_b2,2685,2702,2702,True,False
r2r4/pp2kppb/3Rp2p/2p1P3/2P1PPP1/P1B1K2P/8/3R4 b - - 0 28,56,e483,e7e8,-166,38,d8d6,0.0095,0.006,0.004,0.004,d8d6,d8d6,d8d6,d8d6,118.0,0.0095,-0.0055,True,elite,03_elite_b2,2685,2702,2702,False,True
r3k2r/pbppq1pp/np6/3P1p2/2P1n3/P4N2/1PQ1PP1P/R1B1KBR1 b Qkq - 0 12,24,e487,c7c6,-73,46,e7f6,0.0285,0.0099,0.0047,0.003,e8c8,e8c8,e8c8,a6c5,235.0,0.0285,-0.0255,True,elite,03_elite_b2,2453,2562,2562,False,True
r1bqk2r/pp1nppbp/2p3p1/3n2B1/3PP3/5N2/PP1N1PPP/R2QKB1R b KQkq - 0 8,16,e488,h7h6,-13,56,d5b6,0.0127,0.0069,0.0053,0.0053,d5f6,d5b6,d5b6,d5b6,109.0,0.0127,-0.0074,True,elite,03_elite_b2,2644,2581,2581,False,True
rn1qkb1r/pp3ppp/2p1pn2/5b2/8/1PN2N1P/PBPPQ1P1/R3KB1R b KQkq - 0 8,16,orph_67649,h7h5,96,15,f8e7,0.009,0.006,0.0045,0.0059,f8d6,f5c2,f5c2,f5c2,207.0,0.009,-0.0031,True,elite,03_elite_b2,2536,2477,2477,False,True
r1b1k2r/4bppp/pnn1p3/q2pP3/1ppP1P1P/1P2BN2/P1PQ2P1/1K1NRB1R b kq - 0 14,28,e496,c6a7,180,27,c6a7,0.0007,0.001,0.0012,0.0014,c4c3,c4c3,c4c3,c4c3,227.0,0.0014,0.0007,True,elite,03_elite_b2,2591,3028,3028,True,False
r1b1k2r/4bppp/pn2p3/qn1pP2P/1ppP1PP1/1P2BN2/P1PQ4/1K1NRB1R b kq - 0 16,32,e496,b6a4,250,40,b6a4,0.0035,0.003,0.0036,0.0053,c4c3,c4c3,c4c3,c4c3,222.0,0.0053,0.0018,True,elite,03_elite_b2,2591,3028,3028,True,False
6k1/5p2/Q3p1p1/3pP2p/p2P3P/6K1/1q2NPP1/2b5 b - - 0 30,60,e498,c1h6,483,79,a4a3,0.0209,0.0256,0.0276,0.0388,a4a3,a4a3,a4a3,a4a3,278.0,0.0388,0.0179,True,elite,03_elite_b2,2511,2456,2456,False,True
2r3k1/5pp1/p3p3/3nP2p/2qP3P/P3B1P1/2pQ1P2/2R3K1 b - - 1 28,56,e505,d5e7,313,51,c4b3,0.0195,0.0186,0.0158,0.0143,c4b3,c4b3,c4b3,c4b3,109.0,0.0195,-0.0052,True,elite,03_elite_b2,2334,2586,2586,False,True
r2r2k1/5p2/1pp1n1p1/p3P1Pp/PnPB1P1q/4P3/3R2QN/3R2K1 b - - 5 34,68,e506,b4a6,-79,22,c6c5,0.0057,0.0038,0.0026,0.0024,c6c5,c6c5,c6c5,c6c5,165.0,0.0057,-0.0033,True,elite,03_elite_b2,2646,2626,2626,False,True
r1bqkb1r/1p1n1ppp/p2ppn2/8/P1BNP3/2N5/1PP2PPP/R1BQ1RK1 b kq - 2 8,16,e510,d7c5,-58,13,d7c5,0.0375,0.0377,0.0364,0.0368,f8e7,f8e7,f8e7,f8e7,177.0,0.0377,-0.0007,True,elite,03_elite_b2,2594,2556,2556,True,False
r1bqk2r/1p2bppp/p2p4/2pPn3/2P5/8/PPB1QPPP/RNB1R1K1 b kq - 1 12,24,e512,f7f5,-44,51,e8g8,0.0021,0.0015,0.0017,0.0025,e8g8,e8g8,e8g8,e8g8,235.0,0.0025,0.0004,True,elite,03_elite_b2,2404,2529,2529,False,True
r4rk1/p3ppbp/1qb3p1/3pN3/3Pn3/2N4P/PP3PP1/R1BQ1RK1 b - - 1 14,28,e514,f8d8,57,20,g7e5,0.0257,0.0247,0.0266,0.0363,e4c3,e4c3,e4c3,c6b7,214.0,0.0363,0.0106,True,elite,03_elite_b2,2506,2440,2440,False,True
2r2rk1/pp2bppp/1nnp4/5q2/2PP4/1Q3NBP/P2N1PP1/1R2R1K1 b - - 0 20,40,e516,f5a5,-153,14,f8e8,0.0061,0.0049,0.0045,0.0046,c6a5,c6a5,e7f6,e7f6,121.0,0.0061,-0.0015,True,elite,03_elite_b2,2692,2453,2453,False,True
5k2/3q1p1p/pB1P1bp1/1p1Q4/8/7P/P4PP1/6K1 b - - 1 34,68,e516,h7h5,-87,6,f8g7,0.047,0.0365,0.034,0.0421,f8g7,f8g7,f8g7,f8e8,272.0,0.047,-0.0049,True,elite,03_elite_b2,2692,2453,2453,False,True
4r1k1/1p3pP1/3p3p/p2N2bn/P5R1/1BP2R2/KP5P/4r3 b - - 2 28,56,e517,e8e4,-147,20,e8e6,0.046,0.0348,0.0267,0.0259,h5g7,h5g7,h5g7,h5g7,310.0,0.046,-0.0201,True,elite,03_elite_b2,2506,2430,2430,False,True
5rk1/pp1rbppp/4q3/2p5/2P1p3/1PBnP2P/P1Q2PP1/1N1R1RK1 b - - 3 20,40,e519,f7f5,168,45,f8d8,0.015,0.0197,0.0255,0.0356,f8d8,f8d8,f8d8,f8d8,106.0,0.0356,0.0206,True,elite,03_elite_b2,2606,2598,2598,False,True
5rk1/1p1R1pp1/2p4p/p3q3/Pn1QP3/4P1PP/1P2N2K/8 b - - 3 32,64,e526,e5e8,19,18,e5e6,0.0424,0.0366,0.0281,0.0223,e5d4,e5d4,e5d4,e5e6,150.0,0.0424,-0.0201,True,elite,03_elite_b2,2651,2620,2620,False,True
6k1/1b1qnp2/p3p1p1/1p1pPnNp/3P3P/1P4PB/P3NP2/2Q3K1 b - - 0 26,52,e527,a6a5,-133,19,d7c6,0.0449,0.0287,0.0181,0.0139,e7c6,e7c6,e7c6,e7c6,179.0,0.0449,-0.031,True,elite,03_elite_b2,2531,2413,2413,False,True
8/1p6/2p2kp1/1n5p/2K1Pp1P/5r2/8/5R1R b - - 1 34,68,e528,b5a3,443,22,f3f1,0.0112,0.0055,0.0037,0.0033,f3f1,f3f1,f3f1,f3f1,406.0,0.0112,-0.0079,True,elite,03_elite_b2,2569,2648,2648,False,True
2r4k/1p2q1p1/5p1p/1RnQ4/2B5/4PP2/5PKP/8 b - - 1 34,68,e529,g7g6,-77,33,e7e5,0.0097,0.0071,0.006,0.0092,c5a4,c5a4,c5a4,c8d8,457.0,0.0097,-0.0005,True,elite,03_elite_b2,2524,2510,2510,False,True
2bq1rnk/2n1p1bp/pr1pP1p1/2pP1p2/2P2PP1/2N1B2P/RPQNB3/5RK1 b - - 0 22,44,e538,c8e6,-212,21,f5g4,0.0057,0.0033,0.0019,0.0011,f5g4,f5g4,f5g4,g8h6,126.0,0.0057,-0.0046,True,elite,03_elite_b2,2413,2588,2588,False,True
3q1rnk/1bn1p1bp/pr1pP1p1/2pP4/2P2PP1/2N1BB2/RPQN4/5RK1 b - - 2 24,48,e538,d8c8,-243,73,d8b8,0.0125,0.0122,0.013,0.0115,g8f6,g8f6,g8f6,c7e8,141.0,0.013,-0.001,True,elite,03_elite_b2,2413,2588,2588,False,True
r1br1bk1/2q2p1p/p2pp1p1/1pn1P1P1/3R4/1BN1B2Q/PPP2P1P/2K3R1 b - - 3 18,36,orph_68233,d6d5,2,2,d6d5,0.0393,0.0304,0.0271,0.0415,c5b3,c5b3,c5b3,c5b3,193.0,0.0415,0.0022,True,elite,03_elite_b2,2539,2551,2551,True,False
