fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core
r2qkbnr/5ppp/p3p3/2ppPbB1/3P4/5N2/PP3PPP/RN1Q1RK1 b kq - 1 10,20,UnzAXqts,d8d7,9,23,f8e7,0.0076,0.0046,0.0033,0.0026,f8e7,f8e7,d8b6,d8b6,185.0,0.0076,-0.005,True,club,03_disagreements_b3,1863,1910,1910,False,True
r2r2k1/ppp2pp1/2b1pq1p/4n3/8/2P2P2/PPB1QNPP/2KR3R b - - 12 16,32,A6jaJnkd,e5f3,315,75,e5g6,0.0072,0.0061,0.0059,0.005,d8d1,d8d1,d8d1,a7a6,116.0,0.0072,-0.0022,True,club,03_disagreements_b3,2066,2096,2096,False,True
8/8/p1k2pp1/1p2p1b1/8/1Q6/PP1q2PP/3R3K b - - 1 32,64,ECtcZRcy,d2d1,-600,26,d2e3,0.0166,0.0135,0.0106,0.0075,d2e2,d2e2,d2e2,d2e2,1395.0,0.0166,-0.0091,True,club,03_disagreements_b3,2047,2057,2057,False,True
r1bqkb1r/1p1n1ppp/p3pn2/3p4/3P1B2/4PN2/PP1N1PPP/2RQKB1R b Kkq - 2 8,16,rbwEzuUX,d7b8,-112,23,d8a5,0.0016,0.0012,0.0008,0.0007,f8b4,b7b5,b7b5,b7b5,123.0,0.0016,-0.0009,True,club,03_disagreements_b3,1990,1910,1910,False,True
r4rk1/p3npb1/1p2b2p/4p1BQ/8/2P4P/P1B2PPN/R5K1 b - - 0 20,40,dA6N83WP,e5e4,-564,8,e7f5,0.0077,0.004,0.0021,0.0011,h6g5,h6g5,h6g5,h6g5,1435.0,0.0077,-0.0066,True,club,03_disagreements_b3,2195,2126,2126,False,True
r6r/1p1b1pk1/5b2/p1BBqPp1/3P2P1/5Q2/PP4K1/2R4R b - - 0 28,56,hGtTtF92,e5d5,-216,87,e5f4,0.0058,0.0043,0.0032,0.0024,e5f4,e5f4,e5f4,e5f4,108.0,0.0058,-0.0034,True,club,03_disagreements_b3,2100,2077,2077,False,True
r2qr1k1/ppp2pb1/2np2p1/4P2p/5BnP/2PBP3/PPQN1PP1/R3K2R b KQ - 0 12,24,Lab9L6FS,d6d5,-15,2,d6e5,0.0004,0.0002,0.0001,0.0001,d6e5,d6e5,d6e5,d6e5,168.0,0.0004,-0.0003,True,club,03_disagreements_b3,1821,1805,1805,False,True
r3rk2/ppp2p1B/2n2q2/4p2R/6n1/2P1PN2/PPQ2PP1/R3K3 b Q - 0 18,36,Lab9L6FS,f6g7,-267,7,e5e4,0.0352,0.0273,0.0226,0.0265,e5e4,f8e7,f8e7,f8e7,129.0,0.0352,-0.0087,True,club,03_disagreements_b3,1821,1805,1805,False,True
r6k/2q1b1p1/2p1b2p/pp2pr2/8/1P2B2P/1PP1NPPQ/R2R2K1 b - - 1 22,44,H6HWMMSz,f5f6,62,13,e7g5,0.0129,0.0121,0.0073,0.0045,a8f8,a8f8,a8f8,a8f8,107.0,0.0129,-0.0084,True,club,03_disagreements_b3,1839,1846,1846,False,True
2r3k1/5pp1/pq2p2p/1p1pN2N/2r5/P2Q4/1P3PPP/R4RK1 b - - 4 22,44,7IRQIush,b6d8,-553,47,c4c2,0.0021,0.0017,0.0013,0.0009,c4d4,c4d4,c4d4,c4d4,232.0,0.0021,-0.0012,True,club,03_disagreements_b3,1970,1968,1968,False,True
r3k2r/pbqp1pp1/2p2n1p/1pb5/3pP2B/1BPP4/PP3PPP/RN1QR1K1 b kq - 1 12,24,Tv16cpIe,c7f4,-123,64,g7g5,0.0403,0.0327,0.0284,0.0324,e8c8,e8c8,e8c8,e8c8,150.0,0.0403,-0.0079,True,club,03_disagreements_b3,1995,1980,1980,False,True
3rn1k1/ppb1rppp/6n1/2N1Pq2/2Pp1P2/PP1P3P/6BK/R1BQ1R2 b - - 1 22,44,zkmmA79o,e7e5,-134,36,c7e5,0.002,0.0013,0.001,0.0011,b7b6,b7b6,b7b6,b7b6,133.0,0.002,-0.0009,True,club,03_disagreements_b3,1899,1907,1907,False,True
r3k1nr/p1qbppbp/2p3p1/3pP3/3B4/2NQ1N2/PPP2PPP/R4RK1 b kq - 3 12,24,oT52pxfa,d7g4,-108,2,e7e6,0.0412,0.0376,0.0267,0.0139,d7f5,d7f5,d7f5,e7e6,111.0,0.0412,-0.0273,True,club,03_disagreements_b3,2067,2027,2027,False,True
8/pp2r1k1/5pBp/3Kp2P/P1P3P1/1P3P2/8/8 b - - 0 32,64,ULXMZXra,e5e4,-184,52,g7f8,0.021,0.0117,0.0078,0.0071,e7d7,e7d7,e7d7,e7d7,227.0,0.021,-0.0139,True,club,03_disagreements_b3,1941,1925,1925,False,True
2kr2r1/p7/8/3n4/2Nb1p2/P5P1/1P3PK1/1RBR4 b - - 1 26,52,bf0IWXwd,d4f6,-222,47,d4f2,0.0482,0.041,0.0329,0.0355,f4g3,f4g3,f4g3,f4g3,153.0,0.0482,-0.0127,True,club,03_disagreements_b3,2083,2008,2008,False,True
2kr2r1/p7/8/3n4/2N5/P5p1/1P4K1/1RBR4 b - - 1 28,56,bf0IWXwd,g8g7,-365,1,d8f8,0.0187,0.0229,0.027,0.0295,d5f4,d5f4,d5f4,d5f4,251.0,0.0295,0.0108,True,club,03_disagreements_b3,2083,2008,2008,False,True
r1b1kbr1/ppppq1pp/8/4P3/4pB2/8/PPP2PPP/RN1QK2R b KQq - 1 8,16,2RoDajIo,e7f7,-13,42,g7g6,0.0152,0.0181,0.0265,0.0403,g7g5,g7g5,g7g5,g7g5,111.0,0.0403,0.0251,True,club,03_disagreements_b3,1935,1906,1906,False,True
2r1rn1k/1b3p1p/p4Ppq/3NpP2/4P1Q1/1PN3RP/P5BK/3R4 b - - 4 28,56,NxY5Apnf,a6a5,-504,24,c8c5,0.0291,0.0219,0.0165,0.0141,f8d7,f8d7,f8d7,f8d7,155.0,0.0291,-0.015,True,club,03_disagreements_b3,2039,2139,2139,False,True
r1b2rk1/p2n1ppp/2p2n2/R3p2q/1PNPP3/6PP/2QN1PB1/1R4K1 b - - 1 18,36,DstXnlRY,f6e8,-398,6,f8e8,0.0059,0.0065,0.0064,0.0056,e5d4,e5d4,e5d4,e5d4,150.0,0.0065,-0.0003,True,club,03_disagreements_b3,2051,2042,2042,False,True
r4rk1/ppq2ppp/2pb1nn1/4pb2/4PP2/1P4PP/PBPNN1BK/R2Q1R2 b - - 0 14,28,u1b5epNj,f5g4,-221,55,f5c8,0.0097,0.0079,0.0066,0.0052,f5e6,f5d7,f5d7,f5d7,101.0,0.0097,-0.0045,True,club,03_disagreements_b3,1998,1991,1991,False,True
2Rq1rk1/1b2bppp/p3pn2/1p1pn1B1/1N1P4/P2BP3/1P2QPPP/5RK1 b - - 0 16,32,OTdlnbr2,e5f3,-74,361,b7c8,0.0007,0.0032,0.0115,0.0269,d8c8,d8c8,d8c8,d8c8,332.0,0.0269,0.0262,True,club,03_disagreements_b3,1962,2040,2040,False,True
5rk1/3b1ppn/pb2p2p/1p1pP3/5PP1/P2BP3/1P2Q2P/2R4K b - - 0 24,48,OTdlnbr2,b5b4,-426,3,f7f6,0.0041,0.0022,0.0013,0.0009,f8c8,f7f6,f8c8,f8c8,113.0,0.0041,-0.0032,True,club,03_disagreements_b3,1962,2040,2040,False,True
r4k2/pp3Bp1/1qnb1p2/3pP2Q/3P3B/2P2N2/PP3PKP/R4R2 b - - 0 22,44,6UB8e4nA,b6a5,-1071,10,f8e7,0.0006,0.0003,0.0002,0.0002,f6e5,f6e5,f6e5,f6e5,927.0,0.0006,-0.0004,True,club,03_disagreements_b3,1818,1850,1850,False,True
k2n4/pp1Q4/5q2/3B4/3P4/2P5/PP3PKP/R7 b - - 1 34,68,6UB8e4nA,a8b8,-794,6,f6b6,0.0138,0.0096,0.0116,0.0262,f6g5,f6g5,f6g5,f6g5,189.0,0.0262,0.0124,True,club,03_disagreements_b3,1818,1850,1850,False,True
r2q1rk1/pp2ppbp/5np1/2pP4/1nP5/2N1PN2/PB1Q1PPP/R3K2R b KQ - 2 12,24,Vapmqykp,b7b5,67,130,f6e4,0.0214,0.0198,0.016,0.0162,e7e6,e7e6,e7e6,e7e6,202.0,0.0214,-0.0052,True,club,03_disagreements_b3,2152,2075,2075,False,True
r4rk1/2q1ppbp/n5p1/N2P4/2P5/P3PN2/3Q1PPP/1R2K2R b K - 0 18,36,Vapmqykp,a6b8,-132,116,a6c5,0.0174,0.0103,0.0052,0.0032,a6c5,a6c5,a6c5,a6c5,106.0,0.0174,-0.0142,True,club,03_disagreements_b3,2152,2075,2075,False,True
r1b2k1r/ppp1q1p1/3b1nQp/8/3pp3/1B6/PPPN1PPP/R1B2RK1 b - - 3 14,28,gyrHDKUq,c8g4,120,20,c8e6,0.0107,0.0113,0.0124,0.0159,c8e6,c8e6,c8e6,c8e6,132.0,0.0159,0.0052,True,club,03_disagreements_b3,1838,1853,1853,False,True
r1b2rk1/ppp2npp/5q2/3Q4/2B5/5N2/PPP2PPP/2KR3R b - - 2 14,28,pYit6NW9,g8h8,-203,51,c7c6,0.0287,0.0466,0.0432,0.0221,c8e6,c7c6,c7c6,c7c6,124.0,0.0466,-0.0066,True,club,03_disagreements_b3,1966,1917,1917,False,True
r4rk1/p4n1p/3R1p2/1ppB4/8/5P2/PPP2P1P/2K4R b - - 1 20,40,pYit6NW9,f8d8,-159,206,a8d8,0.0334,0.0192,0.0156,0.0125,a8d8,a8d8,a8d8,a8d8,277.0,0.0334,-0.0209,True,club,03_disagreements_b3,1966,1917,1917,False,True
rn3r2/pp3ppk/2p1b1q1/3pP1p1/3PN3/6P1/PP1Q2BP/4RRK1 b - - 5 18,36,6dx2YzbI,g5g4,-100,53,h7g8,0.0143,0.0118,0.0103,0.0087,d5e4,d5e4,d5e4,d5e4,359.0,0.0143,-0.0056,True,club,03_disagreements_b3,1968,1822,1822,False,True
8/3k2p1/5p1p/3N4/PPP5/3bB2P/5KP1/8 b - - 6 32,64,hBamzBmi,g7g5,-677,6,d7d6,0.0016,0.0008,0.0005,0.0005,d3c4,d3c4,d3c4,d3c4,169.0,0.0016,-0.0011,True,club,03_disagreements_b3,1820,1845,1845,False,True
r5k1/2q1rppb/p3p3/2p1P1pP/3p1P2/8/PPPQN3/R3K1R1 b Q - 1 24,48,HTi817Z2,d4d3,179,0,g5f4,0.0188,0.0148,0.0128,0.0121,g5f4,g5f4,g5f4,g5f4,190.0,0.0188,-0.0067,True,club,03_disagreements_b3,1991,1941,1941,False,True
1k5r/1p6/p2p4/N1p1p3/4PbR1/2P5/PP3P1p/3B3K b - - 0 30,60,9KiaX4LM,h8h7,-345,12,f4c1,0.0157,0.0183,0.0224,0.0275,b7b6,b7b6,b8c7,b8c7,239.0,0.0275,0.0118,True,club,03_disagreements_b3,1873,1865,1865,False,True
5rk1/2qb1ppp/4p3/p2pP3/P1pQ1P2/1rP4P/4B1PK/R2R4 b - - 4 22,44,CtMjH6u7,d7c6,195,16,b3b2,0.0205,0.0183,0.0153,0.0115,b3b2,f8b8,f8b8,f8b8,123.0,0.0205,-0.009,True,club,03_disagreements_b3,1832,1869,1869,False,True
r3k2r/pp2pp2/1qnp1bpp/2p2P1n/4P3/PB1PB2P/1PPN1QP1/R3K2R b KQkq - 0 16,32,dhDL1PGg,c6a5,-137,9,f6b2,0.031,0.0237,0.0203,0.0162,f6b2,f6b2,f6b2,f6b2,190.0,0.031,-0.0148,True,club,03_disagreements_b3,1819,1800,1800,False,True
4q3/5pk1/1Q4p1/3B3r/4P1Rb/2P5/PP6/6K1 b - - 0 34,68,8SPaEGUU,e8c8,41,40,e8e5,0.0138,0.0118,0.0117,0.0118,e8e5,e8e5,e8e5,e8e5,194.0,0.0138,-0.002,True,club,03_disagreements_b3,1973,2079,2079,False,True
r1bq1rk1/p1p1bppp/2p5/3pP3/3N2n1/8/PPP2PPP/RNBQR1K1 b - - 0 10,20,sGZxU89a,e7b4,135,13,e7c5,0.0203,0.0078,0.0032,0.0013,e7c5,e7c5,c6c5,c6c5,374.0,0.0203,-0.019,True,club,03_disagreements_b3,2104,2131,2131,False,True
4r1k1/2q1rppp/ppp1n2P/4P3/3P4/4B1P1/1P4QK/2R1R3 b - - 0 32,64,ZITGHicj,e7d7,-27,15,c6c5,0.0058,0.0065,0.0113,0.0175,g7g6,g7g6,g7g6,g7g6,207.0,0.0175,0.0117,True,club,03_disagreements_b3,2091,2083,2083,False,True
r1b2rk1/2b2ppp/1pn1p3/pP2P3/N1Pp2q1/P4N2/1B2QPPP/2R1R1K1 b - - 0 18,36,VeGsJy34,c8b7,-165,100,c6e7,0.0074,0.006,0.0059,0.0056,c6e7,c6e7,c6e7,c6e7,123.0,0.0074,-0.0018,True,club,03_disagreements_b3,1956,1992,1992,False,True
7q/1r2k3/pNpp1p2/P1n1p1p1/1QP1P1P1/3PPK2/6P1/1R6 b - - 9 34,68,jDtgqSR5,f6f5,0,51,h8h7,0.0049,0.0026,0.0019,0.0024,c5d3,c5d3,h8b8,h8b8,409.0,0.0049,-0.0025,True,club,03_disagreements_b3,1914,1975,1975,False,True
3r2k1/1p3ppp/p4n2/2q1bN2/P2P4/1B1Q1P2/5PKP/4R3 b - - 1 26,52,tM8LaW1q,g7g6,-65,36,c5c7,0.0096,0.0077,0.0068,0.0095,e5d4,e5d4,e5d4,e5d4,280.0,0.0096,-0.0001,True,club,03_disagreements_b3,2275,2374,2374,False,True
1b4k1/4rppp/8/1BPQ4/1P1p1qP1/7P/P4P2/3R1K2 b - - 12 32,64,91kxJDbM,f4c7,-578,51,b8c7,0.0186,0.0171,0.0152,0.0162,f4h2,f4h2,f4h2,f4h2,1420.0,0.0186,-0.0024,True,club,03_disagreements_b3,1888,1887,1887,False,True
r4n2/2p3kp/5q2/p2P1pp1/2P2p2/1N3Q2/P5PP/4R2K b - - 0 34,68,cTN27tsz,a8b8,32,21,a8a6,0.0105,0.0081,0.0073,0.0079,a5a4,f8g6,f8g6,f8g6,204.0,0.0105,-0.0026,True,club,03_disagreements_b3,1995,1916,1916,False,True
r4rk1/pb3ppp/4pb2/1p2P3/2p5/2P3B1/PPB2PPP/R2R2K1 b - - 0 16,32,uDW4sj8D,f6d8,13,26,f6g5,0.0165,0.0157,0.015,0.0142,f6g5,f6g5,f6g5,f6e7,448.0,0.0165,-0.0023,True,club,03_disagreements_b3,1991,1891,1891,False,True
2r3k1/p2R1p1p/1b2pP2/1p1b4/2p5/2P5/PPB1KBPP/8 b - - 0 26,52,uDW4sj8D,d5c6,-52,9,b6d8,0.0238,0.0201,0.019,0.0214,b6f2,b6f2,b6f2,b6f2,252.0,0.0238,-0.0024,True,club,03_disagreements_b3,1991,1891,1891,False,True
rnq1k2r/pp3pp1/2pb1n1p/3pN3/3P1B2/1Q1B1P2/PP4PP/2R2RK1 b kq - 4 14,28,OfgFAwxA,c8c7,-64,187,e8g8,0.042,0.0413,0.0295,0.0187,e8g8,e8g8,e8g8,e8g8,219.0,0.042,-0.0233,True,club,03_disagreements_b3,1919,1905,1905,False,True
8/n1qb1kp1/4p1n1/p2PPp2/1p1P1P2/bB3NP1/3NQB2/7K b - - 0 28,56,RpOW1SKs,f7f8,-350,25,c7c1,0.0006,0.0008,0.001,0.0011,d7b5,d7b5,d7b5,d7b5,201.0,0.0011,0.0005,True,club,03_disagreements_b3,1870,1870,1870,False,True
rb2k3/pp3pp1/8/2QPp3/2N3Bn/2PP4/PP4r1/R1B2KNq b q - 0 20,40,bIugwcs0,b8d6,-205,43,b8c7,0.0003,0.0004,0.0004,0.0006,g2g4,g2g4,g2g4,g2g4,335.0,0.0006,0.0003,True,club,03_disagreements_b3,2463,2308,2308,False,True
3qk2r/4bppp/3p1n2/4p3/rpb1P1PP/1P2BP2/P1PQ4/1KNR3R b k - 0 18,36,mKdaogKW,f6d7,38,3,d6d5,0.0005,0.0004,0.0004,0.0006,c4b3,c4b3,c4b3,c4b3,314.0,0.0006,0.0001,True,club,03_disagreements_b3,1912,1921,1921,False,True
5r1r/ppR4p/4k1p1/2p1N3/n7/6B1/P4PPP/1R4K1 b - - 0 30,60,lnCLAYPy,f8c8,-539,62,a4b6,0.0193,0.0202,0.0202,0.0205,a4c3,a4c3,a4c3,a4c3,150.0,0.0205,0.0012,True,club,03_disagreements_b3,1934,1898,1898,False,True
3r1r2/1pq2pk1/2pp2p1/pP1PpB2/P1Pb2QR/2n3P1/1K4P1/5R2 b - - 1 32,64,butFmuc3,c3e4,542,44,c6d5,0.0432,0.0476,0.044,0.045,c3a4,c3a4,c3a4,c3a4,134.0,0.0476,0.0018,True,club,03_disagreements_b3,1919,2073,2073,False,True
r4rk1/pp1b1ppp/1qn1p3/3pP3/PbnP4/2N2NPB/1P2RP1P/2BQ1RK1 b - - 12 14,28,NkOA3BIj,f8d8,6,3,f7f5,0.0019,0.0016,0.0015,0.0023,b4c3,c6a5,b4e7,a8c8,149.0,0.0023,0.0004,True,club,03_disagreements_b3,2292,1814,1814,False,True
4r1k1/1pb1qp1p/p1p3pr/2Pp1b2/1P3P1P/P2BP1P1/2QB2K1/4RR2 b - - 6 26,52,dibiqwTa,e7d7,37,11,f5d3,0.0292,0.0241,0.0206,0.0197,f5d3,f5d3,f5e4,f5e4,108.0,0.0292,-0.0095,True,club,03_disagreements_b3,2198,2133,2133,False,True
6k1/1pb2p2/p1p3pp/2Pp1r2/1P2rP1P/P1B1PKP1/8/4RR2 b - - 3 32,64,dibiqwTa,c7e5,-15,2,h6h5,0.0018,0.0015,0.0011,0.0011,h6h5,h6h5,h6h5,e4c4,145.0,0.0018,-0.0007,True,club,03_disagreements_b3,2198,2133,2133,False,True
2r5/pp2k3/4rqp1/3p3p/PP6/7Q/5PP1/3RRK2 b - - 3 28,56,y6YLUvHW,c8c4,14,14,e6e1,0.0403,0.0276,0.0227,0.02,e6e1,e6e1,e6e1,e6e1,119.0,0.0403,-0.0203,True,club,03_disagreements_b3,1814,1830,1830,False,True
3r4/ppk1n1pp/2b2p2/4pP2/4P3/2N2B1P/PP1r2P1/1R1R1K2 b - - 6 30,60,6SVzIdlp,d2d4,62,7,d2d1,0.01,0.0126,0.0146,0.0142,d2d1,d2d1,d2c2,e7c8,231.0,0.0146,0.0042,True,club,03_disagreements_b3,2209,2298,2298,False,True
r1b5/2q3kp/p1p2bp1/2Np4/3pP3/1P5P/P3Q1PN/5RK1 b - - 0 24,48,gPerkapZ,c7e7,136,68,d5e4,0.0219,0.0213,0.0261,0.0441,d5e4,d5e4,d5e4,d5e4,158.0,0.0441,0.0222,True,club,03_disagreements_b3,1805,1920,1920,False,True
r5k1/2q4p/p1p3p1/8/6Q1/1P5P/P5P1/5RK1 b - - 0 30,60,gPerkapZ,c7e5,-86,5,c7c8,0.0081,0.0118,0.0219,0.0404,a8f8,a8f8,a8f8,a8f8,133.0,0.0404,0.0323,True,club,03_disagreements_b3,1805,1920,1920,False,True
3r1rk1/ppp2ppp/2n5/4p3/2B2nPq/P1PP1Q2/1BP2PN1/R4RK1 b - - 8 18,36,aR2EzRTe,h4f6,-371,31,f4g2,0.0202,0.0184,0.0181,0.0177,f4h3,f4h3,f4h3,f4h3,113.0,0.0202,-0.0025,True,club,03_disagreements_b3,2130,2078,2078,False,True
r1bqk1n1/pppp1p1r/4pP2/5nPp/7P/2N2N2/PPP3B1/R2QK1R1 b Qq - 2 18,36,1lYFCRTU,g8f6,-300,87,c7c6,0.023,0.0262,0.0314,0.0235,f5e3,f5e3,f5e3,c7c6,161.0,0.0314,0.0005,True,club,03_disagreements_b3,1896,1828,1828,False,True
r2q3r/pp6/2p2nkp/6p1/3p4/1Q6/PPPN2PP/R4RK1 b - - 3 18,36,J0Db2Y3u,d4d3,-9,39,f6d5,0.0289,0.0124,0.0047,0.0024,b7b5,b7b5,b7b5,d8b6,988.0,0.0289,-0.0265,True,club,03_disagreements_b3,1838,1912,1912,False,True
r1b1kb2/pp3prp/1qn1pQ2/3pP3/3P4/2NB1N2/PP3PPP/R4RK1 b q - 2 14,28,OUrNyKCy,a7a6,-241,37,c6d4,0.002,0.004,0.0082,0.0182,c6d4,c6d4,c6d4,c6d4,132.0,0.0182,0.0162,True,club,03_disagreements_b3,2074,2164,2164,False,True
3r1rk1/p4p2/1p2pQ2/2p5/2P3q1/6P1/P6P/2R1R2K b - - 0 28,56,qjmGAk17,d8d3,153,16,d8d2,0.0231,0.0176,0.0159,0.0178,d8d2,d8d2,d8d2,d8d2,145.0,0.0231,-0.0053,True,club,03_disagreements_b3,1879,1865,1865,False,True
5rk1/p4p2/1p2pQ2/2p1R3/2P5/6PK/P2q3P/8 b - - 3 32,64,qjmGAk17,d2c2,-585,0,f8d8,0.0152,0.0138,0.0118,0.0103,d2a2,d2a2,d2d3,d2d3,131.0,0.0152,-0.0049,True,club,03_disagreements_b3,1879,1865,1865,False,True
2bR1rk1/p1Q2p1p/1p3np1/8/8/PB5P/1P3PP1/6K1 b - - 4 28,56,jPUiOpdX,c8d7,-756,65,c8e6,0.0093,0.0077,0.0071,0.0071,f8d8,f8d8,f8d8,f8d8,1242.0,0.0093,-0.0022,True,club,03_disagreements_b3,1902,1868,1868,False,True
rnbqk2r/1pp2ppp/p3p3/8/2BP4/1Qn2N2/P4PPP/R1B1R1K1 b kq - 1 10,20,ciWHUtp1,b7b5,-237,51,c3d5,0.0397,0.0294,0.0226,0.0102,c3d5,c3d5,c3d5,c3d5,305.0,0.0397,-0.0295,True,club,03_disagreements_b3,1814,1821,1821,False,True
r1bq1rk1/1pb2pp1/p1n1pn1p/2Pp4/3P4/3BBN1P/PP3PP1/RN1QR1K1 b - - 1 12,24,cS8bK1n8,f6e4,91,82,f8e8,0.0417,0.0383,0.0332,0.043,f8e8,f8e8,f8e8,f8e8,135.0,0.043,0.0013,True,club,03_disagreements_b3,2015,1979,1979,False,True
r3r2k/pp1bP1pp/3B4/q1p2p2/1n6/PQ2P3/1P1N1PPP/R3KB1R b KQ - 2 18,36,gzYSiBdW,f5f4,-520,31,d7a4,0.0072,0.0038,0.0027,0.0026,d7a4,d7a4,d7a4,d7a4,239.0,0.0072,-0.0046,True,club,03_disagreements_b3,2153,2104,2104,False,True
2kr3r/ppqn1pbp/P2p1np1/2p5/2P2P2/2NBBP2/1PQ4P/R3R1K1 b - - 0 16,32,oBMnGTGn,c8b8,-211,7,b7b6,0.0033,0.002,0.0013,0.0012,b7b6,b7b6,b7b6,b7b6,147.0,0.0033,-0.0021,True,club,03_disagreements_b3,1934,1929,1929,False,True
3r3r/2kn1pbp/Pp1p2p1/2p4n/QPP2P2/3BBP2/R6P/4R1K1 b - - 2 22,44,oBMnGTGn,f7f5,-584,78,h8e8,0.0107,0.0106,0.0137,0.0206,d8a8,d8a8,d8a8,d8a8,250.0,0.0206,0.0099,True,club,03_disagreements_b3,1934,1929,1929,False,True
r7/P1kn1p1p/1p1p2p1/2p5/QPPbBn2/5P2/R2K3P/2r5 b - - 1 28,56,oBMnGTGn,c1g1,-384,11,c1c3,0.0374,0.0379,0.0389,0.0406,c1c4,c1c4,c1c4,c1c4,207.0,0.0406,0.0032,True,club,03_disagreements_b3,1934,1929,1929,False,True
B7/P1kn1p1p/1p1p2p1/2p5/QnPb4/5P2/7P/3K4 b - - 1 34,68,oBMnGTGn,b6b5,-700,8,d7e5,0.0403,0.0372,0.0367,0.0411,d7e5,d7e5,d7e5,d7e5,460.0,0.0411,0.0008,True,club,03_disagreements_b3,1934,1929,1929,False,True
r1b1kb1r/ppp1pppp/8/8/3n1P2/2N5/PPP3PP/2KR1BNR b kq - 1 10,20,DvLgJKfo,e7e5,-26,36,c7c5,0.0199,0.0097,0.0053,0.0037,d4c6,d4c6,d4c6,d4c6,341.0,0.0199,-0.0162,True,club,03_disagreements_b3,1834,1837,1837,False,True
1k6/pp4p1/1n3p1p/5N1P/4N1P1/8/PPK2P2/5r2 b - - 7 32,64,aotNTzS6,b6d7,320,6,f1g1,0.0266,0.0283,0.0303,0.0373,b6d5,f1g1,f1g1,f1g1,145.0,0.0373,0.0107,True,club,03_disagreements_b3,2121,2242,2242,False,True
2r5/3k1r2/q1p1p1Q1/p2pP3/3P3p/1P2PN1P/P5PK/2R5 b - - 4 34,68,dqoQbvQ0,f7f3,-59,112,f7e7,0.0414,0.0302,0.0252,0.0221,c8f8,c8f8,c8f8,c8f8,139.0,0.0414,-0.0193,True,club,03_disagreements_b3,1870,1919,1919,False,True
r2q1k2/1p1np3/p2p2r1/2p3Np/2Pb1Pn1/2N5/PP4PP/R1BQ1R1K b - - 3 16,32,zhdHykTO,e7e6,-276,16,g4f2,0.0226,0.0158,0.0113,0.0097,g4f2,g4f2,g4f2,g4f2,209.0,0.0226,-0.0129,True,club,03_disagreements_b3,2152,2034,2034,False,True
2krr3/ppp2pBp/8/8/8/1P1B2bP/P1PP2b1/R2K2R1 b - - 1 18,36,EeuZCWFH,g3f2,497,486,g2f3,0.0126,0.0135,0.0168,0.0178,g2f3,g2f3,g2f3,g2f3,507.0,0.0178,0.0052,True,club,03_disagreements_b3,1901,1884,1884,False,True
3r3r/2qk1p2/1p2p1p1/pRb1P3/P1Pp1P1p/3BnQ1P/2PB2P1/4R2K b - - 3 24,48,e1,d7e8,14,124,d7e7,0.024,0.0258,0.0264,0.0246,e3f5,e3f5,e3f5,e3f5,138.0,0.0264,0.0006,True,elite,03_elite,2518,2571,2571,False,True
r3k2r/1pbnn1pp/p1p2p2/P3p3/2N1P3/3NB3/1PP1KPPP/R6R b kq - 0 14,28,e3,h7h5,-111,5,e8c8,0.0057,0.0051,0.0043,0.0049,e8g8,e8g8,e8g8,e8g8,113.0,0.0057,-0.0008,True,elite,03_elite,2616,2597,2597,False,True
rq3r2/3bppk1/p2p1np1/1pn3Qp/3NP3/1BN2P2/PPP3PP/1K1RR3 b - - 1 16,32,e4,e7e6,-34,83,b5b4,0.0101,0.0092,0.0087,0.0114,c5b3,c5b3,c5b3,a6a5,186.0,0.0114,0.0013,True,elite,03_elite,2568,2431,2431,False,True
r1bqk2r/1p2ppbp/p1np1np1/2p5/4P3/2PPB1PP/PP1Q1PB1/R2NK1NR b KQkq - 0 10,20,e5,a6a5,-52,4,e8g8,0.0021,0.0025,0.0024,0.0016,e8g8,e8g8,b7b5,b7b5,216.0,0.0025,-0.0005,True,elite,03_elite,2322,2504,2504,False,True
2kr3r/pp1bn1p1/4p1P1/3p1pBp/2q2N1P/b1NQ3B/2P1KP2/3RR3 b - - 3 22,44,e6,a3b4,-268,41,c4d3,0.043,0.0477,0.0492,0.0437,c4c5,c4c7,c4c7,c4c7,184.0,0.0492,0.0007,True,elite,03_elite,2696,2625,2625,False,True
2k4r/1ppq4/p1Rb2pp/Q2Pp3/4P2P/4Pr2/PP6/1KR5 b - - 1 26,52,e9,h8f8,469,22,b7c6,0.0142,0.0136,0.0168,0.0228,b7c6,b7c6,f3e3,f3e3,108.0,0.0228,0.0086,True,elite,03_elite,2440,2555,2555,False,True
r4rk1/1p2bpp1/p1n1b2p/qp1p3P/3P4/PQ3NB1/1P3PP1/1B2RK1R b - - 2 18,36,e11,a5a4,-91,182,f8e8,0.0424,0.0372,0.0322,0.0277,b5b4,e7f6,e7f6,e7f6,293.0,0.0424,-0.0147,True,elite,03_elite,2454,2537,2537,False,True
4r1k1/1p4p1/p6p/1p1pBB1P/3P1P2/b7/1q4PK/5Q1R b - - 0 28,56,e11,b2b3,-524,8,a3e7,0.03,0.0287,0.0256,0.0181,b5b4,b5b4,b5b4,b5b4,141.0,0.03,-0.0119,True,elite,03_elite,2454,2537,2537,False,True
