fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
3r1rk1/5p1p/pp2bq2/3B2p1/PP1Rp3/2P3Q1/5PP1/3R2K1 b - - 0 28,56,OhSvehBH,e6d5,0,19,e6d5,0.6745,0.729,0.7314,0.6486,e6d5,e6d5,e6d5,e6d5,0.0,0.7314,-0.0259,False
3r1rk1/5p2/pp1R1q1p/6p1/PP2p3/2P3Q1/5PP1/3R2K1 b - - 1 30,60,OhSvehBH,g8g7,1,1,d8d6,0.0003,0.0002,0.0001,0.0002,d8d6,d8d6,d8d6,d8d6,66.0,0.0003,-0.0001,False
5rk1/5pq1/pR5p/6p1/PP2p3/2P3Q1/5PP1/6K1 b - - 0 32,64,OhSvehBH,f8c8,-145,84,f8d8,0.1078,0.1362,0.1593,0.166,f7f5,f7f5,f7f5,f7f5,176.0,0.166,0.0582,False
3r2k1/5pq1/8/R5pp/PP2p3/2P3Q1/5PP1/6K1 b - - 1 34,68,OhSvehBH,f7f6,-137,122,f7f6,0.2192,0.3174,0.4457,0.5251,d8d1,d8d1,f7f6,f7f6,0.0,0.5251,0.3059,False
r2qk1nr/ppp2ppp/2n1p3/b3Pb2/2Bp1B2/P2P1N2/1PPN1PPP/R2QK2R b KQkq - 2 8,16,NwkFUCyV,h7h6,-38,8,f5g4,0.0659,0.0794,0.0905,0.1315,g8e7,g8e7,g8e7,g8e7,34.0,0.1315,0.0656,False
r2qk2r/ppp1nppp/2n1p3/b3P3/2Bp1Bb1/P2P1N2/1PPN1PPP/R2QR1K1 b kq - 6 10,20,NwkFUCyV,e7g6,39,31,e8g8,0.1376,0.1672,0.1784,0.1726,e8g8,e8g8,e8g8,a5d2,26.0,0.1784,0.035,False
r2q1rk1/ppp1nppp/1bn1p3/4P3/1PBp1Bb1/P2P1N1P/2PN1PP1/R2QR1K1 b - - 0 12,24,NwkFUCyV,g4f3,-91,116,g4h5,0.2992,0.2124,0.1183,0.0969,g4h5,g4h5,g4h5,g4h5,132.0,0.2992,-0.2023,False
r2q1rk1/ppp1nppp/1bn1p1b1/4P3/1PBp1BPP/P2P1N2/2PN1P2/R2QR1K1 b - - 0 14,28,NwkFUCyV,h7h6,-230,7,h7h5,0.3913,0.5183,0.5527,0.4337,h7h6,h7h6,h7h6,h7h6,0.0,0.5527,0.0424,False
r2q1rk1/ppp2pp1/1bn1p1b1/4PnPp/1PBp3P/P2P1NB1/2PN1P2/R2QR1K1 b - - 2 16,32,NwkFUCyV,c6e7,105,3,f5g3,0.0357,0.0487,0.0834,0.1603,f5g3,f5g3,f5g3,f5g3,39.0,0.1603,0.1246,False
r2q1rk1/ppp1npp1/1b2p1b1/4P1Pp/1PBp3P/P2P1NP1/2PNQ3/R3R1K1 b - - 2 18,36,NwkFUCyV,a7a5,100,1,e7f5,0.0242,0.0147,0.0098,0.0173,e7f5,e7f5,e7f5,e7f5,-4.0,0.0242,-0.0069,False
r2q1rk1/ppp2pp1/1b2p1b1/4P1Pp/1PBp3P/P2PnNP1/2P1Q2K/R3RN2 b - - 6 20,40,NwkFUCyV,e3c4,128,95,e3g4,0.1111,0.1287,0.1382,0.1827,e3f1,e3g4,e3g4,e3g4,104.0,0.1827,0.0716,False
r2q1rk1/ppp2pp1/1b2p3/4PbPp/1PBp2nP/P2P1NP1/2P1Q1K1/R3RN2 b - - 10 22,44,NwkFUCyV,c7c6,64,1,a7a5,0.1061,0.1125,0.1245,0.1234,c7c5,c7c5,c7c5,c7c5,41.0,0.1245,0.0173,False
r2q1rk1/1p3pp1/1bP1p3/p3PbPp/2Bp2nP/P2P1NP1/2P1Q1K1/R3RN2 b - - 0 24,48,NwkFUCyV,b7c6,110,15,b7c6,0.9786,0.9868,0.9911,0.993,b7c6,b7c6,b7c6,b7c6,0.0,0.993,0.0144,False
r2q1rk1/2b2pp1/2p1p3/p3PbPp/2Bp2NP/P2P2P1/2P1Q1K1/R3RN2 b - - 0 26,52,NwkFUCyV,f5g4,-35,141,f5g4,0.8458,0.8804,0.8804,0.8699,f5g4,f5g4,f5g4,f5g4,0.0,0.8804,0.0241,False
1r1q1rk1/2b2pp1/2p1p3/p3P1Pp/2Bp2bP/P2P2P1/2PQ2KN/R3R3 b - - 3 28,56,NwkFUCyV,g4f5,-29,149,g4f5,0.5376,0.6404,0.7112,0.7712,g4f5,g4f5,g4f5,g4f5,0.0,0.7712,0.2336,False
1r1q1rk1/2b2pp1/2p1p1b1/p3P1Pp/2Bp3P/P2P2P1/2P1Q1KN/1R2R3 b - - 7 30,60,NwkFUCyV,d8e7,57,8,b8b1,0.0817,0.1598,0.3566,0.5959,b8b1,b8b1,d8e7,d8e7,0.0,0.5959,0.5142,False
5rk1/2b1qpp1/2p1p1b1/p3P1Pp/2Bp3P/P2P2P1/2P1Q1KN/R7 b - - 2 32,64,NwkFUCyV,a5a4,116,1,f8b8,0.0529,0.0322,0.0219,0.0196,e7c5,e7c5,e7c5,e7c5,-6.0,0.0529,-0.0333,False
6k1/2b1qpp1/2p1p1b1/p3P1Pp/2BN3P/P2P2P1/1rP1Q1K1/R7 b - - 0 34,68,NwkFUCyV,c7b6,209,40,e7c5,0.0392,0.0325,0.0225,0.0156,e7c5,e7c5,e7c5,e7c5,153.0,0.0392,-0.0236,True
r2qk2r/pp1nppbp/3p1np1/2pP4/4PPb1/2N2N2/PPP1B1PP/R1BQ1RK1 b kq - 5 8,16,WOW7zUwC,e8g8,-119,38,e8g8,0.5825,0.572,0.5831,0.6243,e8g8,e8g8,e8g8,e8g8,0.0,0.6243,0.0418,False
r2q1rk1/1p1nppbp/p2p1np1/2pP2N1/4PPb1/2N5/PPP1B1PP/1RBQ1RK1 b - - 1 10,20,WOW7zUwC,g4e2,-61,33,g4e2,0.8478,0.9478,0.9785,0.987,g4e2,g4e2,g4e2,g4e2,0.0,0.987,0.1392,False
r2q1rk1/1p1nppb1/p2p1npp/2pP4/4PP2/2N2N2/PPP1Q1PP/1RB2RK1 b - - 1 12,24,WOW7zUwC,b7b5,-71,20,b7b5,0.4191,0.49,0.5992,0.7533,b7b5,b7b5,b7b5,b7b5,0.0,0.7533,0.3342,False
r2q1rk1/4ppb1/pn1p1npp/1ppP4/4PP2/P1N2N2/1PP1Q1PP/1RBR2K1 b - - 2 14,28,WOW7zUwC,b5b4,61,15,d8c7,0.1094,0.1032,0.0984,0.092,b6c4,b6c4,b6c4,d8c7,120.0,0.1094,-0.0174,False
r3nrk1/2q1ppb1/pn1pP1pp/1ppP4/5P2/P1N2N2/1PP1Q1PP/1RBR2K1 b - - 0 16,32,WOW7zUwC,f7f5,-30,31,f7f5,0.1414,0.1931,0.2804,0.3852,f7e6,f7e6,f7f5,f7f5,0.0,0.3852,0.2438,False
r3nrk1/2q1p3/pn1pP1pp/1ppP1p2/1P3P2/P1b2N2/1BP1Q1PP/1R1R2K1 b - - 1 18,36,WOW7zUwC,c3b2,420,4,c3b2,0.5156,0.5473,0.6039,0.6664,c3b2,c3b2,c3b2,c3b2,0.0,0.6664,0.1508,False
r3nrk1/2q1p3/pn1pP1pp/1p1P1p2/1Pp2P2/P1P2N2/1R2Q1PP/3R2K1 b - - 0 20,40,WOW7zUwC,e8f6,387,1,e8f6,0.6973,0.7853,0.8532,0.8921,e8f6,e8f6,e8f6,e8f6,0.0,0.8921,0.1948,False
r4r2/2q1p1k1/pn1pPnpp/1p1P1p2/1Pp2P1N/P1P4P/1R2Q1P1/3R2K1 b - - 0 22,44,WOW7zUwC,b6d5,483,29,b6d5,0.498,0.5725,0.6346,0.667,b6d5,b6d5,b6d5,b6d5,0.0,0.667,0.169,False
r4r2/2q1p1k1/p2pP1pp/1p1n1p2/1Pp2P1N/P1P4P/1R1Q2P1/6K1 b - - 1 24,48,WOW7zUwC,c7a7,531,5,c7b6,0.0362,0.0396,0.0391,0.0405,d5f6,d5f6,d5f6,d5f6,2.0,0.0405,0.0043,False
r4r2/4p1k1/pq1pPnpp/1p3p2/1Pp2P1N/P1P4P/1R2Q1P1/7K b - - 5 26,52,WOW7zUwC,f6d5,553,9,b6c6,0.0814,0.0663,0.0481,0.0371,f6e4,f6e4,f6e4,f6e4,5.0,0.0814,-0.0443,False
r4r2/4p1k1/p2pPnpp/1p3p2/1Pp1QP1N/P1P4P/1R4PK/8 b - - 0 28,56,WOW7zUwC,f6e4,690,100,f6e4,0.7828,0.8236,0.8367,0.8379,f6e4,f6e4,f6e4,f6e4,0.0,0.8379,0.0551,False
r4r2/4p1k1/3pP1pp/pp3p2/1Pp1nP2/P1P2N1P/2R3PK/8 b - - 1 30,60,WOW7zUwC,h6h5,628,9,a5b4,0.0038,0.0018,0.0007,0.0004,a5b4,a5b4,a5b4,a5b4,4.0,0.0038,-0.0034,False
5r2/4p1k1/3pP1pp/1p3p2/1PpNnP2/r1P4P/2R3PK/8 b - - 2 32,64,WOW7zUwC,e4c3,645,39,a3c3,0.366,0.3487,0.3186,0.3084,a3c3,a3c3,a3c3,a3c3,-34.0,0.366,-0.0576,False
1r6/4p1k1/2NpP1pp/1p3p2/1Pp1nP2/2r4P/R5PK/8 b - - 3 34,68,WOW7zUwC,b8e8,666,158,b8b7,0.4129,0.4305,0.4263,0.4512,b8b7,b8b7,b8b7,b8b7,80.0,0.4512,0.0383,False
r2qk2r/ppp2ppp/3p1n2/2N1p3/2BnPPb1/3P1N2/PPP3PP/R1BQK2R b KQkq - 0 8,16,KMpOxqbl,d6c5,-86,7,d6c5,0.8588,0.852,0.8441,0.8048,d6c5,d6c5,d6c5,d6c5,0.0,0.8588,-0.054,False
r2qk2r/ppp2ppp/5n2/2p1P3/2BnP3/3P1P2/PPP4P/R1BQK2R b KQkq - 0 10,20,KMpOxqbl,f6d7,-91,60,f6h5,0.342,0.3532,0.3722,0.3994,f6h5,f6h5,f6h5,f6h5,55.0,0.3994,0.0574,False
r3k2r/ppp2ppp/8/2p1P2n/2BnP2q/2PP1P2/PP5P/R1BQ1K1R b kq - 2 12,24,KMpOxqbl,d4c6,85,95,h5g3,0.055,0.0677,0.0674,0.047,h5g3,h5g3,h5g3,h5g3,360.0,0.0677,-0.008,False
r3k2r/ppp2ppp/8/2p1P3/2BnP2q/2PP1P2/PP5P/R1BQ3K b kq - 0 14,28,KMpOxqbl,d4c6,23,81,d4c6,0.2695,0.3226,0.3109,0.2412,d4e6,d4e6,d4e6,d4e6,91.0,0.3226,-0.0283,False
2kr3r/ppp2ppp/2n5/2B1P3/2B1P2q/2PP1P2/PP5P/R2Q3K b - - 0 16,32,KMpOxqbl,c6e5,225,155,c6e5,0.7945,0.8723,0.9189,0.9522,c6e5,c6e5,c6e5,c6e5,0.0,0.9522,0.1577,False
2kr3r/ppp2ppp/8/2B5/2P1P2q/2P2P2/PP2Q2P/R6K b - - 0 18,36,KMpOxqbl,f7f5,283,29,b7b6,0.0283,0.0254,0.0211,0.0157,b7b6,b7b6,b7b6,b7b6,137.0,0.0283,-0.0126,True
2kr3r/p1p3pp/1p3p2/8/2PBP2q/2P2P2/PP2Q2P/6RK b - - 1 20,40,KMpOxqbl,c7c5,138,66,g7g6,0.3599,0.2472,0.1754,0.1671,c7c5,c7c5,h8g8,h8g8,83.0,0.3599,-0.1928,False
2kr3r/p1p4p/1p4p1/4Q3/2PB3q/2P2P2/PP5P/6RK b - - 0 22,44,KMpOxqbl,h8e8,474,81,h8e8,0.51,0.5777,0.635,0.6901,h8e8,h8e8,h8e8,h8e8,0.0,0.6901,0.1801,False
2krr3/p1p4p/1p4p1/8/2PB4/2P2PP1/PP6/6RK b - - 0 24,48,KMpOxqbl,c7c5,474,13,e8e2,0.4736,0.3863,0.3285,0.2739,c7c5,e8e2,e8e2,e8e2,25.0,0.4736,-0.1997,False
r2q1rk1/ppp2ppp/2npbn2/2bNp1B1/2B1P3/3P1N1P/PPP2PP1/R2QK2R b KQ - 4 8,16,VkOCPvGT,e6d5,-35,64,e6d5,0.5587,0.7568,0.8637,0.9366,e6d5,e6d5,e6d5,e6d5,0.0,0.9366,0.3779,False
r2q1rk1/ppp1nppp/3p1B2/2bBp3/4P3/3P1N1P/PPP2PP1/R2QK2R b KQ - 0 10,20,VkOCPvGT,g7f6,-109,308,g7f6,0.9518,0.9715,0.9824,0.9905,g7f6,g7f6,g7f6,g7f6,0.0,0.9905,0.0387,False
r2q1rk1/ppp1np1p/3p4/2b1pP2/8/1B1P1N1P/PPP2PP1/R2QK2R b KQ - 0 12,24,VkOCPvGT,e7f5,-40,133,e7f5,0.9953,0.9967,0.9956,0.9897,e7f5,e7f5,e7f5,e7f5,0.0,0.9967,-0.0056,False
r2q1rk1/ppp2p1p/3p4/2b1p3/7n/1B1P1N1P/PPPQ1PP1/2KR3R b - - 3 14,28,VkOCPvGT,h4f3,-17,59,a7a5,0.6346,0.6878,0.6665,0.6027,h4f3,h4f3,h4f3,h4f3,0.0,0.6878,-0.0319,False
r2q1rk1/1pp2p1p/3p4/2b1p3/p6n/P2P1N1P/BPPQ1PP1/2KR3R b - - 1 16,32,VkOCPvGT,h4f3,-14,48,b7b5,0.6194,0.6592,0.6197,0.5449,h4f3,h4f3,h4f3,h4f3,0.0,0.6592,-0.0745,False
r4rk1/2p1qp1p/3p4/1pb1p3/p2P3n/P1P2N1P/BP1Q1PP1/2KR3R b - - 0 18,36,VkOCPvGT,h4f3,-153,4,e5d4,0.48,0.5848,0.6281,0.6638,h4f3,h4f3,h4f3,h4f3,0.0,0.6638,0.1838,False
r4rk1/2p1qp1p/1b1p4/1p6/p2P3n/P4N1P/BP1Q1PP1/2KRR3 b - - 2 20,40,VkOCPvGT,h4f3,-42,41,e7f6,0.3095,0.2541,0.2356,0.1906,e7f6,e7f6,e7f6,e7f6,32.0,0.3095,-0.1189,False
r4rk1/5p1p/1b1p1q2/1pp3N1/p2P3n/P6P/1P1Q1PP1/1BKRR3 b - - 1 22,44,VkOCPvGT,b6a5,185,159,h7h6,0.0644,0.0463,0.0249,0.0154,c5d4,h4g6,h4g6,h4g6,191.0,0.0644,-0.049,False
r4rk1/5pqN/1b1p3p/1pp5/p2P3n/P3R2P/1P1Q1PP1/1BKR4 b - - 3 24,48,VkOCPvGT,c5d4,173,45,c5d4,0.365,0.387,0.3985,0.389,c5d4,c5d4,c5d4,c5d4,0.0,0.3985,0.024,False
r4Nk1/5pq1/1b1p2np/1p6/p2p4/P5RP/1P1Q1PP1/1BKR4 b - - 0 26,52,VkOCPvGT,a8f8,-344,76,a8c8,0.4273,0.45,0.4098,0.3832,a8f8,a8f8,a8f8,a8f8,0.0,0.45,-0.0441,False
2r2k2/5pq1/1b1p2np/1p6/p2p4/P5RP/1PBQ1PP1/1K1R4 b - - 1 28,56,VkOCPvGT,f8g8,-426,4,g7e5,0.0187,0.0184,0.0169,0.0188,g7f6,g7f6,g7f6,g7f6,81.0,0.0188,0.0001,False
2r5/4kp2/1b1p2n1/1p2q1Q1/p2p4/P5RP/1PB2PP1/1K1R4 b - - 2 30,60,VkOCPvGT,e5g5,-412,21,e5g5,0.4318,0.5548,0.6267,0.6669,e5g5,e5g5,e5g5,e5g5,0.0,0.6669,0.2351,False
2r5/5p2/1b1p1kn1/1R6/p2p4/P6P/1PB2PP1/1K1R4 b - - 0 32,64,VkOCPvGT,b6c5,-507,7,b6c5,0.4012,0.5227,0.6341,0.692,b6c5,b6c5,b6c5,b6c5,0.0,0.692,0.2908,False
2r5/5p2/3p1k2/1Rb1n3/p2pB3/P5PP/1P3P2/1K1R4 b - - 2 34,68,VkOCPvGT,c8g8,-418,15,e5c4,0.0067,0.0069,0.0066,0.0068,e5c4,e5c4,e5c4,e5c4,16.0,0.0069,0.0001,False
r1bq3r/pp1p1kbp/2n1pnp1/8/4P3/2P1QP2/PP1P2PP/RNB1K1NR b KQ - 0 8,16,OKWCceUM,d7d5,405,42,h8f8,0.2098,0.146,0.1459,0.2963,h8e8,h8f8,h8f8,h8f8,59.0,0.2963,0.0865,False
r1bq1rk1/pp1p2bp/2n1pnp1/7P/4P3/2P1QP2/PP1P2P1/RNB1K1NR b KQ - 0 10,20,OKWCceUM,f6h5,415,15,f6h5,0.7515,0.8583,0.9261,0.9403,f6h5,f6h5,f6h5,f6h5,0.0,0.9403,0.1888,False
r1bq1rk1/pp1p2bp/2n1p3/7p/3PP3/2P1QP2/PP4P1/RNB1K1N1 b Q - 0 12,24,OKWCceUM,b7b5,512,5,d7d5,0.0341,0.0189,0.009,0.0054,d8h4,d8h4,d8h4,d8h4,-3.0,0.0341,-0.0287,False
r1b2rk1/pp4bp/2n1p3/3pP2p/3P3q/2P1QP2/PP4P1/RNBK2N1 b - - 2 14,28,OKWCceUM,h4h2,518,22,h4h2,0.11,0.0878,0.058,0.0391,h4h1,h4h1,h4h1,h4h1,82.0,0.11,-0.0709,False
r4rk1/pp1b2bp/2n1p3/3pP2p/3P4/2P1BP2/PP3QPq/RN1K2N1 b - - 6 16,32,OKWCceUM,h5h4,475,8,h5h4,0.2105,0.1829,0.144,0.1128,h5h4,c6e7,c6e7,c6e7,-5.0,0.2105,-0.0977,False
r4rk1/pp1b2bp/2n1p3/3pP3/3P3p/2P1BPq1/PP1NQ1P1/R2K2N1 b - - 3 18,36,OKWCceUM,c6e7,477,27,a7a6,0.196,0.2378,0.2677,0.3162,c6a5,c6e7,c6e7,c6e7,0.0,0.3162,0.1202,False
r4rk1/1p1b2bp/p1n1p1q1/3pP3/3P3p/2P1BP2/PP3QP1/R2K1NN1 b - - 3 20,40,OKWCceUM,c6a5,463,1,b7b5,0.2014,0.2145,0.2287,0.2348,c6a5,c6a5,c6a5,c6a5,0.0,0.2348,0.0334,False
r4rk1/3b2bp/p1n1p1q1/3pP3/1p1P1N1p/2P1BP2/PP3QP1/R2K1N2 b - - 1 22,44,OKWCceUM,f8f4,506,70,g6e8,0.1832,0.2597,0.3381,0.4413,g6e8,f8f4,f8f4,f8f4,0.0,0.4413,0.2581,False
r3qrk1/3b2bp/p1n1p3/3pP3/3P1N1Q/2P1BP2/P5P1/R2K1N2 b - - 0 24,48,OKWCceUM,c6e7,421,61,c6a5,0.1919,0.2322,0.2379,0.2162,c6a5,c6a5,c6a5,c6a5,125.0,0.2379,0.0243,False
r3q1k1/3b1rbp/p3p3/n2pP2N/3P3Q/2P1BP2/P5PN/R2K4 b - - 4 26,52,OKWCceUM,a5c4,321,31,a5c4,0.4171,0.4389,0.4436,0.4336,a5c4,a5c4,a5c4,a5c4,0.0,0.4436,0.0165,False
r3q1k1/5rbp/p3p3/3pP2N/b1nP3Q/2P2P2/P5PN/R1B1K3 b - - 8 28,56,OKWCceUM,f7f5,286,12,a4c2,0.0553,0.0752,0.0994,0.122,e8e7,e8e7,e8e7,e8e7,-41.0,0.122,0.0667,False
r3q1k1/5rNp/p3p1b1/3pP3/2nP2NQ/2P2P2/P5P1/R1B1K3 b - - 0 30,60,OKWCceUM,g8g7,190,410,g8g7,0.1623,0.1449,0.1455,0.1588,f7g7,f7g7,f7g7,f7g7,526.0,0.1623,-0.0035,False
r3q1k1/5r1p/p3p1b1/3pP1B1/2nP2NQ/2P2P2/P5P1/R3K3 b - - 3 32,64,OKWCceUM,e8b5,237,34,a8a7,0.094,0.1002,0.1037,0.1113,f7f5,f7f5,f7f5,f7f5,84.0,0.1113,0.0173,False
4q2k/r4r1p/p3pBbN/3pP3/2nP3Q/2P2P2/P5P1/R3K3 b - - 7 34,68,OKWCceUM,f7f6,137,80,f7f6,0.6873,0.7241,0.7745,0.8308,f7f6,f7f6,f7f6,f7f6,0.0,0.8308,0.1435,False
r2q1rk1/ppp2ppp/2np1n2/2b1p3/2B1P1b1/2PP1N2/PP1N1PPP/R1BQR1K1 b - - 2 8,16,0pFKCVS2,a7a6,-32,8,d6d5,0.2159,0.2771,0.2719,0.2237,a7a6,a7a6,a7a6,a7a6,0.0,0.2771,0.0078,False
r2q1rk1/ppp2ppp/2n5/2bnp3/2B1N1b1/2PP1N2/PP3PPP/R1BQR1K1 b - - 1 10,20,0pFKCVS2,c5e7,-114,9,c5b6,0.0354,0.0453,0.0524,0.1307,g4f3,c5b6,c5b6,c5b6,-2.0,0.1307,0.0953,False
r2q1rk1/ppp2ppp/1bn5/3np1Bb/2B1N3/2PP1N1P/PP3PP1/R2QR1K1 b - - 2 12,24,0pFKCVS2,f7f6,-14,111,d8d7,0.529,0.5133,0.4332,0.3588,f7f6,f7f6,f7f6,d8d7,147.0,0.529,-0.1702,False
r4rk1/pppq1ppp/1bn3b1/3nN1B1/2B5/2PP2NP/PP3PP1/R2QR1K1 b - - 0 14,28,0pFKCVS2,c6e5,-77,244,c6e5,0.9157,0.9629,0.9755,0.9842,c6e5,c6e5,c6e5,c6e5,0.0,0.9842,0.0685,False
r4rk1/pp1q1ppp/1bp3b1/3nR1B1/2B5/2PP1QNP/PP3PP1/R5K1 b - - 1 16,32,0pFKCVS2,f7f6,-2,60,b6c7,0.329,0.4167,0.4621,0.4549,f7f6,f7f6,f7f6,f7f6,0.0,0.4621,0.1259,False
r4rk1/ppbqRppp/1np3b1/6B1/2B5/2PP1QNP/PP3PP1/R5K1 b - - 5 18,36,0pFKCVS2,d7d6,-84,73,d7d6,0.6248,0.6651,0.7021,0.7259,d7d6,d7d6,d7d6,d7d6,0.0,0.7259,0.1011,False
r2b1rk1/pp2Rppp/1npq2b1/8/2B2B2/2PP1QNP/PP3PP1/4R1K1 b - - 9 20,40,0pFKCVS2,d6e7,-186,114,d6e7,0.2475,0.212,0.188,0.1778,d6f6,d6f6,d6f6,d6f6,109.0,0.2475,-0.0697,False
r4rk1/pp2bppp/1np3b1/8/5B2/1BPP1QNP/PP3PP1/6K1 b - - 1 22,44,0pFKCVS2,f8e8,-183,23,f8e8,0.0653,0.0645,0.0551,0.0631,a8d8,a8d8,a8d8,a8d8,13.0,0.0653,-0.0022,False
r3r1k1/pp2bppp/1np5/8/4PB2/1BP2Q1P/PP3PP1/6K1 b - - 0 24,48,0pFKCVS2,b6d7,-266,57,e7f6,0.169,0.1628,0.1481,0.1237,a8d8,e7f6,e7f6,e7f6,59.0,0.169,-0.0453,False
r3r1k1/pp2bppp/1np5/4P3/8/1BP1BQ1P/PP3PP1/6K1 b - - 2 26,52,0pFKCVS2,b6d5,-305,44,e8f8,0.2968,0.2886,0.245,0.1705,e8f8,e8f8,e8f8,e8f8,37.0,0.2968,-0.1263,False
r4rk1/pp2b1pp/1np1B3/8/8/2P1BQ1P/PP3PP1/6K1 b - - 0 28,56,0pFKCVS2,g8h8,-347,1649,g8h8,0.9886,0.9987,0.9997,0.9999,g8h8,g8h8,g8h8,g8h8,0.0,0.9999,0.0113,False
r4r1k/pp4pp/1np1Bb2/8/6QP/2P1B3/PP3PP1/6K1 b - - 0 30,60,0pFKCVS2,b6d5,-222,85,a8d8,0.3273,0.4179,0.4232,0.3025,b6d5,b6d5,b6d5,a8d8,87.0,0.4232,-0.0248,False
3r1r1k/pp4p1/1np1Bb1p/8/6QP/2P1B3/PP3PP1/6K1 b - - 1 32,64,0pFKCVS2,b6d5,-261,71,b6d5,0.3947,0.5845,0.6795,0.6617,b6d5,b6d5,b6d5,b6d5,0.0,0.6795,0.267,False
3r1r1k/pp2n1p1/2p2b1p/8/6QP/2P1B3/PPB2PP1/6K1 b - - 5 34,68,0pFKCVS2,d8d5,-398,16,a7a6,0.0687,0.0717,0.0748,0.0908,e7d5,e7d5,e7d5,e7d5,69.0,0.0908,0.0221,False
r1b1kbnr/2q1pppp/p1pp4/8/2PNP3/2N5/PP3PPP/R1BQK2R b KQkq - 2 8,16,mZmNFoIy,e7e5,-30,1,e7e5,0.2837,0.3108,0.3098,0.327,e7e5,e7e5,e7e5,e7e5,0.0,0.327,0.0433,False
r3kbnr/2q2ppp/p1pp4/4p3/2P1P1b1/2N2N1P/PP3PP1/R1BQK2R b KQkq - 0 10,20,mZmNFoIy,g4e6,-39,15,g4h5,0.0739,0.0455,0.0355,0.0417,g4h5,g4h5,g4h5,g4h5,19.0,0.0739,-0.0322,False
r3kb1r/2q2ppp/p1pp1n2/4p2b/2P1P3/2N2N1P/PP3PP1/R1BQR1K1 b kq - 4 12,24,mZmNFoIy,f8e7,-15,20,f8e7,0.6075,0.7561,0.8307,0.8696,f8e7,f8e7,f8e7,f8e7,0.0,0.8696,0.2621,False
r4rk1/2q1bppp/p1pp1n2/4p2b/2P1P3/1PN2N1P/PB3PP1/R2QR1K1 b - - 2 14,28,mZmNFoIy,f6d7,38,22,a6a5,0.0349,0.0578,0.0682,0.075,a8d8,a8d8,a8d8,f8d8,65.0,0.075,0.0401,False
r4rk1/2qnbppp/2pp4/p3p2b/N1P1P3/1P1Q1N1P/PB3PP1/R3R1K1 b - - 3 16,32,mZmNFoIy,d7b6,24,0,h5g6,0.0573,0.0623,0.0696,0.0629,d7c5,h5g6,h5g6,h5g6,33.0,0.0696,0.0056,False
r4rk1/2qnb1pp/2pp2b1/p3pP2/N1P5/1P1Q1N1P/PB3PP1/3RR1K1 b - - 0 18,36,mZmNFoIy,f8f5,61,78,g6f5,0.1807,0.19,0.1349,0.0492,g6f5,g6f5,g6f5,g6f5,94.0,0.19,-0.1315,False
r4rk1/2qnb1pp/2pp4/p3N3/N1P5/1P5b/PB1Q1PP1/3RR1K1 b - - 0 20,40,mZmNFoIy,d7e5,284,211,d7e5,0.2626,0.2814,0.2829,0.2892,d6e5,d6e5,h3g2,h3g2,406.0,0.2892,0.0266,False
r4rk1/2q1b1pp/2p5/p3p3/N1P5/1P5P/P2Q1P2/3RR1K1 b - - 0 22,44,mZmNFoIy,e7b4,399,133,e7b4,0.3541,0.3844,0.4066,0.415,e7b4,e7b4,e7b4,e7b4,0.0,0.415,0.0609,False
r5k1/2q3pp/2p5/p3p3/1bP5/1PN1Rr1P/P2Q1P2/3R2K1 b - - 4 24,48,mZmNFoIy,f3f7,124,100,c7f7,0.0222,0.0196,0.017,0.0138,f3e3,a8f8,a8f8,a8f8,110.0,0.0222,-0.0084,True
r5k1/6pp/2p5/p3p3/1bP5/1PNQ1q1P/P4P2/3R2K1 b - - 1 26,52,mZmNFoIy,f3d3,2,3,f3d3,0.5461,0.5456,0.5195,0.5162,f3d3,f3d3,f3d3,f3d3,0.0,0.5461,-0.0299,False
r5k1/6pp/2p5/p3p3/2P5/1PR4P/P4P2/6K1 b - - 0 28,56,mZmNFoIy,g8f7,1,10,a5a4,0.0909,0.1628,0.2769,0.4219,a5a4,a5a4,g8f7,g8f7,0.0,0.4219,0.331,False
r5k1/6pp/2p5/4p3/2P5/1P1R3P/5P2/6K1 b - - 0 30,60,mZmNFoIy,e5e4,0,0,g8f7,0.1425,0.1123,0.0834,0.055,a8a1,a8a1,a8a1,a8a1,5.0,0.1425,-0.0875,False
1r6/5kpp/2R5/4p3/2P5/1P5P/5P2/6K1 b - - 0 32,64,mZmNFoIy,b8b3,10,3,b8b3,0.9795,0.9893,0.994,0.9946,b8b3,b8b3,b8b3,b8b3,0.0,0.9946,0.0151,False
8/2R2kpp/8/8/2P1p3/1r5P/5PK1/8 b - - 1 34,68,mZmNFoIy,f7f6,1,7,f7f6,0.3169,0.3993,0.535,0.6159,f7g6,f7g6,f7f6,f7f6,0.0,0.6159,0.299,False
rn1qk2r/pb1p1ppp/1p2pn2/2p5/2PPP3/2PB1N2/P3QPPP/R1B1K2R b KQkq - 1 8,16,IqNSJCT2,d7d6,-131,92,h7h6,0.1018,0.1545,0.2727,0.558,e8g8,e8g8,d7d6,d7d6,0.0,0.558,0.4562,False
