fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,piece,capture,check,quiet,phase,advance,retreat,pawn_move,king_move,toward_own_king
r1bq1r2/pp1nppbk/3p1np1/2pP2Bp/2P1P2P/2N5/PP1QBPP1/2KR2NR b - - 4 10,20,Q8Bpv1rR,b7b5,140,94,d8a5,0.0032,0.003,0.0037,0.0088,d7e5,d7e5,d7e5,d7e5,148.0,0.0088,0.0056,True,club,03_disagreements_b3,1977,1967,1967,False,True,2,pawn,False,False,True,opening,True,False,True,False,False
r2qkbnr/ppp2pp1/2n1p3/4Pb1p/2BP4/2N1BP2/PP4PP/R2QK1NR b KQkq - 0 8,16,OSTkur9D,c6e5,123,120,c6e5,0.0005,0.0003,0.0005,0.001,f8b4,f8b4,f8b4,f8b4,160.0,0.001,0.0005,True,club,03_disagreements_b3,2200,2316,2316,True,False,3,knight,True,False,False,opening,True,False,False,False,False
4r1k1/1q1nppbp/2Bp1np1/1pp5/3P4/2P1P2P/1PQN1PPB/r2RN1K1 b - - 0 18,36,ECJCjczm,b7a7,256,82,b7a7,0.0118,0.007,0.0041,0.0045,a1d1,a1d1,a1d1,a1d1,211.0,0.0118,-0.0073,True,club,03_disagreements_b3,2241,2367,2367,True,False,2,queen,False,False,True,middlegame,False,False,False,False,False
8/6k1/p4r2/1p2R2p/5P2/6KP/PP6/8 b - - 1 34,68,q2GDLXud,f6c6,-47,3,g7h6,0.0063,0.0071,0.0104,0.0168,g7g6,g7g6,g7g6,g7g6,236.0,0.0168,0.0105,True,club,03_disagreements_b3,2005,2007,2007,False,True,5,rook,False,False,True,endgame,False,False,False,False,False
5Nk1/pp4pp/8/8/8/2P1q1PK/P1Pr3P/5R2 b - - 5 26,52,tNdJ0frF,e3g5,1993,5,e3h6,0.0015,0.001,0.0008,0.0008,e3h6,e3h6,e3h6,e3h6,1076.0,0.0015,-0.0007,True,club,03_disagreements_b3,1805,1850,1850,False,True,4,queen,False,False,True,endgame,False,True,False,False,False
r2q2k1/ppp1brpp/2n5/2P2p2/Q1BPp3/P6P/1P3PP1/R1B1R1K1 b - - 2 18,36,SunjBvoI,d8d7,-312,24,d8d4,0.01,0.0089,0.0061,0.0053,c6d4,c6d4,c6d4,c6d4,131.0,0.01,-0.0047,True,club,03_disagreements_b3,2393,2325,2325,False,True,6,queen,False,False,True,middlegame,True,False,False,False,False
Q7/p1p1b1pp/6k1/2P1np2/3qp3/P6P/1P3PP1/R1B1R1K1 b - - 0 22,44,SunjBvoI,d4a4,-544,34,e5d3,0.0005,0.0002,0.0001,0.0001,e7c5,e7c5,e5d3,e7c5,115.0,0.0005,-0.0004,True,club,03_disagreements_b3,2393,2325,2325,False,True,1,queen,False,False,True,middlegame,False,False,False,False,False
8/p1p1Q1pp/7k/2P2p2/3qp3/P2n3P/1P2RPP1/R5K1 b - - 2 26,52,SunjBvoI,g7g6,-604,30,h6h5,0.0153,0.017,0.0172,0.0169,d3f4,d3f4,d3f4,d3f4,153.0,0.0172,0.0016,True,club,03_disagreements_b3,2393,2325,2325,False,True,1,pawn,False,False,True,endgame,True,False,True,False,False
3rk1r1/ppp1b1qp/2p1b3/4P3/5R2/2PBB3/PP1RQ1PP/6K1 b - - 6 20,40,ABGY12fM,e6g4,-189,40,e6g4,0.0437,0.0409,0.0383,0.0351,e7g5,e7g5,e7g5,g7e5,106.0,0.0437,-0.0086,True,club,03_disagreements_b3,2301,2624,2624,True,False,5,bishop,False,False,True,middlegame,True,False,False,False,False
3rk1r1/ppp1b1qp/2p1b3/4P3/5R2/1PPBB3/P2R1QPP/6K1 b - - 0 22,44,ABGY12fM,d8d5,-159,6,d8d5,0.0227,0.0237,0.0262,0.0361,g7e5,g7e5,g7e5,g7e5,198.0,0.0361,0.0134,True,club,03_disagreements_b3,2301,2624,2624,True,False,5,rook,False,False,True,middlegame,True,False,False,False,False
6r1/pppQb2p/2p3k1/8/2P1q3/1P6/P4BPP/5RK1 b - - 5 34,68,ABGY12fM,e7b4,-132,61,e7b4,0.0161,0.0071,0.0033,0.0022,e7d6,e7d6,e7d6,e7d6,499.0,0.0161,-0.0139,True,club,03_disagreements_b3,2301,2624,2624,True,False,5,bishop,False,False,True,endgame,True,False,False,False,False
rnbq1rk1/pp1n1ppp/4p3/2PpP3/1b3P2/2NB1N2/PPP3PP/R1BQK2R b KQ - 0 8,16,ilUYqD6I,h7h6,-48,22,d7c5,0.0005,0.0004,0.0004,0.0006,d7c5,d7c5,d7c5,d7c5,127.0,0.0006,0.0001,True,club,03_disagreements_b3,1858,1913,1913,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r3k2r/1b5p/3p1nR1/pNqPp3/8/5N2/PPP1QPP1/2K4R b kq - 0 20,40,Q2TMna2s,h7g6,-227,200,e8f7,0.0469,0.0407,0.0438,0.0435,b7d5,b7d5,f6d5,f6d5,569.0,0.0469,-0.0034,True,club,03_disagreements_b3,2071,2029,2029,False,True,6,pawn,True,False,False,middlegame,True,False,True,False,False
r7/p2nk3/Ppp1pp2/3p3p/3P2r1/4P2R/1PP1Q1P1/6K1 b - - 1 26,52,96thBALU,f6f5,-74,97,f6f5,0.0495,0.034,0.0266,0.0267,a8g8,a8g8,a8g8,a8g8,113.0,0.0495,-0.0228,True,club,03_disagreements_b3,2066,2090,2090,True,False,5,pawn,False,False,True,endgame,True,False,True,False,False
2r3k1/3b3p/p2p2pQ/1p3pN1/1PqN4/P6P/5PP1/5RK1 b - - 1 32,64,6DsVrPwT,c4f7,-999,121,c4d4,0.019,0.0146,0.0091,0.0058,c4d4,c8c7,c8c7,c8c7,988.0,0.019,-0.0132,True,club,03_disagreements_b3,1889,1970,1970,False,True,1,queen,False,False,True,middlegame,False,True,False,False,False
2r2rk1/p1q2ppp/bpN1p3/n5B1/2N3Q1/P5P1/1P4BP/3R2K1 b - - 10 22,44,HGE6EjiU,f7f5,213,9,a5c6,0.0077,0.0118,0.0231,0.0472,a6c4,a5c6,a5c6,a5c6,130.0,0.0472,0.0395,True,club,03_disagreements_b3,2393,2229,2229,False,True,7,pawn,False,False,True,middlegame,True,False,True,False,False
r4q2/1pb3pk/p1p1Bnp1/2Pp2p1/1P1P4/P4PP1/6QP/4RNK1 b - - 3 24,48,tldm0a0b,f6g8,-36,54,f6g8,0.0197,0.0164,0.0137,0.0153,a8e8,a8e8,a8e8,a8e8,167.0,0.0197,-0.0044,True,club,03_disagreements_b3,2206,2017,2017,True,False,2,knight,False,False,True,middlegame,False,True,False,False,False
r4r2/p4ppk/1qp2b1p/2p1p3/4P1Q1/3PB2P/PPP3P1/1R3RK1 b - - 5 16,32,hgieoddz,f6g5,-227,31,a7a5,0.0362,0.0249,0.0126,0.0053,b6a5,a8d8,a8d8,a8d8,353.0,0.0362,-0.0309,True,club,03_disagreements_b3,1982,1943,1943,False,True,5,bishop,False,False,True,middlegame,True,False,False,False,False
1k5r/ppqnn1b1/2p3p1/3p4/4P1P1/1P3N1P/P1QN1PK1/2R2R2 b - - 0 22,44,SjpYK1eQ,d7f8,-160,37,d5d4,0.0036,0.0034,0.0034,0.0035,d5e4,d5e4,d7e5,d7e5,141.0,0.0036,-0.0001,True,club,03_disagreements_b3,2000,1896,1896,False,True,2,knight,False,False,True,middlegame,False,True,False,False,False
r5k1/4pr1p/p2p2p1/q1pRn3/4P3/2N5/PPP4Q/2K2B1R b - - 3 20,40,GLbSryz9,a8e8,-350,11,f7g7,0.0008,0.0008,0.0006,0.0005,a8f8,a8f8,a8f8,a8b8,149.0,0.0008,-0.0003,True,club,03_disagreements_b3,1931,1916,1916,False,True,7,rook,False,False,True,middlegame,False,False,False,False,False
r6k/4p1rp/p5p1/2p1Q3/1qB1P3/1PN5/P1P5/2K4R b - - 0 24,48,GLbSryz9,g6g5,-399,12,a6a5,0.0039,0.0018,0.0011,0.0011,b4a3,b4a3,b4a3,b4a3,506.0,0.0039,-0.0028,True,club,03_disagreements_b3,1931,1916,1916,False,True,1,pawn,False,False,True,middlegame,True,False,True,False,False
5r1r/1ppkn3/3p4/2bPpp1p/1PP1P2P/5NP1/3Q1P2/1R2K2R b K - 0 24,48,s1QDU4iY,c5f2,-509,76,c5b6,0.0162,0.0139,0.0108,0.008,c5b6,c5b6,c5b6,c5b6,108.0,0.0162,-0.0082,True,club,03_disagreements_b3,2069,2121,2121,False,True,1,bishop,True,True,False,middlegame,True,False,False,False,False
7r/2pkn3/2Pp4/4p2p/1P1bN2P/5rP1/2Q2P2/1R2K2R b K - 0 30,60,s1QDU4iY,d7e8,-535,41,e7c6,0.0099,0.0093,0.0089,0.0095,e7c6,e7c6,e7c6,e7c6,152.0,0.0099,-0.0004,True,club,03_disagreements_b3,2069,2121,2121,False,True,1,king,False,False,True,middlegame,False,True,False,True,False
1k1r2r1/ppq2pp1/3b3p/2pP3P/6n1/2B2NP1/PPQ2P2/1K1RR3 b - - 2 22,44,k7DA7u4q,g7g5,-94,24,g7g6,0.04,0.0292,0.018,0.011,g7g6,f7f6,f7f6,f7f6,120.0,0.04,-0.029,True,club,03_disagreements_b3,2089,2287,2287,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r2q1rk1/ppp2ppp/2n5/b2np3/1P2N1b1/P2P1N2/2P1BPPP/R1BQ1RK1 b - - 0 10,20,m26Gzhbm,f7f5,-2,131,a5b6,0.0008,0.0005,0.0007,0.0005,a5b6,a5b6,a5b6,a5b6,139.0,0.0008,-0.0003,True,club,03_disagreements_b3,1952,1947,1947,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r1bq3r/pp1n1kp1/2pBpn1p/8/2PP4/2NB4/PP4PP/R2Q1RK1 b - - 0 12,24,K69Cp0M8,h6h5,-446,41,d8b6,0.0188,0.0129,0.0076,0.0038,h8e8,h8e8,h8e8,h8e8,196.0,0.0188,-0.015,True,club,03_disagreements_b3,1993,2082,2082,False,True,1,pawn,False,False,True,opening,True,False,True,False,False
5rk1/p4r1p/1qp1b1p1/3pPn2/1P6/P1Q1PB1P/1B4P1/R3R1K1 b - - 1 26,52,o38CHKDM,h7h5,14,84,f5h4,0.0148,0.0111,0.0109,0.02,f5h4,f5h4,f5h4,f5h4,130.0,0.02,0.0052,True,club,03_disagreements_b3,1864,1902,1902,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r4br1/ppp1n1pk/7p/4p2Q/3p3N/3P2R1/qPPB1P1P/3KR3 b - - 1 18,36,nhlit2jv,g7g6,-39,66,a2b2,0.0402,0.0322,0.0248,0.0219,a2b1,a2b1,a2b1,a2b1,113.0,0.0402,-0.0183,True,club,03_disagreements_b3,1891,1962,1962,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
r5k1/1p3pbp/pqb1p1p1/3rP3/2RNQP2/3P3P/1P1B2P1/1R4K1 b - - 0 24,48,JMI7NhUd,d5e5,321,121,d5b5,0.0021,0.0018,0.0015,0.0012,a8d8,a8d8,a8d8,a8d8,321.0,0.0021,-0.0009,True,club,03_disagreements_b3,1859,1864,1864,False,True,0,rook,True,False,False,middlegame,False,False,False,False,False
5rk1/p4ppp/2p4r/2Q1b2q/7P/2N3P1/PPP2P2/1R3RK1 b - - 0 22,44,93guioSq,e5c3,-43,102,h6g6,0.0172,0.0131,0.0105,0.0096,h6g6,h6g6,h6g6,h6g6,193.0,0.0172,-0.0076,True,club,03_disagreements_b3,1859,1948,1948,False,True,5,bishop,True,False,False,middlegame,True,False,False,False,False
r2k1r2/ppqn4/2p2p1Q/2Pp1Bp1/3P1P2/P5P1/1P3PP1/4RRK1 b - - 2 22,44,DThZueg9,c7c8,-814,5,f8f7,0.0061,0.0049,0.0043,0.0047,g5f4,g5f4,g5f4,g5f4,108.0,0.0061,-0.0014,True,club,03_disagreements_b3,1860,1860,1860,False,True,1,queen,False,False,True,middlegame,False,True,False,False,False
5r1k/1Q4p1/5q2/5b1p/2B1p3/4R1P1/PP3P1P/R5K1 b - - 0 28,56,n0McfYi2,f5e6,-436,25,f5c8,0.0289,0.0234,0.0166,0.0116,h5h4,h5h4,h5h4,h5h4,131.0,0.0289,-0.0173,True,club,03_disagreements_b3,2102,2064,2064,False,True,1,bishop,False,False,True,middlegame,False,True,False,False,False
r1bq1rk1/pp2b1p1/1n2p2p/2ppP3/3P4/3B1N1Q/PPP1N1PP/2KR1R2 b - - 3 16,32,cG8jqCaM,b6a4,-52,35,c5d4,0.0299,0.0133,0.0074,0.007,c5d4,c5d4,c5d4,c5d4,191.0,0.0299,-0.0229,True,club,03_disagreements_b3,1995,1916,1916,False,True,2,knight,False,False,True,middlegame,True,False,False,False,False
r1bq1rk1/pp4p1/1n2N1Bp/3pP1b1/8/5N1Q/PPP3PP/1K1R1R2 b - - 0 20,40,cG8jqCaM,g5e3,-376,67,d8e7,0.0007,0.0004,0.0003,0.0004,c8e6,c8e6,c8e6,c8e6,192.0,0.0007,-0.0003,True,club,03_disagreements_b3,1995,1916,1916,False,True,6,bishop,False,False,True,middlegame,True,False,False,False,False
1r6/2q1k2p/1rp2p2/p1Npp1p1/3P2B1/2P3P1/PP2QK2/1R6 b - - 5 26,52,1jziXlrp,h7h5,-214,101,b8f8,0.0103,0.0046,0.0027,0.0023,e5e4,e5e4,e5e4,e5e4,123.0,0.0103,-0.008,True,club,03_disagreements_b3,1817,1867,1867,False,True,7,pawn,False,False,True,middlegame,True,False,True,False,False
r7/pp1b3k/2p5/5p2/3P2r1/7K/PPP1R2P/4R3 b - - 3 30,60,9xs3yPxn,a8h8,1996,1192,a8g8,0.0304,0.0295,0.029,0.0305,g4d4,g4g7,g4g7,g4g7,1506.0,0.0305,0.0001,True,club,03_disagreements_b3,2219,2199,2199,False,True,4,rook,False,False,True,endgame,False,False,False,False,False
r1b2r2/pp2qpbk/4pnpp/3pN3/3P1P2/2RBQNP1/P4P1P/2R3K1 b - - 3 22,44,1z73mujg,h7g8,-233,12,c8d7,0.0208,0.0158,0.0149,0.0152,c8d7,f6d7,f6e8,f6e8,219.0,0.0208,-0.0056,True,club,03_disagreements_b3,2001,2025,2025,False,True,2,king,False,False,True,middlegame,False,True,False,True,False
r5k1/5ppp/3Np3/4P1b1/1R1Q4/7P/1P3PPK/2q5 b - - 3 30,60,6pcQgm2b,c1d2,-129,11,h7h6,0.0219,0.025,0.0316,0.0417,g5f4,g5f4,g5f4,g5f4,485.0,0.0417,0.0198,True,club,03_disagreements_b3,2004,1934,1934,False,True,5,queen,False,False,True,endgame,False,True,False,False,False
r5k1/5pp1/3Np2p/4P1b1/1PRQ4/7P/5PPK/5q2 b - - 0 32,64,6pcQgm2b,f1e1,-201,30,a8a1,0.0116,0.0122,0.0111,0.0072,a8a2,a8a1,a8a1,a8a1,226.0,0.0122,-0.0044,True,club,03_disagreements_b3,2004,1934,1934,False,True,5,queen,False,False,True,endgame,False,False,False,False,False
5rk1/1pp3pp/1p6/8/1Qp5/7P/P4qP1/4Rn1K b - - 20 34,68,jF0tyCpj,f2f4,925,4,f1g3,0.0217,0.023,0.0241,0.0254,f1g3,f1g3,f1e3,f1e3,264.0,0.0254,0.0037,True,club,03_disagreements_b3,1894,1871,1871,False,True,4,queen,False,False,True,endgame,False,True,False,False,False
r5k1/1p4pp/p5p1/3p2q1/7b/P1P1Q1PP/1P1P1n1K/RNB5 b - - 1 22,44,Fzfkm7Wp,a8f8,427,28,g5e3,0.0144,0.0097,0.0074,0.0064,h4g3,h4g3,h4g3,h4g3,101.0,0.0144,-0.008,True,club,03_disagreements_b3,1843,1848,1848,False,True,0,rook,False,False,True,middlegame,False,False,False,False,False
r1bq1rk1/1pp1npbp/p1n1p1p1/P3P3/2BP4/2N2N2/1P3PPP/R1BQ1RK1 b - - 0 10,20,anWV9hgG,h7h6,-67,10,f7f6,0.0084,0.0067,0.0071,0.0141,b7b5,e7f5,e7f5,e7f5,110.0,0.0141,0.0057,True,club,03_disagreements_b3,1807,1817,1817,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
1r6/R5bk/p1pN2pp/P2n4/1P1p4/8/3B1PPP/6K1 b - - 6 30,60,anWV9hgG,c6c5,139,150,d5b4,0.0114,0.0063,0.0046,0.0045,d5b4,d5b4,d5b4,d5b4,152.0,0.0114,-0.0069,True,club,03_disagreements_b3,1807,1817,1817,False,True,5,pawn,False,False,True,endgame,True,False,True,False,False
r1b2rk1/p3qpbp/4pnp1/1N1p4/8/1P2P3/PB2BPPP/2RQ1RK1 b - - 3 14,28,op1BGyDV,f8d8,-95,60,f8d8,0.009,0.0101,0.0131,0.016,c8a6,c8a6,c8a6,c8a6,135.0,0.016,0.007,True,club,03_disagreements_b3,2195,2195,2195,True,False,3,rook,False,False,True,middlegame,False,False,False,False,False
1k1r1br1/ppp1np2/2np1q1p/4p3/2BPP3/2P1BN2/PP3PP1/R2Q1RK1 b - - 0 18,36,MZO7ZcZ6,d6d5,124,44,f6g6,0.0443,0.0342,0.029,0.0321,f6g6,f6g6,f6g6,e7g6,169.0,0.0443,-0.0122,True,club,03_disagreements_b3,1933,1976,1976,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r4rk1/3q2pp/1pn1p2n/p2pP1P1/3P2P1/P2QB1N1/1P4K1/2R4R b - - 0 24,48,HrzjOROk,c6d4,-419,9,h6g4,0.0005,0.0004,0.0004,0.0004,h6g4,h6g4,h6g4,h6g4,151.0,0.0005,-0.0001,True,club,03_disagreements_b3,2195,2075,2075,False,True,6,knight,True,False,False,middlegame,True,False,False,False,False
r1b2rk1/pppp1ppp/8/3QP2q/8/1Bb2N2/P1P3PP/1RB2RK1 b - - 5 14,28,VmSsYe8B,a7a5,-457,0,d7d6,0.0061,0.0084,0.0132,0.0193,c7c6,c7c6,c7c6,c7c6,105.0,0.0193,0.0132,True,club,03_disagreements_b3,1890,1888,1888,False,True,1,pawn,False,False,True,middlegame,True,False,True,False,False
3r1rk1/pp3ppp/2b2n2/2n2q2/4pB2/P1N1PP2/1PQ1B1PP/R2R2K1 b - - 0 20,40,QqnsnEBU,a7a5,-46,5,c5d3,0.0071,0.0046,0.0026,0.0021,d8d1,c5d3,c5d3,c5d3,399.0,0.0071,-0.005,True,club,03_disagreements_b3,1928,1886,1886,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r2q1rk1/ppp2ppp/1b3n2/5b2/2PN4/6P1/PB3PBP/RN1Q1RK1 b - - 0 12,24,iNvLUiEl,f5e4,-309,61,b6d4,0.0271,0.0266,0.0282,0.0362,b6d4,b6d4,b6d4,b6d4,134.0,0.0362,0.0091,True,club,03_disagreements_b3,1866,1846,1846,False,True,7,bishop,False,False,True,opening,True,False,False,False,False
6k1/pR3p1p/2p3p1/8/7P/2q3P1/P3rPQ1/5RK1 b - - 0 28,56,iNvLUiEl,h7h5,-481,5,e2a2,0.0091,0.0055,0.0037,0.0046,e2a2,e2a2,e2a2,e2a2,125.0,0.0091,-0.0045,True,club,03_disagreements_b3,1866,1846,1846,False,True,1,pawn,False,False,True,endgame,True,False,True,False,False
r1bqk2r/pp1p1ppp/5n2/4p3/1PBnP3/P1N1B3/5PPP/R2QK2R b KQkq - 1 10,20,H0T7Hd9S,a7a5,-45,23,d8c7,0.003,0.0015,0.0006,0.0001,d4c6,d4c6,d4c6,d4c6,141.0,0.003,-0.0029,True,club,03_disagreements_b3,2031,1918,1918,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
1k1rr3/1p4pp/p2p1p1n/3R4/3P4/2N5/PPP2PPP/R4K2 b - - 1 20,40,MkhphjpE,g7g6,-169,52,b8c7,0.0214,0.0222,0.0242,0.0209,h6g4,h6g4,h6g4,h6g4,151.0,0.0242,-0.0005,True,club,03_disagreements_b3,2280,2191,2191,False,True,5,pawn,False,False,True,endgame,True,False,True,False,False
r2qr1k1/1pp1b1pp/2np1p2/6P1/p3PP1P/P1P2Q2/1P1N4/2KR1B1R b - - 0 18,36,BwuTsqLO,g8h8,-279,7,d8d7,0.0057,0.0085,0.0128,0.0299,f6g5,f6g5,f6g5,f6g5,161.0,0.0299,0.0242,True,club,03_disagreements_b3,1951,1907,1907,False,True,6,king,False,False,True,middlegame,False,False,False,True,False
r4r1k/ppp3pp/2b2q2/3B4/8/PN2P3/5PPK/R2Q1R2 b - - 0 20,40,5Y5rjJ2H,f6d6,126,22,f6e5,0.0386,0.0235,0.0139,0.0089,c6d5,f6h4,f6h4,a8d8,126.0,0.0386,-0.0297,True,club,03_disagreements_b3,1804,1801,1801,False,True,0,queen,False,True,False,middlegame,False,False,False,False,False
r1b1k2N/pppp2pp/8/4p3/2qn4/6P1/PPPP2K1/RNBQ3R b q - 2 12,24,Bbtr6bAL,b7b5,-240,36,c4d5,0.0025,0.0017,0.0016,0.0016,c4d5,c4d5,c4d5,c4d5,154.0,0.0025,-0.0009,True,club,03_disagreements_b3,2011,2012,2012,False,True,7,pawn,False,False,True,opening,True,False,True,False,False
r1bqk2r/pppnbppp/4pn2/6B1/3P4/2NB1N2/PPP3PP/R2Q1RK1 b kq - 3 8,16,GpoXBZx1,c7c5,46,36,e8g8,0.0476,0.041,0.0274,0.029,e8g8,e8g8,e8g8,e8g8,105.0,0.0476,-0.0186,True,club,03_disagreements_b3,2004,2073,2073,False,True,3,pawn,False,False,True,opening,True,False,True,False,False
r2q1rbk/pp6/2p4p/2b3pQ/3nP3/3PB1PN/PP3PBP/R4RK1 b - - 1 20,40,KMpkHV9C,h8g7,-358,104,h8g7,0.029,0.0311,0.0333,0.0457,d8f6,d8f6,d8f6,d8f6,140.0,0.0457,0.0167,True,club,03_disagreements_b3,1932,1960,1960,True,False,6,king,False,False,True,middlegame,True,False,False,True,False
4r1k1/2pq2pp/3p1p2/p2P1N2/6Q1/8/PPP1r1PP/3K1R2 b - - 1 24,48,J7xUEJtB,g8h8,454,70,d7b5,0.0077,0.0122,0.0196,0.0277,e2e4,e2e4,e2e4,e2e4,1059.0,0.0277,0.02,True,club,03_disagreements_b3,1936,2004,2004,False,True,0,king,False,False,True,endgame,False,False,False,True,False
r2qnrk1/2p1n1b1/1p1pP2p/pP2pp2/P1P5/2N5/2B2PPP/R1BQ1RK1 b - - 0 16,32,9gJZwlq4,c7c6,-210,11,d8c8,0.0338,0.0259,0.0147,0.0089,f8f6,f8f6,d8c8,d8c8,124.0,0.0338,-0.0249,True,club,03_disagreements_b3,2127,2189,2189,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r3kbnr/1bp2ppp/p2p4/1p6/3Nq3/1B6/PPP1QPPP/RNB1K2R b KQkq - 1 10,20,d6KXPJiG,c7c5,-188,115,e4e2,0.009,0.0046,0.0052,0.0084,e4e2,e4e2,e4e2,e4e2,138.0,0.009,-0.0006,True,club,03_disagreements_b3,2061,1945,1945,False,True,7,pawn,False,False,True,opening,True,False,True,False,False
r3kbnr/2p2ppp/p2p4/1p6/3N4/1B6/PPP1KPbP/RNB1R3 b kq - 1 12,24,d6KXPJiG,c7c5,-204,101,g8f6,0.0463,0.0294,0.0342,0.0435,e8c8,e8c8,e8c8,e8c8,128.0,0.0463,-0.0028,True,club,03_disagreements_b3,2061,1945,1945,False,True,7,pawn,False,False,True,opening,True,False,True,False,False
5r2/5rpp/p1kp4/1p3n2/1B3P2/P1N5/1PPR1K1P/R7 b - - 2 26,52,d6KXPJiG,a6a5,-395,4,f8e8,0.0076,0.0049,0.0043,0.0052,f5h4,f5h4,f5h4,f5h4,107.0,0.0076,-0.0024,True,club,03_disagreements_b3,2061,1945,1945,False,True,1,pawn,False,False,True,middlegame,True,False,True,False,False
4r1k1/1r4pp/5p2/p2p1P2/3N4/2P1P2P/qP1QRKP1/8 b - - 2 28,56,xFNBJeBY,a2b1,192,39,a5a4,0.0163,0.0193,0.0226,0.0231,e8b8,e8b8,e8b8,e8b8,143.0,0.0231,0.0068,True,club,03_disagreements_b3,1982,2075,2075,False,True,0,queen,False,False,True,endgame,True,False,False,False,False
r2qk1nr/2p3pp/p1pbb3/3pN3/8/2P1P1B1/PP3PPP/RN1QK2R b KQkq - 0 10,20,xpyYP5Hc,d8b8,-151,5,e6d7,0.0115,0.0075,0.0055,0.0048,d6e5,d6e5,d6e5,d6e5,106.0,0.0115,-0.0067,True,club,03_disagreements_b3,1829,1917,1917,False,True,3,queen,False,False,True,opening,False,False,False,False,False
r3kb1r/pQ4p1/2p4q/3p4/4p1p1/2P1PnP1/PP3P1P/R1BR1N1K b kq - 2 20,40,CDoAGftu,h6h2,1998,1091,h6h2,0.0072,0.0052,0.0033,0.0029,f3h2,f3h2,f3h2,f3h2,1025.0,0.0072,-0.0043,True,club,03_disagreements_b3,1935,1990,1990,True,False,4,queen,True,True,False,middlegame,True,False,False,False,False
3r2k1/4q2p/bp2p1N1/p1r2p2/2P2P2/PP3PR1/7P/4Q1RK b - - 0 26,52,eaT5pOur,e7f6,-867,163,h7g6,0.0317,0.0222,0.0123,0.0075,h7g6,h7g6,h7g6,h7g6,177.0,0.0317,-0.0242,True,club,03_disagreements_b3,2055,2075,2075,False,True,1,queen,False,False,True,middlegame,True,False,False,False,False
r2qk1r1/ppp2p2/2npbp1p/2b1p3/2B1P1PB/3P3P/PPP2P2/R2QK1NR b KQq - 0 10,20,S0xxX2hc,d6d5,15,3,g8g6,0.0297,0.014,0.009,0.0085,e6c4,e6c4,e6c4,e6c4,104.0,0.0297,-0.0212,True,club,03_disagreements_b3,1861,1842,1842,False,True,2,pawn,False,False,True,opening,True,False,True,False,False
4r3/pkp2r2/1b3N2/2P1B2p/1P1P4/P6P/6PK/5R2 b - - 0 34,68,bZrxtBgt,h5h4,-496,8,c7c6,0.0313,0.0225,0.0178,0.0162,e8f8,e8e5,e8e5,e8e5,151.0,0.0313,-0.0151,True,club,03_disagreements_b3,1987,1978,1978,False,True,1,pawn,False,False,True,endgame,True,False,True,False,False
1k1r3r/ppq1n1p1/3bppp1/PP1p1n2/Q2P4/2P2N1P/4NPP1/R1B2RK1 b - - 0 18,36,lf2kU2aO,c7d7,0,12,c7c4,0.0416,0.0458,0.0445,0.04,g6g5,g6g5,g6g5,c7c4,111.0,0.0458,-0.0016,True,club,03_disagreements_b3,1956,2104,2104,False,True,2,queen,False,False,True,middlegame,False,False,False,False,False
3B2k1/1p3p2/2bNpP1p/7q/3P1Qp1/8/4B2P/5RK1 b - - 2 32,64,0IzSpajq,c6d5,-807,3,h5h3,0.0094,0.0081,0.0092,0.0127,h5d5,h5d5,h5d5,h5d5,1176.0,0.0127,0.0033,True,club,03_disagreements_b3,1856,1933,1933,False,True,1,bishop,False,False,True,middlegame,True,False,False,False,False
4r2r/bp1k1pp1/p1p5/7p/1P2PP1P/2P1N3/P1B5/R1B2K2 b - - 1 24,48,7DREC9vv,h8h6,-380,16,a7b8,0.0488,0.0355,0.0307,0.0334,a7e3,a7e3,g7g6,a7e3,115.0,0.0488,-0.0154,True,club,03_disagreements_b3,1809,1856,1856,False,True,1,rook,False,False,True,middlegame,True,False,False,False,False
1b2r2r/1k3pp1/pNp5/7p/PP2PP1P/2P1B3/2B5/R4K2 b - - 0 28,56,7DREC9vv,b8f4,-440,44,f7f5,0.0039,0.0027,0.0019,0.0013,b8c7,b8c7,f7f5,f7f5,118.0,0.0039,-0.0026,True,club,03_disagreements_b3,1809,1856,1856,False,True,1,bishop,True,False,False,middlegame,True,False,False,False,False
