fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique
r1bqkb1r/3n1ppp/pp1ppn2/2p5/P3P3/2PB1N2/1P1P1PPP/RNBQR1K1 b kq - 0 8,16,?,c8b7,-29,2,c8b7,0.7191,0.7452,0.7561,0.7156,c8b7,c8b7,c8b7,c8b7,0.0,0.7561,-0.0035,False
r3kb1r/1bqn1ppp/pp1ppn2/2p5/P2PP3/2P2N2/1PB2PPP/RNBQR1K1 b kq - 0 10,20,?,f8e7,-48,48,f8e7,0.3772,0.2363,0.1608,0.3527,f8e7,c5d4,c5d4,c5d4,38.0,0.3772,-0.0245,False
r4rk1/1bqnbppp/pp1ppn2/2pP4/P3P3/2P2N1P/1PB2PP1/RNBQR1K1 b - - 0 12,24,?,c5c4,-40,35,c5c4,0.029,0.0218,0.0164,0.0158,e6d5,e6d5,e6d5,e6d5,35.0,0.029,-0.0132,False
r4rk1/1bqnb1pp/pp1ppn2/8/P1p1P3/2P2N1P/1PB1QPP1/RNB1R1K1 b - - 1 14,28,?,d7c5,-21,7,d7c5,0.0724,0.0923,0.1079,0.1157,d6d5,e6e5,e6e5,e6e5,12.0,0.1157,0.0433,False
r4rk1/1bq1b1pp/p2ppn2/1pn1P3/P1p5/2P2N1P/1PBNQPP1/R1B1R1K1 b - - 0 16,32,?,d6e5,-28,9,d6e5,0.6918,0.6785,0.6719,0.5934,d6e5,d6e5,d6e5,d6e5,0.0,0.6918,-0.0984,False
r4rk1/1bq3pp/p2bpn2/1Pn1N3/2p5/2P4P/1PBNQPP1/R1B1R1K1 b - - 0 18,36,?,d6e5,9,9,a6b5,0.0908,0.0874,0.0529,0.0229,a6b5,a6b5,a6b5,a6b5,9.0,0.0908,-0.0679,False
r5k1/1bq3pp/3bpn2/1pn5/2p3N1/2P4P/1PBNQPP1/2B1R1K1 b - - 1 20,40,?,a8f8,-10,4,f6g4,0.0512,0.0759,0.0924,0.0845,f6g4,f6g4,f6g4,f6g4,0.0,0.0924,0.0333,False
r5k1/1bq3pp/4p3/1pn5/2p3Q1/2P4P/1PBN1PPb/2B1RK2 b - - 2 22,44,?,a8f8,-28,2,c7f7,0.2454,0.347,0.376,0.3212,a8f8,a8f8,a8f8,a8f8,0.0,0.376,0.0758,False
r5k1/1b3qp1/4p3/1pn4p/2pQ4/2P2N1P/1PB2PPb/2B1RK2 b - - 1 24,48,?,c5b3,-39,94,c5b3,0.0287,0.015,0.0098,0.0108,b7f3,b7f3,b7f3,b7f3,108.0,0.0287,-0.0179,True
r5k1/5qp1/4p3/1p5p/2pQ4/1BP2P1P/1P3P1b/2B1RK2 b - - 0 26,52,?,c4b3,-14,338,c4b3,0.806,0.8179,0.8142,0.7872,c4b3,c4b3,c4b3,c4b3,0.0,0.8179,-0.0188,False
6k1/5qp1/4Q3/1p5p/r7/1pP2P1P/1P3P1b/2B1RK2 b - - 0 28,56,?,f7e6,-7,14,f7e6,0.7499,0.7088,0.6468,0.532,f7e6,f7e6,f7e6,f7e6,0.0,0.7499,-0.2179,False
8/5kp1/1R6/1p5p/r7/1pP2P1P/1P3P1b/2B2K2 b - - 2 30,60,?,a4a1,-8,3,a4a1,0.7798,0.7592,0.7234,0.6769,a4a1,a4a1,a4a1,a4a1,0.0,0.7798,-0.1029,False
8/5kp1/1R6/1p5p/8/1pP2P1P/1P3P1K/2r5 b - - 0 32,64,?,c1c2,-10,1,c1c2,0.6866,0.8098,0.8794,0.9014,c1c2,c1c2,c1c2,c1c2,0.0,0.9014,0.2148,False
8/5kp1/8/1R5p/8/1pP2PKP/1r3P2/8 b - - 0 34,68,?,b2b1,-15,5,b2b1,0.2467,0.2799,0.3981,0.5034,g7g6,g7g6,b2b1,b2b1,0.0,0.5034,0.2567,False
r2qk2r/pp1bbppp/2Bppn2/2p5/4P3/1P1P4/PBP1NPPP/RN1Q1RK1 b kq - 0 8,16,?,d7c6,3,98,d7c6,0.9677,0.969,0.9543,0.9494,d7c6,d7c6,d7c6,d7c6,0.0,0.969,-0.0183,False
r2qk2r/p3bppp/2bppn2/1pp5/4P3/1P1P4/PBPNNPPP/R3QRK1 b kq - 1 10,20,?,e8g8,39,14,a7a5,0.546,0.5323,0.5665,0.5845,e8g8,e8g8,e8g8,e8g8,0.0,0.5845,0.0385,False
r2qk2r/4bppp/2bppn2/p1p5/P3P3/3P4/1BPNNPPP/R3QRK1 b kq - 0 12,24,?,e8g8,33,13,a8b8,0.5412,0.5095,0.5142,0.4564,e8g8,e8g8,e8g8,e8g8,0.0,0.5412,-0.0848,False
1r1q1rk1/4bppp/2bppn2/p1p5/P1N1P3/2BP4/2P1NPPP/R3QRK1 b - - 4 14,28,?,b8a8,-23,1,d6d5,0.3778,0.4273,0.4584,0.4972,d6d5,b8a8,b8a8,b8a8,0.0,0.4972,0.1194,False
br1q1rk1/4bppp/4pn2/N1pp4/P3P3/2BP1P2/2P1N1PP/R3QRK1 b - - 0 16,32,?,f8e8,-9,10,c5c4,0.0042,0.0033,0.0022,0.0031,d5d4,d5d4,d5d4,d5d4,99.0,0.0042,-0.0011,False
br1q1rk1/3nbppp/4p3/N2pP3/P1pP4/2B2P2/2P1N1PP/R3QRK1 b - - 0 18,36,?,b8b6,43,6,d8c8,0.0119,0.0113,0.0125,0.0138,f7f6,f7f6,d8c7,d8c7,-4.0,0.0138,0.0019,False
br3rk1/3nbppp/q3p3/N2pP3/P1pP4/2B2P2/2PQN1PP/RR4K1 b - - 4 20,40,?,b8b6,46,9,f8c8,0.0171,0.0253,0.0535,0.0802,b8b1,b8b1,b8b1,h7h6,10.0,0.0802,0.0631,False
brrb2k1/3n1ppp/q3p3/N2pP3/P1pP4/2B2P2/2PQN1PP/RR4K1 b - - 8 22,44,?,d7f8,54,8,b8b1,0.0148,0.0191,0.0263,0.0358,b8b1,b8b1,b8b1,b8b1,17.0,0.0358,0.021,False
br1b2k1/3n1ppp/q3p3/N2pP3/P1pP4/2B2P2/2PQN1PP/R5K1 b - - 2 24,48,?,b8b6,180,28,b8b6,0.0051,0.0056,0.0069,0.0074,h7h6,h7h6,h7h6,h7h6,35.0,0.0074,0.0023,False
b2b2k1/q2n1ppp/1r2p3/N2pP3/P1pP3P/2B2PP1/2PQN3/R5K1 b - - 0 26,52,?,b6a6,258,45,b6a6,0.4759,0.6079,0.7257,0.799,b6a6,b6a6,b6a6,b6a6,0.0,0.799,0.3231,False
b2b2k1/q2n1ppp/r3p3/3pP3/P2P3P/1PB2PP1/3QN3/R5K1 b - - 0 28,56,?,d7e5,305,75,a6c6,0.0473,0.0881,0.1466,0.1665,d8b6,d8b6,d8b6,a8c6,81.0,0.1665,0.1192,False
b2b2k1/q4ppp/1nr1p3/1P1pP3/P2P3P/2B2PP1/3QN3/R5K1 b - - 0 30,60,?,b6c4,173,1,c6c4,0.1436,0.1202,0.0997,0.0659,c6c4,c6c4,c6c4,c6c4,70.0,0.1436,-0.0777,False
b2b2k1/q2n1ppp/1P2p3/P2pP3/2rP3P/2B2PP1/3QN3/R5K1 b - - 0 32,64,?,a7a6,192,66,a7b8,0.609,0.6986,0.7116,0.6517,a7a6,a7a6,a7a6,a7a6,0.0,0.7116,0.0427,False
1q1b2k1/3n1ppp/1Pb1p3/P2pP3/2rP3P/2B2PP1/1Q2N3/1R4K1 b - - 4 34,68,?,h7h6,138,7,h7h6,0.0297,0.0277,0.0216,0.0188,c4a4,c4a4,c4a4,c4a4,145.0,0.0297,-0.0109,True
r1bqkb1r/1p2pppp/p1n5/3n4/3P4/2N2N1P/PP3PP1/R1BQKB1R b KQkq - 0 8,16,?,c8f5,0,11,g7g6,0.2661,0.3895,0.5374,0.5899,c8f5,c8f5,c8f5,c8f5,0.0,0.5899,0.3238,False
r2qkb1r/1p2pp1p/p1n1b1p1/3n2N1/3P4/1QN4P/PP3PP1/R1B1KB1R b KQkq - 3 10,20,?,c6d4,86,5,c6d4,0.2797,0.3239,0.3945,0.4278,c6d4,c6d4,c6d4,c6d4,0.0,0.4278,0.1481,False
r2qkb1r/1p2pp1p/p1n1N1p1/3n4/Q7/2N4P/PP3PP1/R1B1KB1R b KQkq - 0 12,24,?,f7e6,86,419,f7e6,0.9243,0.941,0.9448,0.931,f7e6,f7e6,f7e6,f7e6,0.0,0.9448,0.0067,False
r2qk2r/1p2p1bp/p1n1p1p1/3n4/4Q3/2N4P/PP1B1PP1/R3KB1R b KQkq - 3 14,28,?,h8f8,123,10,d5c3,0.005,0.0019,0.0007,0.0003,d8d6,d8d6,d8d6,d8d6,30.0,0.005,-0.0047,False
r2qk2r/1p2p2p/p1n1p1p1/8/4Q3/2P4P/P4PP1/R3KB1R b KQkq - 0 16,32,?,d8d5,100,28,d8d5,0.151,0.2226,0.3694,0.5561,d8a5,d8d5,d8d5,d8d5,0.0,0.5561,0.4051,False
r3k2r/1p2p2p/p1n1p1p1/4Q3/8/2P4P/P4PP1/R3KB1R b KQkq - 0 18,36,?,c6e5,80,750,c6e5,0.9993,0.9998,0.9998,0.9999,c6e5,c6e5,c6e5,c6e5,0.0,0.9999,0.0006,False
r4rk1/1p2p2p/p3p1p1/4n3/8/2P2P1P/P5P1/2KR1B1R b - - 0 20,40,?,a8c8,148,12,a8c8,0.3872,0.4401,0.5345,0.5344,a8c8,a8c8,a8c8,a8c8,0.0,0.5345,0.1472,False
5rk1/1p2p2p/p3p1p1/2r1n3/8/2P2P1P/PK2B1P1/3R3R b - - 4 22,44,?,g8f7,143,3,f8c8,0.0023,0.0025,0.003,0.0051,f8c8,f8c8,f8c8,f8c8,-15.0,0.0051,0.0028,False
6k1/1p2p2p/p1r1p1p1/2r1n3/8/2P2P1P/PK2B1P1/2RR4 b - - 8 24,48,?,g8g7,178,4,g8f7,0.0243,0.0309,0.0329,0.0411,c6b6,c6b6,c6b6,c6b6,6.0,0.0411,0.0168,False
3R4/1p2pk1p/pr2p1p1/2r1n3/8/2P2P1P/P1K1B1P1/2R5 b - - 12 26,52,?,e5c6,275,70,e5c6,0.2792,0.3296,0.3652,0.3563,e5c6,e5c6,e5c6,e5c6,0.0,0.3652,0.0771,False
8/1p1Rpk1p/pr2p1p1/2r5/1n6/2P2P1P/P2KB1P1/2R5 b - - 16 28,56,?,b4d5,410,215,b4a2,0.0808,0.1096,0.1455,0.1697,b4a2,b4a2,b4a2,b4a2,265.0,0.1697,0.0889,False
8/1p1Rpk1p/pr2p1p1/2r5/8/2R2P1P/3KB1P1/8 b - - 0 30,60,?,c5c3,-58,9,b6b2,0.3458,0.3161,0.2581,0.214,c5c3,c5c3,c5d5,b6b2,82.0,0.3458,-0.1318,False
8/1p1Rpk1p/p3p1p1/8/8/2K2P1P/1r2B1P1/8 b - - 0 32,64,?,b2e2,441,556,b2e2,0.9321,0.9589,0.9747,0.9823,b2e2,b2e2,b2e2,b2e2,0.0,0.9823,0.0502,False
8/1R2pk1p/p3p1p1/8/8/3K1P1P/6r1/8 b - - 1 34,68,?,a6a5,481,36,g2g5,0.0483,0.0356,0.034,0.0345,g2g3,g2g3,g2g3,g2g3,60.0,0.0483,-0.0138,False
1rbqkb1r/p1p2ppp/2n1pn2/1p6/2pP4/5NP1/PPQ1PPBP/RNBR2K1 b k - 1 8,16,?,c6b4,78,60,c6b4,0.2215,0.2122,0.1852,0.1581,c6b4,c6b4,c8b7,c8b7,60.0,0.2215,-0.0634,False
1r1qkb1r/pbp2ppp/4pn2/1p6/1npP4/2N2NP1/PP1QPPBP/R1BR2K1 b k - 5 10,20,?,a7a6,52,18,f8e7,0.1333,0.251,0.4265,0.5166,b7f3,a7a6,a7a6,a7a6,0.0,0.5166,0.3833,False
1r1qk2r/p1p1bppp/4pn2/1p6/1npP4/P1N2BP1/1P1QPP1P/R1BR2K1 b k - 0 12,24,?,b4d5,-50,250,b4d5,0.6288,0.7309,0.8194,0.9066,b4d5,b4d5,b4d5,b4d5,0.0,0.9066,0.2778,False
1r1qk2r/p1p1bppp/4pn2/1p6/2pPP3/P1P2BP1/3Q1P1P/R1BR2K1 b k - 0 14,28,?,e8g8,3,2,e8g8,0.5527,0.6311,0.695,0.7494,e8g8,e8g8,e8g8,e8g8,0.0,0.7494,0.1967,False
1r1q1rk1/p3bppp/4pn2/1ppP4/2p1P3/P1P2BP1/2Q2P1P/R1BR2K1 b - - 0 16,32,?,e6e5,-17,9,e6e5,0.1002,0.117,0.1107,0.1292,e6d5,e6d5,e6d5,e6d5,81.0,0.1292,0.029,False
1r1q1rk1/p3bpp1/5B1p/1ppPp3/2p1P3/P1P2BP1/2Q2P1P/R2R2K1 b - - 0 18,36,?,e7f6,-25,202,e7f6,0.9915,0.9954,0.9928,0.9707,e7f6,e7f6,e7f6,e7f6,0.0,0.9954,-0.0208,False
3q1rk1/p2P1pp1/1r3b1p/1pp1p3/2p1P3/P1P2BP1/2Q2P1P/R2R2K1 b - - 0 20,40,?,g7g6,-28,0,f6e7,0.0091,0.0075,0.0082,0.0173,f6e7,f6e7,f6e7,f6e7,28.0,0.0173,0.0082,False
5rk1/p1qPbpp1/1r5p/1ppRp3/2p1P1B1/P1P3P1/2Q2P1P/R5K1 b - - 4 22,44,?,g7g6,-21,13,b6d6,0.0277,0.0183,0.0155,0.0254,b6d6,f8d8,f8d8,f8d8,3.0,0.0277,-0.0023,False
5rk1/p1qPbpp1/7p/1ppRp3/2p1P1B1/P1P3P1/2Q2P1P/6K1 b - - 0 24,48,?,g7g6,9,10,a7a5,0.0631,0.046,0.0437,0.0674,f8d8,f8d8,f8d8,f8d8,14.0,0.0674,0.0043,False
5rk1/2qPbpp1/7p/p1pRp3/1pp1P3/P1P3P1/4BP1P/1Q4K1 b - - 1 26,52,?,f8d8,-10,25,f8d8,0.4931,0.6533,0.7341,0.7508,f8d8,f8d8,f8d8,f8d8,0.0,0.7508,0.2577,False
3r2k1/2qPbpp1/7p/p1pRp3/2B1P3/P1p3P1/5P1P/3Q2K1 b - - 0 28,56,?,c3c2,0,23,e7f6,0.0277,0.0207,0.0164,0.0126,e7g5,g8f8,g8f8,g8f8,71.0,0.0277,-0.0151,False
3r2k1/2qP1pp1/5b1p/p1pRp3/2B1P2P/P5P1/2Q2P2/6K1 b - - 0 30,60,?,d8d7,-147,128,d8d7,0.7685,0.781,0.7563,0.6626,d8d7,d8d7,d8d7,d8d7,0.0,0.781,-0.1059,False
6k1/2q2pp1/5b1p/p1pBp3/4P2P/PQ4P1/5P2/6K1 b - - 0 32,64,?,g7g6,0,0,h6h5,0.0626,0.0733,0.111,0.1945,g7g5,f6e7,f6e7,g7g6,0.0,0.1945,0.1319,False
6k1/2q2p2/5bp1/pQpBp2p/4P2P/P5P1/5PK1/8 b - - 1 34,68,?,c5c4,0,0,g8g7,0.0333,0.0233,0.0182,0.0145,f6e7,g8g7,g8g7,g8g7,0.0,0.0333,-0.0188,False
r1bqk2r/p3ppbp/2p2np1/2pp4/8/1P1P2P1/PBP1PPBP/RN1QK2R b KQkq - 0 8,16,?,h7h5,-17,10,e8g8,0.0021,0.0019,0.0018,0.0026,e8g8,e8g8,e8g8,e8g8,18.0,0.0026,0.0005,False
r1bqr1k1/p3ppbp/2p2np1/2pp4/8/1P1P1NP1/PBP1PPBP/R2QK2R b KQ - 4 10,20,?,f6d7,-19,2,c8g4,0.0194,0.0208,0.0219,0.0222,e7e5,e7e5,c8g4,d8c7,7.0,0.0222,0.0028,False
r1q1r1k1/p3ppbp/2p2np1/2pp4/6N1/1P1P2P1/PBP1PPBP/R2QK2R b KQ - 0 12,24,?,f6g4,-25,10,f6g4,0.5282,0.4001,0.3148,0.2179,f6g4,c8g4,c8g4,c8g4,7.0,0.5282,-0.3103,False
r1q1r3/p3ppkp/2p3p1/2pp4/6n1/1P1P2P1/P1P1PPBP/R2Q1RK1 b - - 1 14,28,?,g4f6,-25,8,e7e5,0.0675,0.1245,0.1537,0.1177,e7e5,e7e5,e7e5,e7e5,3.0,0.1537,0.0502,False
r1q1r3/p4pkp/2p2np1/2pPp3/8/1P1P2P1/P3PPBP/R2Q1RK1 b - - 0 16,32,?,c6d5,-27,262,c6d5,0.9331,0.9536,0.9773,0.9878,c6d5,c6d5,c6d5,c6d5,0.0,0.9878,0.0547,False
r3r3/p4pkp/q4np1/2Rpp3/8/1P1P2P1/P3PPBP/3Q1RK1 b - - 0 18,36,?,a6a2,-38,33,a6a2,0.6618,0.6966,0.7241,0.7889,a6a2,a6a2,a6a2,a6a2,0.0,0.7889,0.1271,False
2R1r3/p4pkp/5np1/3Bp3/8/1P1P2P1/q3PP1P/3Q1RK1 b - - 0 20,40,?,e8c8,-200,332,e8c8,0.9926,0.9961,0.9978,0.9985,e8c8,e8c8,e8c8,e8c8,0.0,0.9985,0.0059,False
2r5/5pkp/5np1/p3p3/2B5/1P1P2P1/q3PP1P/Q4RK1 b - - 1 22,44,?,a2a1,-211,154,a2e2,0.1514,0.1403,0.0951,0.0697,a2e2,a2e2,a2e2,a2e2,183.0,0.1514,-0.0817,False
2r5/5pkp/5np1/p3Q3/2B5/1P1P1qP1/5P1P/4R1K1 b - - 0 24,48,?,h7h5,-245,23,c8e8,0.0193,0.0226,0.0312,0.058,c8e8,c8e8,c8e8,c8e8,92.0,0.058,0.0387,False
8/5pkp/5np1/p7/2B5/1P1P1qP1/5P1P/4Q1K1 b - - 0 26,52,?,f3f5,-152,64,h7h5,0.0738,0.0976,0.1312,0.1599,f6g4,f6g4,f6g4,f6g4,230.0,0.1599,0.0861,False
8/5pk1/5np1/p6p/2B5/1P1PQ1P1/5PKP/3q4 b - - 3 28,56,?,h5h4,-123,116,h5h4,0.025,0.0285,0.0392,0.0626,f6g4,f6g4,f6g4,f6g4,316.0,0.0626,0.0376,False
8/5Qk1/6p1/p7/2B3np/1P1P2P1/5PKP/3q4 b - - 0 30,60,?,g7h6,-573,1426,g7h6,0.989,0.9872,0.9856,0.9793,g7h6,g7h6,g7h6,g7h6,0.0,0.989,-0.0097,False
7Q/8/6p1/p6k/2B3np/1P1P2P1/5PKP/3q4 b - - 4 32,64,?,g4h6,-494,1503,g4h6,0.4726,0.57,0.5895,0.5545,h5g5,g4h6,g4h6,g4h6,0.0,0.5895,0.0819,False
4Q3/8/7n/p5pk/2B4p/1P1P2P1/5PKP/3q4 b - - 1 34,68,?,h5g4,-1998,0,h5g4,0.9796,0.9809,0.9793,0.9791,h5g4,h5g4,h5g4,h5g4,0.0,0.9809,-0.0005,False
rnbq1rk1/ppp1bppp/4pn2/8/2PPN3/P4N2/1PQ2PPP/R1B1KB1R b KQ - 0 8,16,?,f6e4,-43,16,f6e4,0.6013,0.4836,0.3274,0.1717,f6e4,f6e4,f6e4,b7b6,191.0,0.6013,-0.4296,False
r1bq1rk1/pppnbppp/4p3/8/2PPQ3/P2B1N2/1P3PPP/R1B1K2R b KQ - 2 10,20,?,g7g6,-98,4,d7f6,0.1759,0.1049,0.0575,0.0508,d7f6,d7f6,d7f6,d7f6,10.0,0.1759,-0.1251,False
r1bq1rk1/pp2bppp/4pn2/2P5/2P5/P2B1N2/1P2QPPP/R1B1K2R b KQ - 0 12,24,?,e7c5,-52,13,e7c5,0.97,0.9778,0.9781,0.9539,e7c5,e7c5,e7c5,e7c5,0.0,0.9781,-0.0161,False
r1bq1rk1/pp2bppp/4pn2/8/1PP5/P2B1N2/4QPPP/R1B2RK1 b - - 2 14,28,?,b7b6,-68,7,a7a5,0.3327,0.4541,0.5385,0.6517,b7b6,b7b6,b7b6,b7b6,0.0,0.6517,0.319,False
r1bq1rk1/1p2bppp/4pn2/8/1PP5/3B1N2/3BQPPP/R4RK1 b - - 0 16,32,?,a8a1,-76,18,a8a1,0.9387,0.937,0.9054,0.854,a8a1,a8a1,a8a1,a8a1,0.0,0.9387,-0.0847,False
2b2rk1/1pq1bppp/4pn2/8/1PP5/2BB1N2/4QPPP/R5K1 b - - 2 18,36,?,b7b6,-71,10,b7b5,0.2295,0.2994,0.3423,0.2937,b7b6,b7b6,b7b6,c8d7,35.0,0.3423,0.0642,False
5rk1/1bq1bppp/4pn2/1pP1B3/1P6/3B1N2/4QPPP/R5K1 b - - 2 20,40,?,b7f3,-217,70,c7c6,0.085,0.1127,0.1358,0.1264,c7c6,c7c6,c7c6,c7c6,67.0,0.1358,0.0414,False
3r2k1/1b2bppp/2q1pn2/1pP1B3/1P6/3B1N1P/4QPP1/3R2K1 b - - 0 22,44,?,f6e8,-212,40,h7h6,0.0044,0.0044,0.0041,0.0043,b7a6,b7a6,b7a6,b7a6,51.0,0.0044,-0.0001,False
3r2k1/1b2bpp1/2q1p2p/1BP1B3/1P2n3/5N1P/3RQPP1/6K1 b - - 0 24,48,?,c6c8,-323,62,d8d2,0.4768,0.4552,0.3908,0.3497,c6c8,c6c8,d8d2,d8d2,81.0,0.4768,-0.1271,False
6k1/1b2bpp1/2B1p2p/2P1B3/1P6/2n4P/3NQPP1/6K1 b - - 0 26,52,?,c3e2,-153,568,c3e2,0.9825,0.9933,0.9976,0.999,c3e2,c3e2,c3e2,c3e2,0.0,0.999,0.0165,False
6k1/4bpp1/2b1p2p/2P1B3/1P6/7P/3NKPP1/8 b - - 0 28,56,?,g8f8,-148,41,c6b5,0.0593,0.0942,0.1142,0.1339,c6g2,c6g2,c6g2,c6g2,188.0,0.1339,0.0746,False
6k1/4b1p1/3Bpp1p/1bP5/1P6/4K2P/3N1PP1/8 b - - 1 30,60,?,e7d8,-229,21,e7d8,0.5514,0.6107,0.646,0.6724,e7d8,e7d8,e7d8,e7d8,0.0,0.6724,0.121,False
3b2k1/6p1/3B1p1p/1bP1p3/1P6/2N1K2P/5PP1/8 b - - 1 32,64,?,b5f1,-338,24,b5c6,0.1354,0.1388,0.1514,0.1783,b5c6,b5c6,b5c6,b5c6,52.0,0.1783,0.0429,False
3b4/5kp1/2bB1p1p/1PP1p3/8/2N1KP1P/6P1/8 b - - 0 34,68,?,c6e8,-375,79,c6a8,0.0548,0.0499,0.0466,0.0501,c6b7,c6a8,c6a8,c6a8,134.0,0.0548,-0.0047,False
r1bqkb1r/1p3ppp/p1np1n2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R b KQkq - 3 8,16,?,b7b5,-41,13,f8e7,0.3011,0.5695,0.7524,0.9523,f8e7,b7b5,b7b5,b7b5,0.0,0.9523,0.6512,False
r2qk2r/1p2bppp/p1np1n2/4p1B1/2N1P1b1/2N2P2/PPP3PP/R2QKB1R b KQkq - 0 10,20,?,g4e6,-22,136,g4e6,0.4692,0.5096,0.5738,0.7807,g4e6,g4e6,g4e6,g4e6,0.0,0.7807,0.3115,False
r2qk2r/1p2bppp/p2pbn2/4p1B1/2NnP3/2N2P2/PPPQ2PP/2KR1B1R b kq - 4 12,24,?,a8c8,164,23,e8g8,0.0736,0.096,0.1435,0.1893,e8g8,b7b5,b7b5,b7b5,14.0,0.1893,0.1157,False
r2q1rk1/1p2bpp1/p2pbB1p/4p3/2NnP3/2N2P2/PPPQ2PP/1K1R1B1R b - - 0 14,28,?,e7f6,3,248,e7f6,0.972,0.9775,0.9486,0.8145,e7f6,e7f6,e7f6,e7f6,0.0,0.9775,-0.1575,False
r2q1rk1/1p3pp1/p2pb2p/4p1b1/3nP3/2N1NPP1/PPPQ3P/1K1R1B1R b - - 0 16,32,?,d4f3,154,61,d4f3,0.6113,0.621,0.5704,0.4687,d4f3,d4f3,d4f3,d4f3,0.0,0.621,-0.1426,False
r2q1rk1/1p3pp1/p2pb2p/4p3/4P3/2N1QnP1/PPP4P/1K1R1B1R b - - 0 18,36,?,f3d4,149,109,f3d4,0.5809,0.6015,0.6438,0.7072,f3d4,f3d4,f3d4,f3d4,0.0,0.7072,0.1263,False
r2q1rk1/1p3pp1/p2p3p/4p3/3nP1b1/2NBQ1P1/PPPR3P/1K5R b - - 4 20,40,?,g4e6,84,18,b7b5,0.0516,0.0651,0.0764,0.1011,b7b5,b7b5,b7b5,b7b5,7.0,0.1011,0.0495,False
r2q1rk1/5pp1/p2pb2p/1p1Np3/3nP3/2PBQ1P1/PP1R3P/1K5R b - - 0 22,44,?,d4c6,96,89,d4c6,0.8765,0.8943,0.8937,0.8714,d4c6,d4c6,d4c6,d4c6,0.0,0.8943,-0.0051,False
r4rk1/5pp1/p1npb2p/qp1Np3/4P3/2P1Q1P1/PP1RB2P/1K1R4 b - - 4 24,48,?,f8b8,85,1,a8b8,0.0102,0.0122,0.014,0.0179,b5b4,b5b4,b5b4,b5b4,121.0,0.0179,0.0077,True
1r3rk1/5pp1/p1npb2p/1p2p3/qN2P3/P1P1Q1P1/1P1RB2P/1K1R4 b - - 2 26,52,?,c6b4,378,275,c6b4,0.8053,0.8781,0.9156,0.9269,c6b4,c6b4,c6b4,c6b4,0.0,0.9269,0.1216,False
1r3rk1/5pp1/3pb2p/Pp2p3/q3P3/P3Q1P1/1P1RB2P/1K1R4 b - - 0 28,56,?,b5b4,494,194,b5b4,0.2336,0.2768,0.3524,0.4371,a4a5,a4a5,a4a5,a4a5,347.0,0.4371,0.2035,False
1r3rk1/5pp1/3p3p/P3p3/qp2P3/Pb1RQ1P1/1P2B2P/K2R4 b - - 3 30,60,?,b4a3,833,438,b4a3,0.2186,0.2031,0.1969,0.2068,b3d1,b3d1,b3d1,b3d1,541.0,0.2186,-0.0118,False
r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 2 8,16,?,e8g8,-31,21,e8g8,0.6963,0.8671,0.9342,0.9681,e8g8,e8g8,e8g8,e8g8,0.0,0.9681,0.2718,False
r1bqnrk1/ppppbppp/8/3PR3/8/8/PPP2PPP/RNBQ1BK1 b - - 0 10,20,?,e7c5,-31,1,e7c5,0.0265,0.0221,0.0281,0.0336,d7d6,d7d6,d7d6,d7d6,8.0,0.0336,0.0071,False
r1bqnrk1/ppp2ppp/3p4/2bP4/8/2N5/PPP2PPP/R1BQRBK1 b - - 1 12,24,?,h7h6,-34,1,c8f5,0.0104,0.0072,0.0089,0.0158,d8f6,d8f6,e8f6,e8f6,53.0,0.0158,0.0054,False
r3nrk1/ppp2ppp/3p4/2bP1b2/7q/2NB2P1/PPP2P1P/R1BQR1K1 b - - 0 14,28,?,h4f6,-28,12,h4h3,0.2768,0.312,0.3161,0.2753,h4h3,h4f6,h4f6,h4h3,56.0,0.3161,-0.0015,False
r3nrk1/ppp2ppp/3p4/3P1b2/8/2N3Pq/PPP2K1P/R1BQRB2 b - - 0 16,32,?,h3h2,-57,455,h3h2,0.9784,0.9872,0.9908,0.9931,h3h2,h3h2,h3h2,h3h2,0.0,0.9931,0.0147,False
r3nrk1/ppp2ppp/3p4/3P4/8/2N3Pb/PPP2KBq/R1BQ2R1 b - - 3 18,36,?,e8f6,-62,204,e8f6,0.8356,0.8909,0.9117,0.9182,e8f6,e8f6,e8f6,e8f6,0.0,0.9182,0.0826,False
r4rk1/ppp2ppp/3p4/3P2B1/6Q1/2N3Pb/PPP2KBq/R5R1 b - - 0 20,40,?,h3g4,-57,71,h3g4,0.9337,0.9597,0.9694,0.9741,h3g4,h3g4,h3g4,h3g4,0.0,0.9741,0.0404,False
r4rk1/ppp2ppp/3p4/3P2B1/6b1/2N3P1/PPP2KB1/7R b - - 0 22,44,?,f8e8,-58,2,a8e8,0.0907,0.0806,0.0933,0.1242,a8e8,f7f6,f7f6,f7f6,73.0,0.1242,0.0335,False
4rrk1/ppp2pp1/3p3p/3P4/4B1b1/2N1B1P1/PPP2K2/7R b - - 1 24,48,?,e8e7,-41,38,e8e7,0.0601,0.0421,0.0288,0.0183,f7f5,f7f5,f7f5,f7f5,99.0,0.0601,-0.0418,False
