fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,sim,margin
4r1k1/Q4pp1/5qp1/1pBpp3/p2P2P1/P3P2P/1Pr2PK1/5R2 b - - 2 34,68,E2025-10_256,f6c6,390,36,e5e4,0.0015,0.0013,0.0013,0.0018,e5d4,e5d4,e5d4,e5d4,187.0,0.0018,0.0003,True,elite,03_elite_bands2,2514,2466,2466,False,True,4,0.6723,0.1204
2r5/5p1p/4ppk1/1p6/1Pb5/P3BP2/1P3KPP/2R5 b - - 0 28,56,E2025-10_259,c8c6,-50,5,c8d8,0.0162,0.0234,0.0273,0.0252,g6f5,g6f5,c8d8,c8d8,102.0,0.0273,0.009,True,elite,03_elite_bands2,2411,2527,2527,False,True,5,0.6036,0.2567
r1b2k2/4b1q1/p1n1pr2/2pp2N1/6QP/2NP4/PP3PP1/2K1R2R b - - 12 22,44,E2025-10_261,f8g8,316,2,c6b4,0.0027,0.0028,0.0027,0.0033,f6f2,e6e5,e6e5,e6e5,166.0,0.0033,0.0006,True,elite,03_elite_bands2,2779,2621,2621,False,True,4,0.5628,0.0334
r3r1k1/2pn1pp1/1qppb2p/2b1p2N/p1P1P3/3P1N1P/PPQBRPPK/4R3 b - - 8 20,40,E2025-10_263,g7g6,69,40,f7f6,0.0455,0.0254,0.0142,0.013,c5f2,c5f2,c5f2,c5f2,356.0,0.0455,-0.0325,True,elite,03_elite_bands2,2952,3039,3039,False,True,2,0.6733,0.1241
q3r1k1/4bppp/4b3/1Q1p4/2nN1B2/p1P1P2P/5PP1/2RR2K1 b - - 3 24,48,E2025-10_264,e7f8,-149,4,e7f8,0.0013,0.0021,0.0042,0.0127,a3a2,a3a2,a3a2,a3a2,235.0,0.0127,0.0114,True,elite,03_elite_bands2,2999,2658,2658,True,False,2,0.5213,0.0314
rnr5/1b2qpbk/p1p1p1p1/1p2N2p/P1pPPBPP/2P1QB2/5P2/1R1R2K1 b - - 0 20,40,E2025-10_269,c8g8,-144,6,h5g4,0.0119,0.012,0.0086,0.0071,e7h4,e7h4,e7h4,e7h4,197.0,0.012,-0.0048,True,elite,03_elite_bands2,2644,2674,2674,False,True,2,0.651,0.0473
1rbq1rk1/1p1n1ppp/p1n1p3/2bpP3/3N1P1P/P1N1B3/1PPQ2P1/2KR1B1R b - - 0 12,24,E2025-10_270,c5d4,-61,1,c5d4,0.0366,0.042,0.0404,0.0291,b7b5,b7b5,b7b5,b7b5,459.0,0.042,-0.0075,True,elite,03_elite_bands2,2831,2728,2728,True,False,3,0.7208,0.1804
2b2rk1/3n1ppp/p1n1p3/3pP3/1r3P1P/qPN4R/2PQ2P1/1K1R1BB1 b - - 0 18,36,E2025-10_270,c8b7,-76,9,c8b7,0.0356,0.0384,0.0402,0.0412,c6a5,c6a5,c6a5,c6a5,173.0,0.0412,0.0056,True,elite,03_elite_bands2,2831,2728,2728,True,False,2,0.6472,0.1293
r5k1/1b1n1ppp/p1n1p3/3pP3/1r3P1P/qP2B2R/N1PQ2P1/1K1R1B2 b - - 4 20,40,E2025-10_270,a8c8,-131,19,d5d4,0.0105,0.0068,0.0056,0.0048,b4a4,b4a4,b4a4,b4a4,311.0,0.0105,-0.0057,True,elite,03_elite_bands2,2831,2728,2728,False,True,2,0.5595,0.0432
2rqr1k1/3nbppp/bpp1pn2/p7/2NPPB2/1PN3P1/2Q2PBP/R2R2K1 b - - 4 16,32,E2025-10_271,h7h6,-21,1,d7f8,0.0299,0.0287,0.0338,0.0428,a6c4,a6c4,a6c4,a6c4,107.0,0.0428,0.0129,True,elite,03_elite_bands2,2622,2789,2789,False,True,3,0.6943,0.0524
5rk1/pp1b2p1/4p2p/3pP2P/2p2PB1/PnP1q2N/RP1b3K/3Q1R2 b - - 3 24,48,E2025-10_272,e3c5,179,3,d5d4,0.002,0.0017,0.0012,0.0009,b3c1,b3c1,b3c1,b3c5,313.0,0.002,-0.0011,True,elite,03_elite_bands2,2673,2716,2716,False,True,0,0.6495,0.1327
r1r3k1/3n1ppp/5q2/1N1pp3/8/1Np1P1B1/PbQ2PPP/1R1R2K1 b - - 1 20,40,E2025-10_273,f6c6,4,70,f6g6,0.022,0.0221,0.0231,0.0244,a8a2,a8a2,a8a2,a8a2,292.0,0.0244,0.0024,True,elite,03_elite_bands2,2659,2827,2827,False,True,7,0.7161,0.2463
2k5/p1p3p1/2p1rpn1/2b4p/2P3qP/P5P1/1PQ2PB1/1RB2K2 b - - 3 26,52,E2025-10_279,e6d6,30,30,e6d6,0.0408,0.0425,0.0361,0.0217,g6e5,g6e5,g6e5,g6e5,160.0,0.0425,-0.0191,True,elite,03_elite_bands2,3060,2978,2978,True,False,2,0.4506,0.0138
2k5/p1p3p1/2pr1pn1/7p/2P3qP/P5P1/1PQB1KB1/1R6 b - - 0 28,56,E2025-10_279,d6d2,26,251,d6d2,0.0139,0.0106,0.0093,0.0095,g6e5,g6e5,g6e5,g6e5,287.0,0.0139,-0.0044,True,elite,03_elite_bands2,3060,2978,2978,True,False,7,0.6972,0.3008
k2rr3/p2q1p2/2p5/1pNpPbpp/B4P2/P1Q5/1P3BPP/5K1R b - - 3 26,52,E2025-10_282,d5d4,-56,99,d7c7,0.0361,0.0265,0.026,0.0258,d7c7,d7c8,d7c8,d7c8,183.0,0.0361,-0.0103,True,elite,03_elite_bands2,2676,2622,2622,False,True,7,0.6042,0.2155
4r1k1/3b1pp1/1q1p4/2bp3p/p2Nr3/P1B1P1PP/1P1R1PQ1/2R4K b - - 0 24,48,E2025-10_284,b6c7,-41,13,h5h4,0.0104,0.0102,0.0072,0.004,h5h4,h5h4,h5h4,h5h4,120.0,0.0104,-0.0064,True,elite,03_elite_bands2,2723,2634,2634,False,True,2,0.5414,0.0948
r2q2k1/1pp2pbp/2bp1np1/n7/p1PP4/P2B1N1P/1P1N1PPB/R3Q1K1 b - - 0 16,32,E2025-10_286,g7h6,27,2,d8e8,0.0089,0.0062,0.0043,0.0035,a5b3,c6f3,d8d7,d8d7,203.0,0.0089,-0.0054,True,elite,03_elite_bands2,2655,2729,2729,False,True,2,0.6684,0.1362
r4k2/7R/p2p4/3p1P2/2pBb3/1P6/P2K3P/8 b - - 0 34,68,E2025-10_291,a8e8,-32,370,a8e8,0.0158,0.0118,0.0091,0.012,e4f5,e4f5,e4f5,e4f5,560.0,0.0158,-0.0038,True,elite,03_elite_bands2,3034,3058,3058,True,False,5,0.5785,0.2013
r1bq1rk1/pp5p/2nbppp1/1B1p3n/3P4/2P1BN2/PP1N1PPP/R2QR1K1 b - - 5 12,24,E2025-10_293,g8h8,-21,0,c8d7,0.0015,0.0026,0.0033,0.0038,e6e5,e6e5,e6e5,e6e5,116.0,0.0038,0.0023,True,elite,03_elite_bands2,2658,2782,2782,False,True,3,0.6806,0.0018
r1bqk2r/pp4pp/2n5/3p1p2/1P1bn3/P5P1/R2NPPBP/1NBQ1RK1 b kq - 2 12,24,E2025-10_295,d4f6,-15,10,c8e6,0.0053,0.0077,0.0083,0.0075,e8g8,e8g8,e8g8,e8g8,155.0,0.0083,0.0022,True,elite,03_elite_bands2,2807,2655,2655,False,True,3,0.6907,0.0181
2b4r/rp4pp/3k4/1R1N1p2/2n5/P4BP1/4P2P/2R3K1 b - - 8 26,52,E2025-10_295,c8d7,-41,43,c4a3,0.0144,0.0169,0.0192,0.0195,c4a3,c4a3,c4a3,c4a3,562.0,0.0195,0.0051,True,elite,03_elite_bands2,2807,2655,2655,False,True,5,0.6107,0.0864
3r2k1/pq3pbp/1p4p1/n2P4/4Q3/4BP2/P3NKPP/2R5 b - - 2 24,48,E2025-10_299,h7h5,0,12,h7h5,0.0038,0.0026,0.0021,0.0028,b7d5,b7d5,b7d5,b7d5,725.0,0.0038,-0.001,True,elite,03_elite_bands2,2636,3034,3034,True,False,5,0.5671,0.068
r2q1rk1/b1p2p1n/p1pp4/7p/Q2PP1pP/6B1/PP1N1PP1/R4RK1 b - - 0 18,36,E2025-10_303,d8b8,-119,78,d8f6,0.0057,0.0027,0.0016,0.0016,c6c5,d8d7,d8d7,d8d7,100.0,0.0057,-0.0041,True,elite,03_elite_bands2,2610,2613,2613,False,True,5,0.6255,0.0116
rnb1k1nr/pp2qp1p/3p2p1/2pP4/2P1P3/2P2NB1/P5PP/R2QKB1R b KQkq - 4 10,20,E2025-10_306,b8d7,-65,17,b8d7,0.0064,0.0078,0.0064,0.0046,e7e4,e7e4,e7e4,e7e4,239.0,0.0078,-0.0018,True,elite,03_elite_bands2,2977,2992,2992,True,False,3,0.6935,0.073
r1bk3r/pp1nqp1p/3p4/2pP4/2P1B2p/2P2N2/P2Q2PP/R4RK1 b - - 2 16,32,E2025-10_306,h4h3,-59,11,h4h3,0.016,0.0169,0.0139,0.0148,e7e4,e7e4,e7e4,e7e4,200.0,0.0169,-0.0012,True,elite,03_elite_bands2,2977,2992,2992,True,False,2,0.5924,0.0649
3q3k/1Q3b2/p2b1p1p/5p2/P4N2/3P2PP/6B1/6K1 b - - 0 34,68,E2025-10_315,d8e8,0,3,d6f4,0.0423,0.0342,0.0335,0.0394,d6f4,d6f4,d6c5,d6c5,107.0,0.0423,-0.0029,True,elite,03_elite_bands2,3046,3058,3058,False,True,5,0.4627,0.0289
2r5/1p2k1p1/4p3/4n1N1/2pq4/8/P1Q2P2/1K4R1 b - - 1 32,64,E2025-10_316,c8c6,695,279,c8c6,0.014,0.0185,0.0275,0.043,c4c3,e5d3,e5d3,e5d3,358.0,0.043,0.029,True,elite,03_elite_bands2,2612,2766,2766,True,False,4,0.7698,0.185
r1b2r2/1p3p1k/2qN2pp/4Q3/8/2N5/PPP2PPP/2K1R3 b - - 4 20,40,E2025-10_317,c8f5,-127,154,c8f5,0.0406,0.0314,0.0219,0.0176,c8e6,c8e6,c8e6,c8e6,262.0,0.0406,-0.023,True,elite,03_elite_bands2,2637,2604,2604,True,False,5,0.5619,0.0047
r2r2k1/5pp1/b4n1p/8/8/P3Bp2/1qQ1PPPP/2R1KB1R b K - 1 22,44,E2025-10_318,b2e5,343,106,b2a3,0.0464,0.0409,0.0392,0.0465,b2a3,b2a3,b2a3,b2a3,111.0,0.0465,0.0001,True,elite,03_elite_bands2,2635,3035,3035,False,True,0,0.5671,0.2154
rq1r2k1/2Q2pp1/b4n1p/8/8/4Bp2/4PPPP/2R1KB1R b K - 7 26,52,E2025-10_318,b8b2,397,9,b8b2,0.0164,0.0109,0.0094,0.0119,b8b4,b8b4,b8b4,b8b4,136.0,0.0164,-0.0045,True,elite,03_elite_bands2,2635,3035,3035,True,False,0,0.605,0.0088
1r1qr1k1/5p1p/p2p2pb/1bpN3n/2N1P3/2PP1RP1/QP4BP/5RK1 b - - 6 26,52,E2025-10_322,g8h8,-166,56,b8b7,0.0118,0.0115,0.008,0.004,e8f8,e8f8,e8f8,e8f8,155.0,0.0118,-0.0078,True,elite,03_elite_bands2,2617,2788,2788,False,True,6,0.612,0.01
2rr2k1/Q4pp1/2p1nqp1/1p1n4/3P2P1/1B3PB1/PP5P/1K1RR3 b - - 2 28,56,E2025-10_323,d8e8,-138,8,e6c7,0.0207,0.0162,0.0127,0.0129,f6f3,f6f3,f6f3,f6f3,158.0,0.0207,-0.0078,True,elite,03_elite_bands2,2992,2823,2823,False,True,0,0.4633,0.0113
rnb2rk1/ppp1bppp/3q4/4N3/3P1p2/2N5/PPP3PP/R1BQ1RK1 b - - 2 10,20,E2025-10_324,g7g5,164,55,b8c6,0.0275,0.0299,0.0389,0.0443,b8c6,b8c6,b8c6,b8c6,128.0,0.0443,0.0168,True,elite,03_elite_bands2,2668,2863,2863,False,True,3,0.6744,0.147
1qr2rk1/8/n2p1bpp/1N1Ppp2/PP6/1Q4P1/5P1P/1R1R1BK1 b - - 3 32,64,E2025-10_328,f6g7,-287,7,b8b6,0.0045,0.006,0.0073,0.0091,e5e4,e5e4,a6c7,a6c7,146.0,0.0091,0.0046,True,elite,03_elite_bands2,2625,2783,2783,False,True,6,0.6845,0.1075
2rr2k1/p4ppp/5n2/qp1P4/3Pp3/P1NbP1PP/1Q3PBK/R1R5 b - - 0 22,44,E2025-10_331,a5b6,-31,29,a5b6,0.0066,0.0085,0.012,0.0182,f6d5,f6d5,f6d5,f6d5,256.0,0.0182,0.0116,True,elite,03_elite_bands2,2978,3027,3027,True,False,2,0.611,0.0263
r3kb1r/ppp2pp1/2p1b3/4PnNp/8/2N4P/PPP2PP1/R1BR2K1 b - - 3 12,24,E2025-10_332,h8h6,-27,27,h8h6,0.0291,0.0258,0.0197,0.0154,a8d8,e6d7,e6d7,e6d7,211.0,0.0291,-0.0137,True,elite,03_elite_bands2,2651,2691,2691,True,False,3,0.6204,0.0751
3rk3/ppp1bpp1/2p3r1/3bPnN1/4NP1p/2B4P/PPP3P1/3RR1K1 b - - 3 18,36,E2025-10_332,d5c4,76,18,b7b6,0.0031,0.0022,0.0019,0.0018,f5g3,f5g3,d5e4,f5g3,150.0,0.0031,-0.0013,True,elite,03_elite_bands2,2651,2691,2691,False,True,2,0.5552,0.0485
r1bb1rk1/1p4pp/2p2p2/p1B5/P1n5/2N3P1/1PP2PBP/R3R1K1 b - - 3 16,32,E2025-10_333,d8c7,-231,23,c4b2,0.0148,0.0083,0.006,0.0055,f8f7,f8f7,f8f7,f8f7,1767.0,0.0148,-0.0093,True,elite,03_elite_bands2,2677,2643,2643,False,True,6,0.5755,0.008
4r1k1/p4ppp/q2rpn2/1bp5/7Q/P1P3P1/1P3PBP/R1B1R1K1 b - - 3 20,40,E2025-10_335,f6d7,-2,11,f6d5,0.0049,0.0045,0.0041,0.0032,e8d8,e8d8,e8d8,e8d8,144.0,0.0049,-0.0017,True,elite,03_elite_bands2,2992,2728,2728,False,True,2,0.6122,0.0989
3r2k1/p4ppp/1q2p3/1P1b4/5Q2/P1P2PP1/4R1KP/3R4 b - - 0 32,64,E2025-10_335,d5f3,-21,224,d5f3,0.027,0.0169,0.0132,0.0135,b6b5,b6b5,b6b5,b6b5,453.0,0.027,-0.0135,True,elite,03_elite_bands2,2992,2728,2728,True,False,5,0.5647,0.0913
rnbqkb1r/5ppp/p2ppn2/1p6/3NP3/2N1BB2/PPP2PPP/R2QK2R b KQkq - 1 8,16,E2025-10_336,e6e5,-88,63,e6e5,0.0267,0.0194,0.01,0.0028,c8b7,c8b7,c8b7,c8b7,256.0,0.0267,-0.0239,True,elite,03_elite_bands2,2662,2665,2665,True,False,3,0.7399,0.3064
